Fecha.16,Hora.16,PORVL18N3
2018-01-12,01:55:20,1.27
2018-01-12,02:55:21,1.27
2018-01-12,03:55:19,1.27
2018-01-12,04:55:19,1.27
2018-01-12,05:55:16,1.27
2018-01-12,06:55:21,1.27
2018-01-12,07:55:20,1.27
2018-01-12,08:55:22,1.27
2018-01-12,09:56:10,1.27
2018-01-12,10:55:22,1.28
2018-01-12,11:55:17,1.28
2018-01-12,12:55:21,1.28
2018-01-12,13:55:21,1.29
2018-01-12,14:55:23,1.29
2018-01-12,15:55:21,1.28
2018-01-12,16:55:21,1.28
2018-01-12,17:55:22,1.28
2018-01-12,18:55:24,1.28
2018-01-12,19:55:22,1.26
2018-01-12,20:55:17,1.11
2018-01-12,21:55:58,1.11
2018-01-12,22:55:23,1.1
2018-01-12,23:55:20,1.01
2018-01-13,00:55:22,0.99
2018-01-13,01:55:21,0.98
2018-01-13,02:55:22,0.97
2018-01-13,03:55:21,0.96
2018-01-13,04:55:16,0.95
2018-01-13,05:55:16,0.94
2018-01-13,06:55:20,0.94
2018-01-13,07:55:38,0.94
2018-01-13,08:55:22,0.94
2018-01-13,09:55:20,0.94
2018-01-13,10:55:23,0.94
2018-01-13,11:55:56,0.94
2018-01-13,12:55:25,0.94
2018-01-13,13:55:22,0.94
2018-01-13,14:55:20,0.95
2018-01-13,15:55:36,0.95
2018-01-13,16:55:21,0.95
2018-01-13,17:55:21,0.96
2018-01-13,18:55:21,0.96
2018-01-13,19:55:21,0.96
2018-01-13,20:55:39,0.97
2018-01-13,21:55:20,0.98
2018-01-13,22:55:17,0.98
2018-01-13,23:55:19,0.97
2018-01-14,00:55:18,0.83
2018-01-14,01:55:17,0.68
2018-01-14,02:55:19,0.54
2018-01-14,03:55:22,0.54
2018-01-14,04:55:18,0.53
2018-01-14,05:55:22,0.53
2018-01-14,06:55:24,0.52
2018-01-14,07:55:23,0.52
2018-01-14,08:55:20,0.51
2018-01-14,09:55:21,0.53
2018-01-14,10:55:22,0.55
2018-01-14,11:55:22,0.64
2018-01-14,12:55:21,0.65
2018-01-14,13:55:29,0.66
2018-01-14,14:55:17,0.68
2018-01-14,15:55:22,0.7
2018-01-14,16:55:38,0.72
2018-01-14,17:55:24,0.73
2018-01-14,18:55:21,0.75
2018-01-14,19:55:24,0.77
2018-01-14,20:55:22,0.79
2018-01-14,21:55:23,0.8
2018-01-14,22:56:17,0.82
2018-01-14,23:55:19,0.83
2018-01-15,00:55:19,0.84
2018-01-15,01:55:16,0.84
2018-01-15,02:55:19,0.83
2018-01-15,03:55:17,0.82
2018-01-15,04:55:21,0.8
2018-01-15,05:55:20,0.78
2018-01-15,06:55:24,0.77
2018-01-15,07:55:22,0.76
2018-01-15,08:55:17,0.76
2018-01-15,09:55:23,0.76
2018-01-15,10:55:22,0.77
2018-01-15,11:55:24,0.78
2018-01-15,12:55:21,0.78
2018-01-15,13:55:21,0.79
2018-01-15,14:55:20,0.8
2018-01-15,15:55:22,0.81
2018-01-15,16:55:40,0.82
2018-01-15,17:55:23,0.82
2018-01-15,18:55:20,0.83
2018-01-15,19:55:22,0.84
2018-01-15,20:55:22,0.84
2018-01-15,21:55:38,0.85
2018-01-15,22:55:21,0.86
2018-01-15,23:55:21,0.86
2018-01-16,00:55:23,0.88
2018-01-16,01:55:23,0.89
2018-01-16,02:55:20,0.89
2018-01-16,03:55:21,0.9
2018-01-16,04:55:21,0.91
2018-01-16,05:55:21,0.91
2018-01-16,06:55:23,0.91
2018-01-16,07:55:23,0.92
2018-01-16,08:55:25,0.93
2018-01-16,09:55:40,0.94
2018-01-16,10:55:26,0.95
2018-01-16,11:55:31,0.96
2018-01-16,12:55:22,0.97
2018-01-16,13:55:22,1.07
2018-01-16,14:55:26,1.07
2018-01-16,15:55:23,1.07
2018-01-16,16:55:23,1.07
2018-01-16,17:55:40,1.07
2018-01-16,18:55:26,1.08
2018-01-16,19:55:26,1.08
2018-01-16,20:55:21,1.09
2018-01-16,21:55:18,1.11
2018-01-16,22:55:40,1.11
2018-01-16,23:55:23,1.11
2018-01-17,00:55:23,1.1
2018-01-17,01:55:22,1.1
2018-01-17,02:55:22,1.1
2018-01-17,03:55:40,1.1
2018-01-17,04:56:01,1.1
2018-01-17,05:55:17,1.1
2018-01-17,06:55:23,1.1
2018-01-17,07:55:22,1.11
2018-01-17,08:55:23,1.11
2018-01-17,09:55:23,1.12
2018-01-17,10:55:20,1.12
2018-01-17,11:55:22,1.13
2018-01-17,12:55:22,1.14
2018-01-17,13:55:18,1.15
2018-01-17,14:56:18,1.16
2018-01-17,15:55:23,1.16
2018-01-17,16:55:22,1.17
2018-01-17,17:55:19,1.17
2018-01-17,18:55:22,1.17
2018-01-17,19:55:22,1.18
2018-01-17,20:55:22,1.18
2018-01-17,21:55:25,0.98
2018-01-17,22:55:52,0.87
2018-01-17,23:55:21,0.87
2018-01-18,00:55:21,0.87
2018-01-18,01:55:21,0.87
2018-01-18,02:55:22,0.86
2018-01-18,03:56:00,0.86
2018-01-18,04:55:30,0.86
2018-01-18,05:55:23,0.86
2018-01-18,06:55:21,0.86
2018-01-18,07:55:18,0.87
2018-01-18,08:55:21,0.87
2018-01-18,09:55:21,0.88
2018-01-18,10:55:23,0.89
2018-01-18,11:55:25,0.9
2018-01-18,12:55:24,0.91
2018-01-18,13:55:26,0.91
2018-01-18,14:55:25,0.92
2018-01-18,15:55:21,0.93
2018-01-18,16:56:02,0.93
2018-01-18,17:55:46,0.94
2018-01-18,18:55:46,0.95
2018-01-18,19:55:22,0.92
2018-01-18,20:55:23,0.9
2018-01-18,21:55:27,0.88
2018-01-18,22:55:22,0.86
2018-01-18,23:55:19,0.83
2018-01-19,00:55:21,0.81
2018-01-19,01:55:21,0.79
2018-01-19,02:55:24,0.77
2018-01-19,03:56:03,0.74
2018-01-19,04:55:27,0.72
2018-01-19,05:55:22,0.7
2018-01-19,06:55:25,0.69
2018-01-19,07:55:24,0.68
2018-01-19,08:55:41,0.68
2018-01-19,09:55:19,0.69
2018-01-19,10:55:27,0.71
2018-01-19,11:55:22,0.72
2018-01-19,12:55:22,0.74
2018-01-19,13:55:23,0.75
2018-01-19,14:55:43,0.76
2018-01-19,15:56:28,0.78
2018-01-19,16:55:29,0.79
2018-01-19,17:56:03,0.8
2018-01-19,18:55:58,0.82
2018-01-19,19:55:25,0.83
2018-01-19,20:55:49,0.84
2018-01-19,21:55:28,0.85
2018-01-19,22:55:24,0.86
2018-01-19,23:55:26,0.88
2018-01-20,00:55:25,0.88
2018-01-20,01:55:28,0.89
2018-01-20,02:55:24,0.9
2018-01-20,03:55:27,0.91
2018-01-20,04:55:26,0.95
2018-01-20,05:55:26,1.0
2018-01-20,06:55:25,1.04
2018-01-20,07:55:43,1.08
2018-01-20,08:55:23,1.13
2018-01-20,09:55:45,1.17
2018-01-20,10:55:19,1.21
2018-01-20,11:55:20,1.19
2018-01-20,12:55:24,1.18
2018-01-20,13:55:28,1.19
2018-01-20,14:55:44,1.2
2018-01-20,15:55:27,1.19
2018-01-20,16:56:06,1.19
2018-01-20,17:55:27,1.18
2018-01-20,18:57:26,1.18
2018-01-20,19:55:27,1.18
