Fecha.22,Hora.22,PORVL21N5
2018-01-12,01:33:02,0.96
2018-01-12,02:33:04,0.97
2018-01-12,03:33:05,0.94
2018-01-12,04:33:05,0.93
2018-01-12,05:33:06,0.92
2018-01-12,06:33:03,0.92
2018-01-12,07:33:24,0.92
2018-01-12,08:33:08,0.93
2018-01-12,09:33:10,0.93
2018-01-12,10:33:03,0.93
2018-01-12,11:33:03,0.93
2018-01-12,12:33:07,0.93
2018-01-12,13:33:07,0.93
2018-01-12,14:33:08,0.93
2018-01-12,15:33:04,0.93
2018-01-12,16:34:12,0.94
2018-01-12,17:33:05,0.94
2018-01-12,18:33:03,0.94
2018-01-12,19:33:03,0.41
2018-01-12,20:33:05,0.41
2018-01-12,21:33:13,0.39
2018-01-12,22:33:38,0.38
2018-01-12,23:33:06,0.36
2018-01-13,00:33:06,0.37
2018-01-13,01:33:03,0.43
2018-01-13,02:33:08,0.49
2018-01-13,03:33:02,0.54
2018-01-13,04:33:03,0.6
2018-01-13,05:33:03,0.6
2018-01-13,06:33:06,0.62
2018-01-13,07:33:06,0.62
2018-01-13,08:26:12,0.67
2018-01-13,08:33:08,0.63
2018-01-13,09:26:12,0.67
2018-01-13,09:33:04,0.65
2018-01-13,10:26:12,0.67
2018-01-13,11:26:12,0.67
2018-01-13,12:26:12,0.67
2018-01-13,12:59:26,0.67
2018-01-13,13:08:52,0.67
2018-01-13,13:16:02,0.67
2018-01-13,13:23:04,0.67
2018-01-13,14:26:59,0.69
2018-01-13,15:27:01,0.71
2018-01-13,16:27:00,0.73
2018-01-13,17:26:59,0.74
2018-01-13,18:27:05,0.75
2018-01-13,19:27:05,0.76
2018-01-13,20:27:06,0.77
2018-01-13,21:27:01,0.77
2018-01-13,22:26:58,0.78
2018-01-13,23:26:59,0.77
2018-01-14,00:26:58,0.59
2018-01-14,01:26:58,0.42
2018-01-14,02:26:59,0.4
2018-01-14,03:26:59,0.41
2018-01-14,04:26:59,0.41
2018-01-14,05:26:59,0.42
2018-01-14,06:27:00,0.42
2018-01-14,07:27:02,0.42
2018-01-14,08:26:59,0.44
2018-01-14,09:26:58,0.54
2018-01-14,10:26:59,0.55
2018-01-14,11:26:59,0.57
2018-01-14,12:27:02,0.58
2018-01-14,13:27:03,0.6
2018-01-14,14:27:05,0.62
2018-01-14,15:26:58,0.64
2018-01-14,16:26:59,0.65
2018-01-14,17:26:59,0.66
2018-01-14,18:26:59,0.68
2018-01-14,19:27:00,0.69
2018-01-14,20:27:33,0.71
2018-01-14,21:27:00,0.72
2018-01-14,22:27:00,0.73
2018-01-14,23:27:01,0.74
2018-01-15,00:26:58,0.75
2018-01-15,01:26:58,0.74
2018-01-15,02:26:58,0.74
2018-01-15,03:26:59,0.73
2018-01-15,04:26:59,0.71
2018-01-15,05:26:59,0.71
2018-01-15,06:27:00,0.71
2018-01-15,07:27:01,0.71
2018-01-15,08:27:04,0.72
2018-01-15,09:26:59,0.72
2018-01-15,10:26:59,0.73
2018-01-15,11:27:04,0.73
2018-01-15,12:27:02,0.73
2018-01-15,13:26:59,0.74
2018-01-15,14:27:03,0.74
2018-01-15,15:27:05,0.75
2018-01-15,16:27:05,0.75
2018-01-15,17:26:58,0.75
2018-01-15,18:26:59,0.75
2018-01-15,19:26:59,0.76
2018-01-15,20:27:09,0.76
2018-01-15,21:26:59,0.76
2018-01-15,22:27:02,0.77
2018-01-15,23:26:59,0.77
2018-01-16,00:27:00,0.78
2018-01-16,01:27:00,0.78
2018-01-16,02:26:58,0.78
2018-01-16,03:26:59,0.79
2018-01-16,04:27:01,0.79
2018-01-16,05:26:59,0.8
2018-01-16,06:27:02,0.8
2018-01-16,07:27:03,0.8
2018-01-16,08:27:04,0.81
2018-01-16,09:27:02,0.81
2018-01-16,10:27:02,0.82
2018-01-16,11:27:04,0.82
2018-01-16,12:27:00,0.82
2018-01-16,13:27:02,0.82
2018-01-16,14:27:03,0.83
2018-01-16,15:27:03,0.83
2018-01-16,16:27:04,0.83
2018-01-16,17:27:05,0.84
2018-01-16,18:27:05,0.84
2018-01-16,19:27:00,0.84
2018-01-16,20:26:59,0.84
2018-01-16,21:27:27,0.84
2018-01-16,22:27:03,0.84
2018-01-16,23:27:02,0.85
2018-01-17,00:26:59,0.85
2018-01-17,01:27:00,0.85
2018-01-17,02:27:00,0.85
2018-01-17,03:27:00,0.85
2018-01-17,04:26:59,0.86
2018-01-17,05:27:00,0.86
2018-01-17,06:26:59,0.86
2018-01-17,07:27:05,0.86
2018-01-17,08:27:41,0.86
2018-01-17,09:27:02,0.87
2018-01-17,10:27:06,0.87
2018-01-17,11:27:05,0.88
2018-01-17,12:27:22,0.88
2018-01-17,13:27:00,0.88
2018-01-17,14:27:03,0.89
2018-01-17,15:27:40,0.89
2018-01-17,16:27:03,0.9
2018-01-17,17:27:04,0.9
2018-01-17,18:27:04,0.9
2018-01-17,19:27:07,0.91
2018-01-17,20:27:06,0.9
2018-01-17,21:26:59,0.9
2018-01-17,22:27:00,0.9
2018-01-17,23:26:59,0.9
2018-01-18,00:27:03,0.9
2018-01-18,01:26:59,0.9
2018-01-18,02:26:59,0.9
2018-01-18,03:27:00,0.9
2018-01-18,04:27:01,0.9
2018-01-18,05:27:01,0.9
2018-01-18,06:26:59,0.9
2018-01-18,07:27:01,0.9
2018-01-18,08:27:00,0.9
2018-01-18,09:27:05,0.9
2018-01-18,10:27:00,0.9
2018-01-18,11:27:06,0.9
2018-01-18,12:27:03,0.8
2018-01-18,13:27:05,0.79
2018-01-18,14:27:05,0.8
2018-01-18,15:26:59,0.8
2018-01-18,16:27:00,0.8
2018-01-18,17:27:03,0.8
2018-01-18,18:27:04,0.8
2018-01-18,19:27:00,0.8
2018-01-18,20:27:05,0.8
2018-01-18,21:27:03,0.8
2018-01-18,22:27:02,0.8
2018-01-18,23:27:01,0.8
2018-01-19,00:27:01,0.81
2018-01-19,01:27:00,0.81
2018-01-19,02:26:59,0.81
2018-01-19,03:26:59,0.81
2018-01-19,04:27:00,0.81
2018-01-19,05:27:00,0.81
2018-01-19,06:27:02,0.81
2018-01-19,07:27:01,0.63
2018-01-19,08:27:02,0.63
2018-01-19,09:27:00,0.64
2018-01-19,10:27:04,0.66
2018-01-19,11:27:03,0.67
2018-01-19,12:27:04,0.69
2018-01-19,13:27:17,0.7
2018-01-19,14:27:04,0.7
2018-01-19,15:27:06,0.71
2018-01-19,16:27:05,0.73
2018-01-19,17:27:04,0.74
2018-01-19,18:27:00,0.74
2018-01-19,19:27:06,0.75
2018-01-19,20:27:03,0.76
2018-01-19,21:27:08,0.77
2018-01-19,22:27:08,0.77
2018-01-19,23:27:06,0.78
2018-01-20,00:27:04,0.79
2018-01-20,01:27:06,0.79
2018-01-20,02:27:01,0.8
2018-01-20,03:27:02,0.8
2018-01-20,04:27:02,0.8
2018-01-20,05:27:02,0.81
2018-01-20,06:27:06,0.81
2018-01-20,07:27:01,0.82
2018-01-20,08:27:03,0.82
2018-01-20,09:27:10,0.83
2018-01-20,10:27:00,0.83
2018-01-20,11:27:00,0.83
2018-01-20,12:27:03,0.83
2018-01-20,13:27:03,0.83
2018-01-20,13:54:37,0.84
2018-01-20,14:55:30,0.86
2018-01-20,15:56:09,0.86
2018-01-20,16:55:30,0.86
2018-01-20,17:55:25,0.86
2018-01-20,18:55:26,0.86
2018-01-20,19:55:31,0.86
2018-01-20,20:55:28,0.86
2018-01-20,21:55:32,0.86
2018-01-20,22:55:29,0.87
2018-01-20,23:55:26,0.87
2018-01-21,00:55:27,0.87
2018-01-21,01:55:31,0.87
2018-01-21,02:55:24,0.87
2018-01-21,03:55:25,0.87
2018-01-21,04:55:25,0.87
2018-01-21,05:55:26,0.87
