Fecha.18,Hora.18,PORVL21N1
2018-01-12,01:08:03,1.55
2018-01-12,02:08:03,1.54
2018-01-12,03:08:07,1.54
2018-01-12,04:08:03,1.54
2018-01-12,05:08:03,1.54
2018-01-12,06:08:04,1.53
2018-01-12,07:08:03,1.54
2018-01-12,08:08:03,1.54
2018-01-12,09:08:02,1.55
2018-01-12,10:08:04,1.56
2018-01-12,11:08:03,1.56
2018-01-12,12:08:03,1.57
2018-01-12,13:08:04,1.58
2018-01-12,14:08:05,1.59
2018-01-12,15:08:03,1.6
2018-01-12,16:08:08,1.59
2018-01-12,17:08:03,1.59
2018-01-12,18:08:06,1.58
2018-01-12,19:08:04,1.57
2018-01-12,20:08:04,1.16
2018-01-12,21:08:04,1.16
2018-01-12,22:08:04,1.15
2018-01-12,23:08:08,1.13
2018-01-13,00:08:05,1.1
2018-01-13,01:08:02,1.08
2018-01-13,02:08:02,1.06
2018-01-13,03:08:05,1.04
2018-01-13,04:08:03,1.06
2018-01-13,05:08:09,1.15
2018-01-13,06:08:04,1.13
2018-01-13,07:08:04,1.13
2018-01-13,08:08:08,1.14
2018-01-13,09:08:07,1.14
2018-01-13,10:08:08,1.15
2018-01-13,11:08:03,1.13
2018-01-13,12:08:04,1.15
2018-01-13,13:08:03,1.16
2018-01-13,14:08:06,1.18
2018-01-13,15:08:04,1.18
2018-01-13,16:08:05,1.19
2018-01-13,17:08:03,1.19
2018-01-13,18:08:03,1.2
2018-01-13,19:08:02,1.21
2018-01-13,20:08:06,1.21
2018-01-13,21:08:04,1.21
2018-01-13,22:08:04,1.22
2018-01-13,23:08:04,1.22
2018-01-14,00:08:04,1.2
2018-01-14,01:08:06,0.85
2018-01-14,02:08:02,0.85
2018-01-14,03:08:02,0.85
2018-01-14,04:08:02,0.85
2018-01-14,05:08:03,0.85
2018-01-14,06:08:03,0.85
2018-01-14,07:08:03,0.85
2018-01-14,08:08:05,0.85
2018-01-14,09:08:05,1.02
2018-01-14,10:08:03,1.04
2018-01-14,11:08:03,1.05
2018-01-14,12:08:03,1.07
2018-01-14,13:08:03,1.08
2018-01-14,14:08:06,1.08
2018-01-14,15:08:03,1.09
2018-01-14,16:08:05,1.09
2018-01-14,17:08:05,1.09
2018-01-14,18:08:05,1.09
2018-01-14,19:08:03,1.09
2018-01-14,20:08:03,1.11
2018-01-14,21:08:06,1.21
2018-01-14,22:08:06,1.21
2018-01-14,23:08:04,1.21
2018-01-15,00:08:06,1.21
2018-01-15,01:08:04,1.22
2018-01-15,02:08:04,1.2
2018-01-15,03:08:05,0.87
2018-01-15,04:08:03,0.87
2018-01-15,05:08:03,0.87
2018-01-15,06:08:06,1.06
2018-01-15,07:08:06,1.07
2018-01-15,08:08:05,1.08
2018-01-15,09:08:03,1.09
2018-01-15,10:08:05,1.09
2018-01-15,11:08:06,1.1
2018-01-15,12:08:07,1.11
2018-01-15,13:08:03,1.1
2018-01-15,14:08:03,1.11
2018-01-15,15:08:03,1.12
2018-01-15,16:08:03,1.11
2018-01-15,17:08:04,1.11
2018-01-15,18:08:15,1.1
2018-01-15,19:08:05,1.1
2018-01-15,20:08:05,1.09
2018-01-15,21:08:03,1.12
2018-01-15,22:08:09,1.14
2018-01-15,23:08:03,1.16
2018-01-16,00:08:03,1.17
2018-01-16,01:08:03,1.18
2018-01-16,02:08:04,1.19
2018-01-16,03:08:04,1.2
2018-01-16,04:08:04,1.2
2018-01-16,05:08:05,1.21
2018-01-16,06:08:10,1.21
2018-01-16,07:08:03,1.21
2018-01-16,08:08:04,1.21
2018-01-16,09:08:09,1.21
2018-01-16,10:08:04,1.21
2018-01-16,11:08:05,1.21
2018-01-16,12:08:05,1.21
2018-01-16,13:08:06,1.21
2018-01-16,14:08:03,1.21
2018-01-16,15:08:03,1.31
2018-01-16,16:08:03,1.29
2018-01-16,17:08:04,1.28
2018-01-16,18:08:04,1.28
2018-01-16,19:08:07,1.27
2018-01-16,20:08:05,1.27
2018-01-16,21:08:05,1.27
2018-01-16,22:08:06,1.28
2018-01-16,23:08:04,1.28
2018-01-17,00:08:04,1.28
2018-01-17,01:08:03,1.28
2018-01-17,02:08:03,1.28
2018-01-17,03:08:04,1.28
2018-01-17,04:08:04,1.28
2018-01-17,05:08:04,1.28
2018-01-17,06:08:05,1.27
2018-01-17,07:08:10,1.27
2018-01-17,08:08:04,1.28
2018-01-17,09:08:05,1.28
2018-01-17,10:08:04,1.29
2018-01-17,11:08:04,1.29
2018-01-17,12:08:04,1.3
2018-01-17,13:08:43,1.3
2018-01-17,14:08:05,1.3
2018-01-17,15:08:07,1.31
2018-01-17,16:08:04,1.31
2018-01-17,17:08:04,1.31
2018-01-17,18:08:03,1.31
2018-01-17,19:08:09,1.31
2018-01-17,20:08:04,1.28
2018-01-17,21:08:08,1.27
2018-01-17,22:08:05,0.84
2018-01-17,23:08:05,0.84
2018-01-18,00:08:05,0.85
2018-01-18,01:08:03,1.07
2018-01-18,02:08:06,1.07
2018-01-18,03:08:02,1.08
2018-01-18,04:08:03,1.08
2018-01-18,05:08:04,1.09
2018-01-18,06:08:04,1.1
2018-01-18,07:08:06,1.11
2018-01-18,08:08:06,1.1
2018-01-18,09:08:09,1.1
2018-01-18,10:08:04,1.2
2018-01-18,11:08:07,1.21
2018-01-18,12:08:04,1.21
2018-01-18,13:08:05,1.21
2018-01-18,14:08:05,1.21
2018-01-18,15:08:05,1.21
2018-01-18,16:08:05,1.22
2018-01-18,17:08:06,1.22
2018-01-18,18:08:04,1.22
2018-01-18,19:08:03,1.22
2018-01-18,20:08:03,1.22
2018-01-18,21:08:04,1.22
2018-01-18,22:08:04,1.22
2018-01-18,23:08:05,1.22
2018-01-19,00:08:05,1.22
2018-01-19,01:08:05,1.22
2018-01-19,02:08:05,1.22
2018-01-19,03:08:03,1.14
2018-01-19,04:08:03,1.06
2018-01-19,05:08:03,0.99
2018-01-19,06:08:07,0.91
2018-01-19,07:08:07,0.83
2018-01-19,08:08:05,0.96
