Fecha.24,Hora.24,PORVL24N2
2018-01-12,01:07:28,1.31
2018-01-12,02:07:28,1.31
2018-01-12,03:07:29,1.31
2018-01-12,04:07:27,1.31
2018-01-12,05:07:27,1.31
2018-01-12,06:07:26,1.31
2018-01-12,07:07:28,1.31
2018-01-12,08:07:28,1.31
2018-01-12,09:07:29,1.31
2018-01-12,10:07:29,1.31
2018-01-12,11:07:29,1.32
2018-01-12,12:07:30,1.32
2018-01-12,13:07:28,1.32
2018-01-12,14:07:28,1.32
2018-01-12,15:07:29,1.32
2018-01-12,16:07:28,1.31
2018-01-12,17:07:29,1.31
2018-01-12,18:07:29,1.31
2018-01-12,19:08:08,1.3
2018-01-12,20:07:34,0.8
2018-01-12,21:07:28,0.79
2018-01-12,22:07:28,0.78
2018-01-12,23:07:28,0.48
2018-01-13,00:07:31,0.46
2018-01-13,01:07:27,0.45
2018-01-13,02:07:28,0.47
2018-01-13,03:07:29,0.53
2018-01-13,04:07:28,0.58
2018-01-13,05:07:30,0.64
2018-01-13,06:07:27,0.69
2018-01-13,07:07:28,0.75
2018-01-13,08:07:30,0.75
2018-01-13,09:07:29,0.77
2018-01-13,10:07:29,0.78
2018-01-13,11:07:30,0.79
2018-01-13,12:07:29,0.81
2018-01-13,13:08:26,0.83
2018-01-13,14:07:28,0.84
2018-01-13,15:07:34,0.86
2018-01-13,16:07:28,0.87
2018-01-13,17:07:29,0.88
2018-01-13,18:07:30,0.9
2018-01-13,19:07:39,0.91
2018-01-13,20:07:29,0.92
2018-01-13,21:07:30,0.94
2018-01-13,22:07:30,0.95
2018-01-13,23:07:28,0.96
2018-01-14,00:07:27,0.76
2018-01-14,01:07:31,0.57
2018-01-14,02:07:27,0.58
2018-01-14,03:07:28,0.58
2018-01-14,04:07:28,0.59
2018-01-14,05:07:29,0.59
2018-01-14,06:07:29,0.6
2018-01-14,07:07:29,0.6
2018-01-14,08:07:28,0.61
2018-01-14,09:07:27,0.61
2018-01-14,10:07:28,0.62
2018-01-14,11:07:28,0.63
2018-01-14,12:07:29,0.65
2018-01-14,13:07:29,0.67
2018-01-14,14:07:30,0.69
2018-01-14,15:07:30,0.7
2018-01-14,16:07:28,0.71
2018-01-14,17:07:29,0.71
2018-01-14,18:07:27,0.72
2018-01-14,19:07:28,0.73
2018-01-14,20:07:32,0.74
2018-01-14,21:07:34,0.75
2018-01-14,22:07:29,0.75
2018-01-14,23:07:29,0.76
2018-01-15,00:07:29,0.77
2018-01-15,01:07:27,0.78
2018-01-15,02:07:28,0.79
2018-01-15,03:07:27,0.8
2018-01-15,04:07:28,0.79
2018-01-15,05:07:28,0.78
2018-01-15,06:07:28,0.78
2018-01-15,07:07:32,0.79
2018-01-15,08:07:30,0.8
2018-01-15,09:07:28,0.82
2018-01-15,10:07:28,0.83
2018-01-15,11:07:28,0.85
2018-01-15,12:07:31,0.86
2018-01-15,13:07:28,0.87
2018-01-15,14:07:29,0.88
2018-01-15,15:07:32,0.89
2018-01-15,16:07:30,0.9
2018-01-15,17:07:30,0.91
2018-01-15,18:07:28,0.92
2018-01-15,19:07:31,0.92
2018-01-15,20:07:27,0.94
2018-01-15,21:07:28,0.95
2018-01-15,22:07:29,0.96
2018-01-15,23:07:28,0.97
2018-01-16,00:07:29,0.98
2018-01-16,01:07:29,0.99
2018-01-16,02:07:27,1.0
2018-01-16,03:07:30,1.01
2018-01-16,04:07:30,1.01
2018-01-16,05:07:28,1.02
2018-01-16,06:08:07,1.03
2018-01-16,07:07:29,1.04
2018-01-16,08:07:29,1.04
2018-01-16,09:07:33,1.05
2018-01-16,10:07:31,1.06
2018-01-16,11:07:32,1.07
2018-01-16,12:07:31,1.07
2018-01-16,13:07:33,1.08
2018-01-16,14:07:30,1.08
2018-01-16,15:07:30,1.09
2018-01-16,16:07:29,1.09
2018-01-16,17:07:34,1.1
2018-01-16,18:07:30,1.1
2018-01-16,19:07:31,1.1
2018-01-16,20:07:32,1.11
2018-01-16,21:07:31,1.12
2018-01-16,22:07:29,1.12
