Fecha,PORVL21_AVG
2018-01-12,1.0443478260869563
2018-01-13,0.7828793103448277
2018-01-14,0.6684166666666668
2018-01-15,0.7924166666666667
2018-01-16,0.9259999999999999
2018-01-17,0.9660833333333333
2018-01-18,0.85075
2018-01-19,0.7830948275862071
2018-01-20,0.9307324324324325
2018-01-21,1.0065833333333332
2018-01-22,1.0573333333333335
2018-01-23,1.08
2018-01-24,1.1025866666666666
2018-01-25,1.1476666666666666
2018-01-26,1.2033333333333336
2018-01-27,1.2255
2018-01-28,1.2503333333333333
2018-01-29,1.2855833333333333
2018-01-30,1.3224999999999998
2018-01-31,1.3665000000000003
2018-02-01,1.4148333333333332
2018-02-02,1.4663333333333335
2018-02-03,1.512416666666667
2018-02-04,1.5199166666666668
2018-02-05,1.5623233333333333
2018-02-06,1.5834166666666667
2018-02-07,1.5971666666666666
2018-02-08,1.6161666666666665
2018-02-09,1.628666666666667
2018-02-10,1.63975
2018-02-11,1.6444166666666669
2018-02-12,1.6440000000000001
2018-02-13,1.6436666666666668
2018-02-14,1.641916666666667
2018-02-15,1.6314166666666665
2018-02-16,1.636583333333333
2018-02-17,1.6342500000000002
2018-02-18,1.6381666666666668
2018-02-19,1.631416666666667
2018-02-20,1.62775
2018-02-21,1.62925
2018-02-22,1.6330833333333334
2018-02-23,1.6444166666666669
2018-02-24,1.6435833333333334
2018-02-25,1.6384166666666669
2018-02-26,1.6404166666666669
2018-02-27,1.647416666666667
2018-02-28,1.6354166666666672
2018-03-01,1.6359166666666667
2018-03-02,1.63975
2018-03-03,1.6485000000000003
2018-03-04,1.6423333333333332
2018-03-05,1.6482500000000002
2018-03-06,1.6424166666666669
2018-03-07,1.6500833333333333
2018-03-08,1.6521666666666668
2018-03-09,1.6545
2018-03-10,1.6508333333333334
2018-03-11,1.6509166666666668
2018-03-12,1.6499166666666667
2018-03-13,1.6506666666666667
2018-03-14,1.6514166666666668
2018-03-15,1.6468333333333334
2018-03-16,1.6497500000000003
2018-03-17,1.6510000000000002
2018-03-18,1.671166666666667
2018-03-19,1.677
2018-03-20,1.6734166666666668
2018-03-21,1.6693333333333336
2018-03-22,1.6694166666666668
2018-03-23,1.669
2018-03-24,1.6679166666666667
2018-03-25,1.6679166666666667
2018-03-26,1.6696666666666669
2018-03-27,1.669
2018-03-28,1.6689166666666668
2018-03-29,1.6705833333333335
2018-03-30,1.6689166666666666
2018-03-31,1.6672500000000003
2018-04-01,1.6627500000000002
2018-04-02,1.661
2018-04-03,1.664581818181818
2018-04-04,
2018-04-05,1.6597499999999996
2018-04-06,1.65589
2018-04-07,1.6058333333333337
2018-04-08,1.6045833333333335
2018-04-09,1.6017500000000002
2018-04-10,1.6115000000000002
2018-04-11,1.63125
2018-04-12,1.6410833333333337
2018-04-13,1.6242608695652172
2018-04-14,1.643416666666667
2018-04-15,1.6509166666666666
2018-04-16,1.6286133333333332
2018-04-17,1.6391666666666667
2018-04-18,1.6427500000000002
2018-04-19,1.6451666666666669
2018-04-20,1.6450833333333335
2018-04-21,1.6405
2018-04-22,1.6421666666666668
2018-04-23,1.6350000000000002
2018-04-24,1.6326666666666667
2018-04-25,1.6321666666666665
2018-04-26,1.5389999999999997
2018-04-27,1.2142708333333332
2018-04-28,1.33785
2018-04-29,1.2891666666666668
2018-04-30,1.1144583333333336
2018-05-01,0.84
2018-05-02,0.954125
2018-05-03,0.7895833333333333
2018-05-04,0.9085833333333332
2018-05-05,0.9870833333333333
2018-05-06,1.0025833333333334
2018-05-07,0.8210000000000001
2018-05-08,0.7776041666666665
2018-05-09,0.9214166666666666
2018-05-10,0.88275
2018-05-11,0.7624166666666667
2018-05-12,0.9244999999999999
2018-05-13,0.9928717948717949
2018-05-14,1.0737083333333333
2018-05-15,1.12525
2018-05-16,1.15159
2018-05-17,1.1515833333333334
2018-05-18,1.1319166666666667
2018-05-19,1.0043333333333333
2018-05-20,0.8361388888888888
2018-05-21,0.9270245098039217
2018-05-22,0.9784803921568628
2018-05-23,0.9772642543859649
2018-05-24,0.9688858695652175
2018-05-25,0.99175
2018-05-26,1.0239333333333334
2018-05-27,1.074616666666667
2018-05-28,1.1480000000000001
2018-05-29,1.1718333333333333
2018-05-30,1.175583333333333
2018-05-31,1.1746920289855072
2018-06-01,1.1903333333333332
2018-06-02,1.1898333333333333
2018-06-03,1.2371666666666665
2018-06-04,1.2626666666666668
2018-06-05,1.2912499999999998
2018-06-06,1.2896666666666667
2018-06-07,1.263666666666667
2018-06-08,1.1524999999999999
2018-06-09,1.16867
2018-06-10,1.1595000000000002
2018-06-11,1.0360087719298243
2018-06-12,0.88925
2018-06-13,0.9745833333333334
2018-06-14,0.9860833333333332
2018-06-15,0.7384999999999999
2018-06-16,0.9460000000000001
2018-06-17,1.0007499999999998
2018-06-18,0.9605833333333333
2018-06-19,0.7320833333333334
2018-06-20,0.8308333333333333
2018-06-21,0.6913333333333334
2018-06-22,0.8951666666666668
2018-06-23,0.9640000000000001
2018-06-24,1.0461666666666667
2018-06-25,0.9596666666666668
2018-06-26,0.9746818181818181
2018-06-27,0.9352717391304347
2018-06-28,0.9480000000000002
2018-06-29,0.7361363636363636
2018-06-30,0.7295833333333334
2018-07-01,0.8925000000000001
2018-07-02,0.9511229629629632
2018-07-03,0.9941785714285715
2018-07-04,1.098148253968254
2018-07-05,1.1033659420289856
2018-07-06,0.9520357142857143
2018-07-07,1.014025641025641
2018-07-08,1.0898357142857145
2018-07-09,1.1346263440860214
2018-07-10,0.7154833333333335
2018-07-11,0.7322738095238093
2018-07-12,0.9196590909090911
2018-07-13,0.985243333333333
2018-07-14,1.0275466666666668
2018-07-15,1.0169311594202899
2018-07-16,0.8755072463768115
2018-07-17,0.9997366666666666
2018-07-18,1.0360416666666667
2018-07-19,1.1088333333333336
2018-07-20,1.1148333333333331
2018-07-21,1.147537037037037
2018-07-22,1.1489166666666666
2018-07-23,1.14775
2018-07-24,1.1400000000000001
2018-07-25,1.1484166666666666
2018-07-26,1.160666666666667
2018-07-27,1.167
2018-07-28,1.1844999999999999
2018-07-29,1.0286666666666668
2018-07-30,0.8786666666666667
2018-07-31,0.8100909090909092
2018-08-01,0.7764166666666666
2018-08-02,0.7280833333333333
2018-08-03,0.9438166666666667
