Fecha,PORVL5_AVG
2018-01-12,0.5378260869565219
2018-01-13,0.2924999999999999
2018-01-14,0.2466666666666667
2018-01-15,0.2454166666666667
2018-01-16,0.4275
2018-01-17,0.4512500000000002
2018-01-18,0.33875000000000005
2018-01-19,0.2708333333333333
2018-01-20,0.4475000000000002
2018-01-21,0.5079166666666665
2018-01-22,0.5666666666666668
2018-01-23,0.5558333333333332
2018-01-24,0.4979166666666666
2018-01-25,0.56875
2018-01-26,0.64
2018-01-27,0.6933333333333335
2018-01-28,0.7375000000000002
2018-01-29,0.7779166666666663
2018-01-30,0.8195833333333332
2018-01-31,0.8583333333333333
2018-02-01,0.8970833333333333
2018-02-02,0.9287500000000004
2018-02-03,0.9604166666666666
2018-02-04,0.9849999999999998
2018-02-05,1.0125
2018-02-06,1.0345833333333332
2018-02-07,1.0545833333333332
2018-02-08,1.0753846153846152
2018-02-09,1.0933333333333335
2018-02-10,1.1158333333333337
2018-02-11,1.1449999999999998
2018-02-12,1.1691666666666671
2018-02-13,1.1875
2018-02-14,1.2012499999999997
2018-02-15,1.2179166666666663
2018-02-16,1.2324999999999997
2018-02-17,1.2483333333333335
2018-02-18,1.2595833333333335
2018-02-19,1.2795833333333335
2018-02-20,1.29625
2018-02-21,1.312083333333333
2018-02-22,1.3237499999999998
2018-02-23,1.3333333333333333
2018-02-24,1.3425000000000002
2018-02-25,1.3595833333333331
2018-02-26,1.37
2018-02-27,1.3791666666666669
2018-02-28,1.3825
2018-03-01,1.3874999999999995
2018-03-02,1.3954166666666667
2018-03-03,1.3929166666666668
2018-03-04,1.3949999999999996
2018-03-05,1.4229166666666666
2018-03-06,1.45125
2018-03-07,1.465833333333333
2018-03-08,1.4775000000000005
2018-03-09,1.4979166666666668
2018-03-10,1.5095833333333333
2018-03-11,1.5187500000000005
2018-03-12,1.5329166666666667
2018-03-13,1.5462499999999997
2018-03-14,1.5575
2018-03-15,1.56875
2018-03-16,1.5787499999999997
2018-03-17,1.5912500000000007
2018-03-18,1.5920833333333342
2018-03-19,1.6016666666666666
2018-03-20,1.6204166666666668
2018-03-21,1.6379166666666662
2018-03-22,1.6470833333333328
2018-03-23,1.6608333333333327
2018-03-24,1.675
2018-03-25,1.6825
2018-03-26,1.6916666666666662
2018-03-27,1.7000000000000002
2018-03-28,1.7000000000000002
2018-03-29,1.7000000000000002
2018-03-30,1.7000000000000002
2018-03-31,1.7000000000000002
2018-04-01,1.7000000000000002
2018-04-02,1.7000000000000002
2018-04-03,1.6999999999999995
2018-04-04,
2018-04-05,
2018-04-06,1.6999999999999995
