Fecha.11,Hora.11,PORVL15N1
2018-01-12,01:09:11,1.21
2018-01-12,02:09:12,1.21
2018-01-12,03:09:31,1.19
2018-01-12,04:09:14,1.17
2018-01-12,05:09:12,1.16
2018-01-12,06:09:15,1.15
2018-01-12,07:09:16,1.14
2018-01-12,08:09:17,1.14
2018-01-12,09:09:12,1.14
2018-01-12,10:09:14,1.13
2018-01-12,11:09:16,1.13
2018-01-12,12:09:15,1.13
2018-01-12,13:09:15,1.13
2018-01-12,14:09:13,1.12
2018-01-12,15:09:17,1.12
2018-01-12,16:09:17,1.12
2018-01-12,17:09:18,1.12
2018-01-12,18:09:12,1.12
2018-01-12,19:09:16,1.12
2018-01-12,20:09:14,0.77
2018-01-12,21:09:12,0.78
2018-01-12,22:09:16,0.8
2018-01-12,23:09:17,0.8
2018-01-13,00:09:17,0.79
2018-01-13,01:09:16,0.79
2018-01-13,02:09:11,0.78
2018-01-13,03:09:11,0.79
2018-01-13,04:09:15,0.81
2018-01-13,05:09:24,0.82
2018-01-13,06:09:14,0.83
2018-01-13,07:09:16,0.85
2018-01-13,08:09:15,0.86
2018-01-13,09:09:17,0.87
2018-01-13,10:09:18,0.88
2018-01-13,11:09:13,0.89
2018-01-13,12:09:15,0.9
2018-01-13,13:10:12,0.9
2018-01-13,14:09:16,0.91
2018-01-13,15:09:15,0.91
2018-01-13,16:09:17,0.92
2018-01-13,17:09:19,0.93
2018-01-13,18:09:14,0.93
2018-01-13,19:09:12,0.94
2018-01-13,20:09:12,0.95
2018-01-13,21:09:16,0.95
2018-01-13,22:09:18,0.96
2018-01-13,23:09:16,0.96
2018-01-14,00:09:15,0.95
2018-01-14,01:09:15,0.85
2018-01-14,02:09:16,0.75
2018-01-14,03:09:16,0.76
2018-01-14,04:09:13,0.76
2018-01-14,05:09:11,0.77
2018-01-14,06:09:12,0.77
2018-01-14,07:09:16,0.78
2018-01-14,08:09:15,0.78
2018-01-14,09:09:22,0.79
2018-01-14,10:09:16,0.81
2018-01-14,11:09:14,0.82
2018-01-14,12:09:18,0.83
2018-01-14,13:09:12,0.84
2018-01-14,14:09:19,0.85
2018-01-14,15:09:14,0.86
2018-01-14,16:09:14,0.87
2018-01-14,17:09:15,0.88
2018-01-14,18:09:16,0.89
2018-01-14,19:09:17,0.9
2018-01-14,20:09:18,0.91
2018-01-14,21:09:12,0.92
2018-01-14,22:09:11,0.93
2018-01-14,23:09:14,0.93
2018-01-15,00:09:16,0.94
2018-01-15,01:09:18,0.94
2018-01-15,02:09:15,0.83
2018-01-15,03:09:16,0.71
2018-01-15,04:09:17,0.72
2018-01-15,05:09:15,0.73
2018-01-15,06:09:11,0.76
2018-01-15,07:09:20,0.78
2018-01-15,08:09:16,0.8
2018-01-15,09:09:12,0.82
2018-01-15,10:09:18,0.83
2018-01-15,11:09:17,0.84
2018-01-15,12:09:16,0.84
2018-01-15,13:09:15,0.85
2018-01-15,14:09:11,0.85
2018-01-15,15:09:12,0.86
2018-01-15,16:09:12,0.86
2018-01-15,17:09:12,0.87
2018-01-15,18:09:16,0.88
2018-01-15,19:09:15,0.89
2018-01-15,20:09:16,0.9
2018-01-15,21:09:15,0.9
2018-01-15,22:09:16,0.91
2018-01-15,23:09:15,0.92
2018-01-16,00:09:13,0.92
2018-01-16,01:09:17,0.93
2018-01-16,02:09:17,0.93
2018-01-16,03:09:16,0.94
2018-01-16,04:09:16,0.94
2018-01-16,05:09:33,0.95
2018-01-16,06:09:17,0.95
