Fecha.12,Hora.12,PORVL16N1
2018-01-12,01:08:36,0.99
2018-01-12,02:08:37,0.99
2018-01-12,03:08:34,0.99
2018-01-12,04:08:33,0.98
2018-01-12,05:08:37,0.97
2018-01-12,06:08:31,0.96
2018-01-12,07:08:31,0.95
2018-01-12,08:08:32,0.95
2018-01-12,09:08:33,0.94
2018-01-12,10:08:39,0.94
2018-01-12,11:08:41,0.94
2018-01-12,12:08:34,0.94
2018-01-12,13:08:34,0.94
2018-01-12,14:08:33,0.94
2018-01-12,15:08:35,0.93
2018-01-12,16:08:35,0.93
2018-01-12,17:08:32,0.93
2018-01-12,18:08:37,0.93
2018-01-12,19:08:32,0.93
2018-01-12,20:08:34,0.56
2018-01-12,21:08:34,0.56
2018-01-12,22:08:34,0.57
2018-01-12,23:08:31,0.57
2018-01-13,00:08:36,0.57
2018-01-13,01:08:32,0.57
2018-01-13,02:08:32,0.57
2018-01-13,03:08:32,0.59
2018-01-13,04:08:35,0.6
2018-01-13,05:08:34,0.62
2018-01-13,06:08:34,0.64
2018-01-13,07:08:32,0.65
2018-01-13,08:08:31,0.67
2018-01-13,09:08:35,0.68
2018-01-13,10:08:32,0.69
2018-01-13,11:08:33,0.7
2018-01-13,12:08:34,0.7
2018-01-13,13:08:34,0.71
2018-01-13,14:08:52,0.72
2018-01-13,15:08:35,0.72
2018-01-13,16:08:32,0.73
2018-01-13,17:08:35,0.73
2018-01-13,18:08:33,0.74
2018-01-13,19:08:33,0.75
2018-01-13,20:08:36,0.75
2018-01-13,21:08:34,0.76
2018-01-13,22:08:34,0.76
2018-01-13,23:08:33,0.77
2018-01-14,00:08:30,0.76
2018-01-14,01:08:31,0.65
2018-01-14,02:08:34,0.63
2018-01-14,03:08:32,0.61
2018-01-14,04:08:35,0.59
2018-01-14,05:09:08,0.59
2018-01-14,06:08:34,0.58
2018-01-14,07:08:32,0.58
2018-01-14,08:08:35,0.58
2018-01-14,09:08:35,0.6
2018-01-14,10:08:31,0.6
2018-01-14,11:08:40,0.6
2018-01-14,12:08:32,0.6
2018-01-14,13:08:33,0.6
2018-01-14,14:08:35,0.6
2018-01-14,15:08:34,0.6
2018-01-14,16:08:31,0.6
2018-01-14,17:08:34,0.6
2018-01-14,18:08:31,0.6
2018-01-14,19:08:32,0.6
2018-01-14,20:08:34,0.6
2018-01-14,21:08:38,0.6
2018-01-14,22:08:35,0.6
2018-01-14,23:08:31,0.6
2018-01-15,00:08:31,0.6
2018-01-15,01:08:33,0.6
2018-01-15,02:08:35,0.6
2018-01-15,03:08:34,0.6
2018-01-15,04:08:35,0.6
2018-01-15,05:09:10,0.6
2018-01-15,06:08:35,0.6
2018-01-15,07:08:34,0.6
2018-01-15,08:08:34,0.6
2018-01-15,09:08:34,0.6
2018-01-15,10:08:31,0.6
2018-01-15,11:08:34,0.69
2018-01-15,12:08:36,0.7
2018-01-15,13:08:33,0.7
2018-01-15,14:08:37,0.71
2018-01-15,15:08:40,0.71
2018-01-15,16:08:31,0.72
2018-01-15,17:08:31,0.73
2018-01-15,18:08:33,0.73
2018-01-15,19:08:41,0.74
2018-01-15,20:08:31,0.74
2018-01-15,21:08:32,0.75
2018-01-15,22:08:33,0.75
2018-01-15,23:08:39,0.76
2018-01-16,00:08:35,0.76
2018-01-16,01:08:34,0.77
2018-01-16,02:08:33,0.77
2018-01-16,03:08:31,0.78
2018-01-16,04:08:34,0.78
2018-01-16,05:08:35,0.79
2018-01-16,06:08:32,0.79
2018-01-16,07:08:33,0.8
2018-01-16,08:08:44,0.8
2018-01-16,09:08:54,0.81
2018-01-16,10:08:35,0.81
2018-01-16,11:08:33,0.82
2018-01-16,12:08:38,0.83
2018-01-16,13:08:32,0.83
2018-01-16,14:08:40,0.83
2018-01-16,15:08:33,0.83
2018-01-16,16:08:36,0.84
2018-01-16,17:08:31,0.84
2018-01-16,18:09:09,0.84
2018-01-16,19:08:39,0.84
2018-01-16,20:08:31,0.84
2018-01-16,21:08:51,0.84
2018-01-16,22:08:35,0.84
2018-01-16,23:08:33,0.84
2018-01-17,00:08:36,0.84
2018-01-17,01:08:32,0.85
2018-01-17,02:08:34,0.85
2018-01-17,03:08:31,0.85
2018-01-17,04:08:34,0.85
2018-01-17,05:08:34,0.86
2018-01-17,06:08:32,0.86
2018-01-17,07:08:33,0.86
2018-01-17,08:08:33,0.86
2018-01-17,09:08:33,0.87
2018-01-17,10:08:36,0.88
2018-01-17,11:08:37,0.88
2018-01-17,12:08:34,0.88
2018-01-17,13:08:31,0.89
2018-01-17,14:08:31,0.89
2018-01-17,15:08:36,0.89
2018-01-17,16:08:33,0.89
2018-01-17,17:08:36,0.89
2018-01-17,18:08:33,0.89
2018-01-17,19:08:41,0.89
2018-01-17,20:09:08,0.89
2018-01-17,21:08:34,0.89
2018-01-17,22:08:35,0.55
2018-01-17,23:08:35,0.55
2018-01-18,00:08:32,0.56
2018-01-18,01:08:34,0.58
2018-01-18,02:08:36,0.59
2018-01-18,03:08:34,0.61
2018-01-18,04:08:33,0.63
2018-01-18,05:08:30,0.65
2018-01-18,06:08:34,0.66
2018-01-18,07:08:31,0.68
2018-01-18,08:08:35,0.69
2018-01-18,09:08:32,0.71
2018-01-18,10:08:35,0.72
2018-01-18,11:08:33,0.73
2018-01-18,12:08:34,0.74
2018-01-18,13:08:39,0.75
2018-01-18,14:08:31,0.76
2018-01-18,15:08:31,0.77
2018-01-18,16:08:32,0.78
2018-01-18,17:08:36,0.8
2018-01-18,18:08:35,0.8
2018-01-18,19:08:36,0.8
2018-01-18,20:08:33,0.8
2018-01-18,21:08:34,0.8
2018-01-18,22:08:31,0.81
2018-01-18,23:08:35,0.81
2018-01-19,00:08:31,0.82
2018-01-19,01:08:34,0.82
2018-01-19,02:08:32,0.82
2018-01-19,03:08:36,0.69
2018-01-19,04:08:33,0.67
2018-01-19,05:08:37,0.65
2018-01-19,06:08:34,0.64
2018-01-19,07:09:09,0.62
2018-01-19,08:08:35,0.6
2018-01-19,09:08:37,0.59
2018-01-19,10:08:34,0.57
2018-01-19,11:08:32,0.55
2018-01-19,12:08:41,0.54
2018-01-19,13:09:06,0.54
2018-01-19,14:08:35,0.54
2018-01-19,15:08:34,0.55
2018-01-19,16:08:35,0.74
2018-01-19,17:08:35,0.74
2018-01-19,18:08:32,0.74
2018-01-19,19:08:32,0.75
2018-01-19,20:08:36,0.75
2018-01-19,21:08:36,0.76
2018-01-19,22:08:34,0.76
2018-01-19,23:08:38,0.77
2018-01-20,00:09:12,0.77
2018-01-20,01:08:34,0.78
2018-01-20,02:08:35,0.78
2018-01-20,03:08:34,0.79
2018-01-20,04:08:36,0.79
2018-01-20,05:08:35,0.8
2018-01-20,06:08:36,0.8
2018-01-20,07:08:40,0.81
2018-01-20,08:08:35,0.81
2018-01-20,09:08:42,0.82
2018-01-20,10:08:35,0.82
2018-01-20,11:08:32,0.83
2018-01-20,12:08:33,0.83
2018-01-20,13:08:35,0.83
2018-01-20,14:08:36,0.84
2018-01-20,15:08:37,0.84
2018-01-20,16:08:34,0.85
2018-01-20,17:08:38,0.85
2018-01-20,18:08:36,0.85
2018-01-20,19:08:36,0.85
2018-01-20,20:08:39,0.85
2018-01-22,16:27:36,0.73
2018-01-22,17:33:56,0.93
2018-01-22,18:33:54,0.93
2018-01-22,19:33:52,0.93
2018-01-22,20:33:56,0.93
2018-01-22,21:33:53,0.93
2018-01-22,22:34:31,0.94
2018-01-22,23:33:53,0.94
2018-01-23,00:33:54,0.94
2018-01-23,01:33:54,0.93
2018-01-23,02:33:53,0.93
2018-01-23,03:33:57,0.93
2018-01-23,04:33:52,0.93
2018-01-23,05:33:52,0.93
2018-01-23,06:34:36,0.93
2018-01-23,07:34:13,0.94
2018-01-23,08:33:53,0.94
2018-01-23,09:33:54,0.94
2018-01-23,10:34:05,0.94
2018-01-23,11:33:58,0.94
2018-01-23,12:33:55,0.94
2018-01-23,13:33:59,0.95
2018-01-23,14:33:52,0.95
2018-01-23,15:34:00,0.95
2018-01-23,16:33:58,0.95
2018-01-23,17:33:58,0.95
2018-01-23,18:34:14,0.95
2018-01-23,19:33:55,0.95
2018-01-23,20:34:00,0.95
2018-01-23,21:33:52,0.95
2018-01-23,22:33:55,0.95
2018-01-23,23:33:53,0.95
2018-01-24,00:34:03,0.95
2018-01-24,01:33:53,0.95
2018-01-24,02:33:52,0.95
2018-01-24,03:33:57,0.95
2018-01-24,04:33:51,0.94
2018-01-24,05:33:54,0.94
2018-01-24,06:33:57,0.93
2018-01-24,07:33:57,0.93
2018-01-24,08:33:56,0.93
2018-01-24,09:33:58,0.93
2018-01-24,10:34:00,0.93
2018-01-24,11:33:57,0.93
2018-01-24,12:33:52,0.93
2018-01-24,13:33:51,0.93
2018-01-24,14:33:54,0.93
2018-01-24,15:33:54,0.93
2018-01-24,16:33:53,0.93
2018-01-24,17:33:56,0.93
2018-01-24,18:33:57,0.93
2018-01-24,19:33:54,0.93
2018-01-24,20:33:56,0.93
2018-01-24,21:33:52,0.94
2018-01-24,22:34:02,0.94
2018-01-24,23:33:55,0.94
2018-01-25,00:33:56,0.94
2018-01-25,01:33:53,0.94
2018-01-25,02:33:56,0.94
2018-01-25,03:33:54,0.94
2018-01-25,04:33:55,0.94
2018-01-25,05:33:53,0.94
2018-01-25,06:33:55,0.94
2018-01-25,07:33:58,0.95
2018-01-25,08:34:01,0.95
2018-01-25,09:33:56,0.95
2018-01-25,10:33:54,0.95
2018-01-25,11:33:56,0.96
2018-01-25,12:33:54,0.96
2018-01-25,13:33:57,0.96
2018-01-25,14:33:53,0.96
2018-01-25,15:33:55,0.97
2018-01-25,16:33:58,0.97
2018-01-25,17:33:55,0.97
2018-01-25,18:33:53,0.97
2018-01-25,19:33:54,0.97
2018-01-25,20:33:54,0.98
2018-01-25,21:33:52,0.98
