Fecha.6,Hora.6,PORVL8N1
2018-01-12,01:27:48,1.19
2018-01-12,02:27:47,1.19
2018-01-12,03:27:46,1.18
2018-01-12,04:27:47,1.17
2018-01-12,05:27:46,1.17
2018-01-12,06:28:25,1.15
2018-01-12,07:27:48,1.15
2018-01-12,08:27:51,1.14
2018-01-12,09:27:49,1.14
2018-01-12,10:27:47,1.14
2018-01-12,11:27:46,1.14
2018-01-12,12:27:46,1.13
2018-01-12,13:27:47,1.13
2018-01-12,14:27:47,1.13
2018-01-12,15:27:50,1.13
2018-01-12,16:27:48,1.13
2018-01-12,17:27:52,1.13
2018-01-12,18:27:49,1.13
2018-01-12,19:27:47,0.96
2018-01-12,20:27:47,0.79
2018-01-12,21:27:47,0.62
2018-01-12,22:27:48,0.46
2018-01-12,23:27:47,0.46
2018-01-13,00:27:47,0.46
2018-01-13,01:27:48,0.46
2018-01-13,02:27:49,0.46
2018-01-13,03:27:49,0.54
2018-01-13,04:27:49,0.62
2018-01-13,05:27:49,0.63
2018-01-13,06:27:47,0.64
2018-01-13,07:27:48,0.65
2018-01-13,08:27:48,0.66
2018-01-13,09:27:48,0.66
2018-01-13,10:27:49,0.67
2018-01-13,11:27:50,0.68
2018-01-13,12:27:53,0.69
2018-01-13,13:27:53,0.88
2018-01-13,14:27:48,0.88
2018-01-13,15:27:49,0.88
2018-01-13,16:27:47,0.89
2018-01-13,17:27:48,0.89
2018-01-13,18:27:49,0.9
2018-01-13,19:27:49,0.91
2018-01-13,20:27:49,0.91
2018-01-13,21:27:50,0.92
2018-01-13,22:27:55,0.93
2018-01-13,23:27:51,0.92
2018-01-14,00:27:47,0.79
2018-01-14,01:27:50,0.67
2018-01-14,02:27:48,0.54
2018-01-14,03:27:48,0.54
2018-01-14,04:27:48,0.54
2018-01-14,05:27:49,0.53
2018-01-14,06:27:50,0.53
2018-01-14,07:27:48,0.53
2018-01-14,08:27:47,0.53
2018-01-14,09:27:47,0.52
2018-01-14,10:27:48,0.55
2018-01-14,11:27:49,0.54
2018-01-14,12:27:49,0.54
2018-01-14,13:27:49,0.56
