Fecha.8,Hora.8,PORVL10N1
2018-01-12,01:58:38,1.05
2018-01-12,02:58:40,1.04
2018-01-12,03:58:40,1.04
2018-01-12,04:58:41,1.03
2018-01-12,05:58:43,1.03
2018-01-12,06:58:40,1.02
2018-01-12,07:59:01,1.02
2018-01-12,08:58:38,1.02
2018-01-12,09:58:46,1.02
2018-01-12,10:58:38,1.02
2018-01-12,11:59:01,1.02
2018-01-12,12:58:46,1.02
2018-01-12,13:58:41,1.02
2018-01-12,14:58:48,1.02
2018-01-12,15:58:48,1.02
2018-01-12,16:58:54,1.02
2018-01-12,17:58:53,1.02
2018-01-12,18:58:41,1.02
2018-01-12,19:58:40,0.7
2018-01-12,20:58:43,0.7
2018-01-12,21:59:18,0.71
2018-01-12,22:58:52,0.69
2018-01-12,23:58:38,0.58
2018-01-13,00:58:40,0.58
2018-01-13,01:58:37,0.59
2018-01-13,02:58:37,0.6
2018-01-13,03:58:39,0.61
2018-01-13,04:58:39,0.63
2018-01-13,05:58:39,0.64
2018-01-13,06:58:39,0.65
2018-01-13,07:58:57,0.67
2018-01-13,08:58:48,0.68
2018-01-13,09:59:19,0.69
2018-01-13,10:58:53,0.7
2018-01-13,11:59:13,0.71
2018-01-13,12:58:42,0.71
2018-01-13,13:58:52,0.72
2018-01-13,14:58:44,0.73
2018-01-13,15:58:45,0.73
2018-01-13,16:58:44,0.74
2018-01-13,17:58:41,0.74
2018-01-13,18:58:44,0.75
2018-01-13,19:58:45,0.75
2018-01-13,20:58:46,0.76
2018-01-13,21:58:43,0.76
2018-01-13,22:58:46,0.77
2018-01-13,23:58:39,0.76
2018-01-14,00:58:40,0.74
2018-01-14,01:58:40,0.72
2018-01-14,02:58:42,0.7
2018-01-14,03:58:42,0.67
2018-01-14,04:58:42,0.53
2018-01-14,05:58:41,0.52
2018-01-14,06:58:44,0.53
2018-01-14,07:59:05,0.54
2018-01-14,09:00:01,0.56
2018-01-14,09:58:39,0.58
2018-01-14,10:58:39,0.58
2018-01-14,11:58:41,0.6
2018-01-14,12:58:47,0.62
2018-01-14,14:00:47,0.64
2018-01-14,14:58:43,0.65
2018-01-14,15:58:48,0.67
2018-01-14,16:58:46,0.68
2018-01-14,17:59:44,0.69
2018-01-14,19:00:06,0.7
2018-01-14,20:00:06,0.7
2018-01-14,21:00:06,0.7
2018-01-14,21:58:48,0.72
2018-01-14,22:58:42,0.73
2018-01-14,23:58:42,0.73
2018-01-15,00:58:40,0.74
2018-01-15,01:58:40,0.73
2018-01-15,02:58:40,0.71
2018-01-15,03:59:19,0.69
