Fecha,PORVL24N1,PORVL24N2,PORVL24_AVG
2018-01-12,0.7652173913043478,1.2078260869565218,0.9865217391304348
2018-01-13,0.2154166666666667,0.76375,0.48958333333333337
2018-01-14,0.19875,0.6633333333333333,0.43104166666666666
2018-01-15,0.2366666666666667,0.8562500000000001,0.5464583333333334
2018-01-16,0.4733333333333332,1.0616666666666672,0.7675000000000002
2018-01-17,0.5466666666666665,1.1412500000000003,0.8439583333333334
2018-01-18,0.2908333333333333,0.9016666666666668,0.5962500000000001
2018-01-19,0.2308333333333333,0.7783333333333332,0.5045833333333333
2018-01-20,0.4545833333333332,1.0358333333333336,0.7452083333333334
2018-01-21,0.5999999999999999,1.164166666666667,0.8820833333333334
2018-01-22,0.7383333333333332,1.2341666666666669,0.9862500000000001
2018-01-23,0.7237500000000002,1.2787499999999994,1.0012499999999998
2018-01-24,0.7420833333333334,1.302083333333333,1.0220833333333332
2018-01-25,0.7604166666666666,1.3233333333333328,1.0418749999999997
2018-01-26,0.86375,1.3545833333333337,1.1091666666666669
2018-01-27,0.7645833333333333,1.3808333333333327,1.072708333333333
2018-01-28,0.8833333333333333,1.4033333333333335,1.1433333333333335
2018-01-29,0.9137500000000004,1.4275,1.1706250000000002
2018-01-30,0.8933333333333334,1.4620833333333332,1.1777083333333334
2018-01-31,0.9204166666666664,1.4895833333333337,1.205
2018-02-01,1.0133333333333332,1.514166666666667,1.2637500000000002
2018-02-02,1.090416666666667,1.5416666666666663,1.3160416666666666
2018-02-03,1.085416666666667,1.5724999999999996,1.3289583333333332
2018-02-04,1.1212499999999994,1.6016666666666668,1.3614583333333332
2018-02-05,1.1183333333333332,1.6333333333333335,1.3758333333333335
2018-02-06,1.109583333333333,1.6650000000000007,1.3872916666666668
2018-02-07,1.1991666666666667,1.6900000000000006,1.4445833333333336
2018-02-08,1.150833333333333,1.7000000000000002,1.4254166666666666
2018-02-09,1.1975,1.7000000000000002,1.44875
2018-02-10,1.1674999999999998,1.7000000000000002,1.4337499999999999
2018-02-11,1.1550000000000005,1.7000000000000002,1.4275000000000002
2018-02-12,1.2237499999999997,1.7000000000000002,1.461875
2018-02-13,1.2929166666666665,1.7000000000000002,1.4964583333333334
2018-02-14,1.3525000000000005,1.7000000000000002,1.5262500000000003
2018-02-15,1.3050000000000006,1.7000000000000002,1.5025000000000004
2018-02-16,1.3233333333333333,1.7000000000000002,1.5116666666666667
2018-02-17,1.37375,1.7000000000000002,1.5368750000000002
2018-02-18,1.368333333333334,1.7000000000000002,1.5341666666666671
2018-02-19,1.3862500000000004,1.7000000000000002,1.5431250000000003
2018-02-20,1.427083333333333,1.7000000000000002,1.5635416666666666
2018-02-21,1.4774999999999998,1.7000000000000002,1.58875
2018-02-22,1.518333333333333,1.7000000000000002,1.6091666666666666
2018-02-23,1.528333333333333,1.7000000000000002,1.6141666666666667
2018-02-24,1.5870833333333334,1.7000000000000002,1.6435416666666667
2018-02-25,1.6408333333333334,1.7000000000000002,1.6704166666666667
2018-02-26,1.699166666666667,1.7000000000000002,1.6995833333333334
2018-02-27,1.7000000000000002,1.7000000000000002,1.7000000000000002
2018-02-28,1.7000000000000002,1.7000000000000002,1.7000000000000002
2018-03-01,1.6970833333333335,1.7000000000000002,1.6985416666666668
2018-03-02,1.6979166666666672,1.7000000000000002,1.6989583333333336
2018-03-03,1.6958333333333335,1.7000000000000002,1.697916666666667
2018-03-04,1.7000000000000002,1.7000000000000002,1.7000000000000002
2018-03-05,1.6887500000000006,1.7000000000000002,1.6943750000000004
2018-03-06,1.7000000000000002,1.7000000000000002,1.7000000000000002
2018-03-07,1.6983333333333341,1.7000000000000002,1.6991666666666672
2018-03-08,1.7000000000000002,1.7000000000000002,1.7000000000000002
2018-03-09,1.7000000000000002,1.7000000000000002,1.7000000000000002
2018-03-10,1.6962499999999994,1.7000000000000002,1.6981249999999997
2018-03-11,1.6941666666666668,1.7000000000000002,1.6970833333333335
2018-03-12,1.6975,1.7000000000000002,1.69875
2018-03-13,1.7000000000000002,1.7000000000000002,1.7000000000000002
2018-03-14,1.7000000000000002,1.7000000000000002,1.7000000000000002
2018-03-15,1.6954166666666663,1.7000000000000002,1.6977083333333334
2018-03-16,1.6979166666666667,1.7000000000000002,1.6989583333333336
2018-03-17,1.6975000000000005,1.7000000000000002,1.6987500000000004
2018-03-18,1.7000000000000002,1.7000000000000002,1.7000000000000002
