Fecha,PORVL16_AVERAGE
2018-01-12,1.2145652173913044
2018-01-13,1.1058333333333334
2018-01-14,0.9968749999999997
2018-01-15,0.9483333333333334
2018-01-16,1.0202083333333332
2018-01-17,1.0658333333333334
2018-01-18,0.9622916666666665
2018-01-19,0.9002083333333334
2018-01-20,0.9974107142857143
2018-01-21,1.254166666666667
2018-01-22,1.1110416666666665
2018-01-23,1.1512499999999997
2018-01-24,1.1681250000000003
2018-01-25,1.1956250000000002
2018-01-26,1.2335416666666665
2018-01-27,1.298125
2018-01-28,1.40375
2018-01-29,1.4414285714285713
2018-01-30,1.4675000000000002
2018-01-31,1.48
2018-02-01,1.7000000000000002
2018-02-02,1.5513157894736846
2018-02-03,1.55125
2018-02-04,1.5533333333333335
2018-02-05,1.5743749999999999
2018-02-06,1.5958333333333334
2018-02-07,1.6135416666666662
2018-02-08,1.6827083333333333
2018-02-09,1.6931249999999998
2018-02-10,1.6933333333333334
2018-02-11,1.6941666666666664
2018-02-12,1.6941666666666664
2018-02-13,1.67875
2018-02-14,1.6793750000000003
2018-02-15,1.688333333333333
2018-02-16,1.6864583333333327
2018-02-17,1.6893749999999998
2018-02-18,1.6872916666666664
2018-02-19,1.6877083333333331
2018-02-20,1.6897916666666664
2018-02-21,1.6887499999999998
2018-02-22,1.6918749999999996
2018-02-23,1.6954166666666666
2018-02-24,1.6895833333333334
2018-02-25,1.6783333333333332
2018-02-26,1.6829166666666664
2018-02-27,1.683125
2018-02-28,1.6793749999999998
2018-03-01,1.6741666666666668
2018-03-02,1.680625
2018-03-03,1.6797916666666666
2018-03-04,1.680416666666667
2018-03-05,1.6843750000000002
2018-03-06,1.7000000000000002
2018-03-07,1.6714583333333333
2018-03-08,1.6629166666666668
2018-03-09,1.6595833333333334
2018-03-10,1.6552083333333334
2018-03-11,1.6589583333333335
2018-03-12,1.662291666666667
2018-03-13,1.6472916666666668
2018-03-14,1.6445833333333337
2018-03-15,1.6427083333333332
2018-03-16,1.646875
2018-03-17,1.6568749999999999
2018-03-18,1.6497916666666668
2018-03-19,1.6514583333333335
2018-03-20,1.646875
2018-03-21,1.646666666666667
2018-03-22,1.6454166666666667
2018-03-23,1.6520833333333336
2018-03-24,1.6520833333333336
2018-03-25,1.6483333333333337
2018-03-26,1.648541666666667
2018-03-27,1.6618750000000002
2018-03-28,1.7000000000000002
2018-03-29,1.69875
2018-03-30,1.699791666666667
