Fecha,PORVL24_AVERAGE
2018-01-12,0.9865217391304348
2018-01-13,0.48958333333333337
2018-01-14,0.43104166666666666
2018-01-15,0.5464583333333334
2018-01-16,0.7675000000000002
2018-01-17,0.8439583333333334
2018-01-18,0.5962500000000001
2018-01-19,0.5045833333333333
2018-01-20,0.7452083333333334
2018-01-21,0.8820833333333334
2018-01-22,0.9862500000000001
2018-01-23,1.0012499999999998
2018-01-24,1.0220833333333332
2018-01-25,1.0418749999999997
2018-01-26,1.1091666666666669
2018-01-27,1.072708333333333
2018-01-28,1.1433333333333335
2018-01-29,1.1706250000000002
2018-01-30,1.1777083333333334
2018-01-31,1.205
2018-02-01,1.2637500000000002
2018-02-02,1.3160416666666666
2018-02-03,1.3289583333333332
2018-02-04,1.3614583333333332
2018-02-05,1.3758333333333335
2018-02-06,1.3872916666666668
2018-02-07,1.4445833333333336
2018-02-08,1.4254166666666666
2018-02-09,1.44875
2018-02-10,1.4337499999999999
2018-02-11,1.4275000000000002
2018-02-12,1.461875
2018-02-13,1.4964583333333334
2018-02-14,1.5262500000000003
2018-02-15,1.5025000000000004
2018-02-16,1.5116666666666667
2018-02-17,1.5368750000000002
2018-02-18,1.5341666666666671
2018-02-19,1.5431250000000003
2018-02-20,1.5635416666666666
2018-02-21,1.58875
2018-02-22,1.6091666666666666
2018-02-23,1.6141666666666667
2018-02-24,1.6435416666666667
2018-02-25,1.6704166666666667
2018-02-26,1.6995833333333334
2018-02-27,1.7000000000000002
2018-02-28,1.7000000000000002
2018-03-01,1.6985416666666668
2018-03-02,1.6989583333333336
2018-03-03,1.697916666666667
2018-03-04,1.7000000000000002
2018-03-05,1.6943750000000004
2018-03-06,1.7000000000000002
2018-03-07,1.6991666666666672
2018-03-08,1.7000000000000002
2018-03-09,1.7000000000000002
2018-03-10,1.6981249999999997
2018-03-11,1.6970833333333335
2018-03-12,1.69875
2018-03-13,1.7000000000000002
2018-03-14,1.7000000000000002
2018-03-15,1.6977083333333334
2018-03-16,1.6989583333333336
2018-03-17,1.6987500000000004
2018-03-18,1.7000000000000002
2018-03-19,1.7000000000000002
2018-03-20,1.7000000000000002
2018-03-21,1.7000000000000002
2018-03-22,1.7000000000000002
2018-03-23,1.7000000000000002
2018-03-24,1.6995833333333334
2018-03-25,1.6989583333333336
2018-03-26,1.6964583333333336
2018-03-27,1.695416666666667
2018-03-28,1.6962500000000005
2018-03-29,1.6910416666666674
2018-03-30,1.6958333333333337
2018-03-31,1.6902083333333335
2018-04-01,1.6810416666666668
2018-04-02,1.6783333333333337
2018-04-03,1.6912499999999997
2018-04-04,
2018-04-05,1.5721428571428568
2018-04-06,1.5897916666666667
2018-04-07,1.5947916666666666
2018-04-08,1.5943750000000003
2018-04-09,1.595625
2018-04-10,1.5983333333333336
2018-04-11,1.5933333333333333
2018-04-12,1.5891666666666668
2018-04-13,1.5884782608695653
2018-04-14,1.6785416666666668
2018-04-15,1.7000000000000002
2018-04-16,1.7000000000000002
2018-04-17,1.7000000000000002
2018-04-18,1.7000000000000002
2018-04-19,1.7000000000000002
2018-04-20,1.7000000000000002
2018-04-21,1.7000000000000002
