Fecha,PORVL2_AVERAGE
2018-01-12,0.618913043478261
2018-01-13,0.21916666666666668
2018-01-14,0.17208333333333337
2018-01-15,0.1229166666666667
2018-01-16,0.313125
2018-01-17,0.4299839743589743
2018-01-18,0.21999999999999997
2018-01-19,0.22583333333333336
2018-01-20,0.3920833333333334
2018-01-21,0.59
2018-01-22,0.6664583333333333
2018-01-23,0.6052083333333332
2018-01-24,0.5683333333333334
2018-01-25,0.7012500000000002
2018-01-26,0.7627083333333331
2018-01-27,0.794791666666667
2018-01-28,0.820625
2018-01-29,0.8435416666666664
2018-01-30,0.8670833333333334
2018-01-31,0.8891666666666664
2018-02-01,0.9118749999999998
2018-02-02,0.872708333333333
2018-02-03,0.8633333333333336
2018-02-04,0.8775000000000002
2018-02-05,0.8964583333333334
2018-02-06,0.9092361111111109
2018-02-07,1.044375
2018-02-08,1.050416666666667
2018-02-09,1.0556250000000003
2018-02-10,1.0610416666666669
2018-02-11,1.0658333333333336
2018-02-12,1.0712500000000003
2018-02-13,1.0762500000000002
2018-02-14,1.0831250000000001
2018-02-15,1.0885416666666665
2018-02-16,1.0937500000000004
2018-02-17,1.0985416666666667
2018-02-18,1.1043750000000003
2018-02-19,1.108125
2018-02-20,1.1127083333333334
2018-02-21,1.1164583333333336
2018-02-22,1.12375
2018-02-23,1.1275000000000002
2018-02-24,1.131875
2018-02-25,1.137291666666667
2018-02-26,1.1389583333333335
2018-02-27,1.1466666666666667
2018-02-28,1.1718750000000002
2018-03-01,1.263541666666667
2018-03-02,1.247291666666667
2018-03-03,1.2152083333333334
2018-03-04,1.226666666666667
2018-03-05,1.2429166666666667
2018-03-06,1.2624999999999997
2018-03-07,1.277083333333333
2018-03-08,1.2902083333333336
2018-03-09,1.303125
2018-03-10,1.3169565217391304
2018-03-11,1.336666666666667
2018-03-12,1.3483333333333332
2018-03-13,1.3574999999999995
2018-03-14,1.3710416666666667
2018-03-15,1.387916666666667
2018-03-16,1.3133333333333335
2018-03-17,1.2902083333333334
2018-03-18,1.3381249999999996
2018-03-19,1.447916666666667
2018-03-20,1.4610416666666668
2018-03-21,1.469583333333334
2018-03-22,1.4831250000000002
2018-03-23,1.49375
2018-03-24,1.5133333333333332
2018-03-25,1.52625
2018-03-26,1.5383333333333336
2018-03-27,1.5499999999999998
2018-03-28,1.5622916666666669
2018-03-29,1.5737500000000004
2018-03-30,1.579791666666667
2018-03-31,1.6193750000000007
2018-04-01,1.5875
2018-04-02,1.6414583333333335
2018-04-03,1.623333333333333
2018-04-04,
2018-04-05,1.5639285714285718
2018-04-06,1.5706547619047617
2018-04-07,1.5645833333333337
2018-04-08,1.5781833333333335
2018-04-09,1.5883333333333334
2018-04-10,1.5672916666666667
2018-04-11,1.540625
2018-04-12,1.2620833333333332
2018-04-13,1.3121739130434784
2018-04-14,1.3483333333333334
2018-04-15,1.3702083333333335
2018-04-16,1.140753205128205
2018-04-17,1.1635416666666667
2018-04-18,1.2066666666666668
2018-04-19,1.2366666666666668
2018-04-20,1.2572916666666665
2018-04-21,1.2704166666666667
2018-04-22,1.225625
2018-04-23,1.0543749999999996
2018-04-24,1.095625
2018-04-25,1.11625
2018-04-26,0.8208333333333334
2018-04-27,0.5883333333333334
2018-04-28,0.8491666666666666
2018-04-29,0.9339583333333332
2018-04-30,0.7560416666666666
2018-05-01,0.5639583333333333
2018-05-02,0.7455416666666665
2018-05-03,0.5285416666666667
2018-05-04,0.7141666666666666
2018-05-05,0.7877083333333335
2018-05-06,0.8267391304347828
2018-05-07,0.5684500000000001
2018-05-08,0.49375
2018-05-09,0.6962499999999999
2018-05-10,0.6429166666666667
2018-05-11,0.5829166666666667
2018-05-12,0.7620833333333336
2018-05-13,0.8261141304347823
2018-05-14,0.849775
2018-05-15,0.8012499999999998
2018-05-16,0.8493750000000002
2018-05-17,0.8841666666666668
2018-05-18,0.7114583333333333
2018-05-19,0.6018749999999998
2018-05-20,0.5883514492753623
2018-05-21,0.7696416666666667
2018-05-22,0.8154166666666666
2018-05-23,0.8175724637681159
2018-05-24,0.7452583333333334
2018-05-25,0.7925996376811595
2018-05-26,0.8210416666666664
2018-05-27,0.8051916666666666
2018-05-28,0.8433967391304347
2018-05-29,0.8696759259259257
2018-05-30,0.8169202898550725
2018-05-31,0.7102083333333333
2018-06-01,0.8014583333333332
2018-06-02,0.8251992753623187
2018-06-03,0.8591666666666671
2018-06-04,0.883958333333333
2018-06-05,0.9044666666666668
2018-06-06,0.9202083333333331
