peso,fecha,nombreLote,numeroLote,lat,lng,nombreFinca
23.5,2018-08-02 16:50:43,14,14,7.75876835,-76.7662161,Porvenir
18,2018-08-02 16:50:45,14,14,7.75876835,-76.7662161,Porvenir
13,2018-08-02 16:50:47,14,14,7.75876835,-76.7662161,Porvenir
18.5,2018-08-02 16:50:49,14,14,7.75876835,-76.7662161,Porvenir
18,2018-08-02 16:50:52,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-02 16:50:54,14,14,7.75876835,-76.7662161,Porvenir
16,2018-08-02 16:50:56,14,14,7.75876835,-76.7662161,Porvenir
17.5,2018-08-02 16:50:58,14,14,7.75876835,-76.7662161,Porvenir
20.5,2018-08-02 16:51:00,14,14,7.75876835,-76.7662161,Porvenir
21.5,2018-08-02 16:51:02,14,14,7.75876835,-76.7662161,Porvenir
21.5,2018-08-02 16:51:04,14,14,7.75876835,-76.7662161,Porvenir
24.5,2018-08-02 16:51:07,14,14,7.75876835,-76.7662161,Porvenir
19.09,2018-08-03 06:56:12,14,14,7.75876835,-76.7662161,Porvenir
22.5,2018-08-03 06:56:15,14,14,7.75876835,-76.7662161,Porvenir
24.5,2018-08-03 06:56:16,14,14,7.75876835,-76.7662161,Porvenir
24.5,2018-08-03 06:56:18,14,14,7.75876835,-76.7662161,Porvenir
19.5,2018-08-03 06:56:19,14,14,7.75876835,-76.7662161,Porvenir
19,2018-08-03 06:56:21,14,14,7.75876835,-76.7662161,Porvenir
24,2018-08-03 06:56:23,14,14,7.75876835,-76.7662161,Porvenir
24.5,2018-08-03 06:56:25,14,14,7.75876835,-76.7662161,Porvenir
17,2018-08-03 06:56:27,14,14,7.75876835,-76.7662161,Porvenir
19,2018-08-03 06:56:29,14,14,7.75876835,-76.7662161,Porvenir
23.5,2018-08-03 06:56:30,14,14,7.75876835,-76.7662161,Porvenir
33.5,2018-08-03 06:56:32,14,14,7.75876835,-76.7662161,Porvenir
25,2018-08-03 06:56:33,14,14,7.75876835,-76.7662161,Porvenir
15.5,2018-08-03 06:56:35,14,14,7.75876835,-76.7662161,Porvenir
21,2018-08-03 06:56:37,14,14,7.75876835,-76.7662161,Porvenir
23,2018-08-03 06:56:38,14,14,7.75876835,-76.7662161,Porvenir
19.5,2018-08-03 06:56:40,14,14,7.75876835,-76.7662161,Porvenir
19,2018-08-03 06:56:42,14,14,7.75876835,-76.7662161,Porvenir
28.5,2018-08-03 06:56:44,14,14,7.75876835,-76.7662161,Porvenir
19,2018-08-03 06:56:48,14,14,7.75876835,-76.7662161,Porvenir
16.09,2018-08-03 07:26:57,14,14,7.75876835,-76.7662161,Porvenir
27.5,2018-08-03 07:26:59,14,14,7.75876835,-76.7662161,Porvenir
18.5,2018-08-03 07:27:01,14,14,7.75876835,-76.7662161,Porvenir
17.5,2018-08-03 07:27:04,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 07:27:07,14,14,7.75876835,-76.7662161,Porvenir
14,2018-08-03 07:27:09,14,14,7.75876835,-76.7662161,Porvenir
22.5,2018-08-03 07:27:12,14,14,7.75876835,-76.7662161,Porvenir
15.5,2018-08-03 07:27:13,14,14,7.75876835,-76.7662161,Porvenir
22.5,2018-08-03 07:27:16,14,14,7.75876835,-76.7662161,Porvenir
17.5,2018-08-03 07:27:23,14,14,7.75876835,-76.7662161,Porvenir
18.5,2018-08-03 07:27:25,14,14,7.75876835,-76.7662161,Porvenir
12.5,2018-08-03 07:27:27,14,14,7.75876835,-76.7662161,Porvenir
30,2018-08-03 07:27:29,14,14,7.75876835,-76.7662161,Porvenir
16,2018-08-03 07:27:31,14,14,7.75876835,-76.7662161,Porvenir
23.5,2018-08-03 07:27:33,14,14,7.75876835,-76.7662161,Porvenir
19.09,2018-08-03 08:08:26,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 08:08:28,14,14,7.75876835,-76.7662161,Porvenir
18.5,2018-08-03 08:08:30,14,14,7.75876835,-76.7662161,Porvenir
19.5,2018-08-03 08:08:32,14,14,7.75876835,-76.7662161,Porvenir
17.5,2018-08-03 08:08:33,14,14,7.75876835,-76.7662161,Porvenir
21.5,2018-08-03 08:08:34,14,14,7.75876835,-76.7662161,Porvenir
12,2018-08-03 08:08:36,14,14,7.75876835,-76.7662161,Porvenir
12.5,2018-08-03 08:08:37,14,14,7.75876835,-76.7662161,Porvenir
19.5,2018-08-03 08:08:39,14,14,7.75876835,-76.7662161,Porvenir
23.5,2018-08-03 08:08:40,14,14,7.75876835,-76.7662161,Porvenir
21,2018-08-03 08:08:42,14,14,7.75876835,-76.7662161,Porvenir
17.5,2018-08-03 08:08:43,14,14,7.75876835,-76.7662161,Porvenir
13.5,2018-08-03 08:08:45,14,14,7.75876835,-76.7662161,Porvenir
21.5,2018-08-03 08:08:46,14,14,7.75876835,-76.7662161,Porvenir
19,2018-08-03 08:08:47,14,14,7.75876835,-76.7662161,Porvenir
17,2018-08-03 08:08:49,14,14,7.75876835,-76.7662161,Porvenir
24,2018-08-03 08:08:50,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 08:08:51,14,14,7.75876835,-76.7662161,Porvenir
26.5,2018-08-03 08:08:52,14,14,7.75876835,-76.7662161,Porvenir
29.5,2018-08-03 08:08:54,14,14,7.75876835,-76.7662161,Porvenir
18.59,2018-08-03 09:20:16,14,14,7.75876835,-76.7662161,Porvenir
14,2018-08-03 09:20:18,14,14,7.75876835,-76.7662161,Porvenir
18,2018-08-03 09:20:19,14,14,7.75876835,-76.7662161,Porvenir
17,2018-08-03 09:20:20,14,14,7.75876835,-76.7662161,Porvenir
18,2018-08-03 09:20:22,14,14,7.75876835,-76.7662161,Porvenir
12,2018-08-03 09:20:24,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 09:20:25,14,14,7.75876835,-76.7662161,Porvenir
18,2018-08-03 09:20:27,14,14,7.75876835,-76.7662161,Porvenir
24.5,2018-08-03 09:20:29,14,14,7.75876835,-76.7662161,Porvenir
22.5,2018-08-03 09:20:30,14,14,7.75876835,-76.7662161,Porvenir
21.5,2018-08-03 09:20:32,14,14,7.75876835,-76.7662161,Porvenir
19.5,2018-08-03 09:20:33,14,14,7.75876835,-76.7662161,Porvenir
18.5,2018-08-03 09:20:35,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 09:20:36,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 09:20:38,14,14,7.75876835,-76.7662161,Porvenir
18,2018-08-03 09:20:40,14,14,7.75876835,-76.7662161,Porvenir
22.5,2018-08-03 09:20:41,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 09:20:43,14,14,7.75876835,-76.7662161,Porvenir
23,2018-08-03 09:20:44,14,14,7.75876835,-76.7662161,Porvenir
27.5,2018-08-03 09:20:46,14,14,7.75876835,-76.7662161,Porvenir
21.09,2018-08-03 09:54:31,14,14,7.75876835,-76.7662161,Porvenir
21.5,2018-08-03 09:54:33,14,14,7.75876835,-76.7662161,Porvenir
18.5,2018-08-03 09:54:35,14,14,7.75876835,-76.7662161,Porvenir
20.5,2018-08-03 09:54:38,14,14,7.75876835,-76.7662161,Porvenir
23,2018-08-03 09:54:40,14,14,7.75876835,-76.7662161,Porvenir
27.5,2018-08-03 09:54:42,14,14,7.75876835,-76.7662161,Porvenir
22,2018-08-03 09:54:44,14,14,7.75876835,-76.7662161,Porvenir
18.5,2018-08-03 09:54:46,14,14,7.75876835,-76.7662161,Porvenir
16.5,2018-08-03 09:54:50,14,14,7.75876835,-76.7662161,Porvenir
23.09,2018-08-03 09:55:00,14,14,7.75876835,-76.7662161,Porvenir
25,2018-08-03 09:55:03,14,14,7.75876835,-76.7662161,Porvenir
16.5,2018-08-03 09:55:06,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 09:55:08,14,14,7.75876835,-76.7662161,Porvenir
16.5,2018-08-03 09:55:10,14,14,7.75876835,-76.7662161,Porvenir
21.5,2018-08-03 09:55:13,14,14,7.75876835,-76.7662161,Porvenir
19.5,2018-08-03 09:55:15,14,14,7.75876835,-76.7662161,Porvenir
18,2018-08-03 09:55:17,14,14,7.75876835,-76.7662161,Porvenir
24.5,2018-08-03 09:55:19,14,14,7.75876835,-76.7662161,Porvenir
15,2018-08-03 09:55:21,14,14,7.75876835,-76.7662161,Porvenir
20,2018-08-03 09:55:22,14,14,7.75876835,-76.7662161,Porvenir
23,2018-08-03 09:55:24,14,14,7.75876835,-76.7662161,Porvenir
18.5,2018-08-03 09:55:26,14,14,7.75876835,-76.7662161,Porvenir
12,2018-08-03 09:55:28,14,14,7.75876835,-76.7662161,Porvenir
20.59,2018-08-03 10:30:47,14,14,7.75876835,-76.7662161,Porvenir
23.5,2018-08-03 10:30:50,14,14,7.75876835,-76.7662161,Porvenir
27,2018-08-03 10:30:52,14,14,7.75876835,-76.7662161,Porvenir
25.5,2018-08-03 10:30:54,14,14,7.75876835,-76.7662161,Porvenir
25.5,2018-08-03 10:30:56,14,14,7.75876835,-76.7662161,Porvenir
21.5,2018-08-03 10:30:58,14,14,7.75876835,-76.7662161,Porvenir
23,2018-08-03 10:31:00,14,14,7.75876835,-76.7662161,Porvenir
24,2018-08-03 10:31:02,14,14,7.75876835,-76.7662161,Porvenir
23,2018-08-03 10:31:05,14,14,7.75876835,-76.7662161,Porvenir
27,2018-08-03 10:31:07,14,14,7.75876835,-76.7662161,Porvenir
26,2018-08-03 10:31:09,14,14,7.75876835,-76.7662161,Porvenir
21,2018-08-03 10:31:12,14,14,7.75876835,-76.7662161,Porvenir
22,2018-08-03 10:31:14,14,14,7.75876835,-76.7662161,Porvenir
17.5,2018-08-03 10:31:16,14,14,7.75876835,-76.7662161,Porvenir
19,2018-08-03 10:31:18,14,14,7.75876835,-76.7662161,Porvenir
24.5,2018-08-03 10:31:20,14,14,7.75876835,-76.7662161,Porvenir
23.5,2018-08-03 10:31:22,14,14,7.75876835,-76.7662161,Porvenir
26,2018-08-03 10:31:24,14,14,7.75876835,-76.7662161,Porvenir
23,2018-08-03 10:31:25,14,14,7.75876835,-76.7662161,Porvenir
17.5,2018-08-03 10:31:27,14,14,7.75876835,-76.7662161,Porvenir
19.59,2018-07-31 07:43:56,15,15,7.75745015,-76.7653578,Porvenir
19.5,2018-07-31 07:43:58,15,15,7.75745015,-76.7653578,Porvenir
23,2018-07-31 07:44:00,15,15,7.75745015,-76.7653578,Porvenir
18,2018-07-31 07:44:02,15,15,7.75745015,-76.7653578,Porvenir
19,2018-07-31 07:44:03,15,15,7.75745015,-76.7653578,Porvenir
23.5,2018-07-31 07:44:05,15,15,7.75745015,-76.7653578,Porvenir
15.5,2018-07-31 07:44:07,15,15,7.75745015,-76.7653578,Porvenir
21.5,2018-07-31 07:44:08,15,15,7.75745015,-76.7653578,Porvenir
25.5,2018-07-31 07:44:10,15,15,7.75745015,-76.7653578,Porvenir
19.5,2018-07-31 07:44:11,15,15,7.75745015,-76.7653578,Porvenir
24,2018-07-31 07:44:13,15,15,7.75745015,-76.7653578,Porvenir
21,2018-07-31 07:44:15,15,15,7.75745015,-76.7653578,Porvenir
23,2018-07-31 07:44:17,15,15,7.75745015,-76.7653578,Porvenir
26,2018-07-31 07:44:18,15,15,7.75745015,-76.7653578,Porvenir
28,2018-07-31 07:44:20,15,15,7.75745015,-76.7653578,Porvenir
21,2018-07-31 07:44:22,15,15,7.75745015,-76.7653578,Porvenir
26,2018-07-31 07:44:24,15,15,7.75745015,-76.7653578,Porvenir
10.5,2018-07-31 07:44:25,15,15,7.75745015,-76.7653578,Porvenir
23,2018-07-31 07:44:27,15,15,7.75745015,-76.7653578,Porvenir
21,2018-07-31 07:44:28,15,15,7.75745015,-76.7653578,Porvenir
20.5,2018-07-31 07:44:30,15,15,7.75745015,-76.7653578,Porvenir
28.59,2018-07-31 09:45:25,15,15,7.75745015,-76.7653578,Porvenir
24.5,2018-07-31 09:45:26,15,15,7.75745015,-76.7653578,Porvenir
18,2018-07-31 09:45:28,15,15,7.75745015,-76.7653578,Porvenir
21.5,2018-07-31 09:45:30,15,15,7.75745015,-76.7653578,Porvenir
18.5,2018-07-31 09:45:31,15,15,7.75745015,-76.7653578,Porvenir
20.5,2018-07-31 09:45:33,15,15,7.75745015,-76.7653578,Porvenir
17.5,2018-07-31 09:45:35,15,15,7.75745015,-76.7653578,Porvenir
23.5,2018-07-31 09:45:36,15,15,7.75745015,-76.7653578,Porvenir
31.5,2018-07-31 09:45:38,15,15,7.75745015,-76.7653578,Porvenir
21,2018-07-31 09:45:40,15,15,7.75745015,-76.7653578,Porvenir
24.5,2018-07-31 09:45:42,15,15,7.75745015,-76.7653578,Porvenir
29.5,2018-07-31 09:45:43,15,15,7.75745015,-76.7653578,Porvenir
25,2018-07-31 09:45:45,15,15,7.75745015,-76.7653578,Porvenir
30.5,2018-07-31 09:45:47,15,15,7.75745015,-76.7653578,Porvenir
35,2018-07-31 09:45:48,15,15,7.75745015,-76.7653578,Porvenir
22,2018-07-31 09:45:50,15,15,7.75745015,-76.7653578,Porvenir
26,2018-07-31 09:45:51,15,15,7.75745015,-76.7653578,Porvenir
23,2018-07-31 09:45:53,15,15,7.75745015,-76.7653578,Porvenir
26,2018-07-31 09:45:54,15,15,7.75745015,-76.7653578,Porvenir
23.59,2018-07-31 10:23:35,15,15,7.75745015,-76.7653578,Porvenir
14,2018-07-31 10:23:38,15,15,7.75745015,-76.7653578,Porvenir
26.5,2018-07-31 10:23:40,15,15,7.75745015,-76.7653578,Porvenir
27,2018-07-31 10:23:43,15,15,7.75745015,-76.7653578,Porvenir
26.5,2018-07-31 10:23:45,15,15,7.75745015,-76.7653578,Porvenir
20.5,2018-07-31 10:23:47,15,15,7.75745015,-76.7653578,Porvenir
25.5,2018-07-31 10:23:48,15,15,7.75745015,-76.7653578,Porvenir
18.5,2018-07-31 10:23:50,15,15,7.75745015,-76.7653578,Porvenir
27,2018-07-31 10:23:52,15,15,7.75745015,-76.7653578,Porvenir
21,2018-07-31 10:23:53,15,15,7.75745015,-76.7653578,Porvenir
17.5,2018-07-31 10:23:55,15,15,7.75745015,-76.7653578,Porvenir
26,2018-07-31 10:23:57,15,15,7.75745015,-76.7653578,Porvenir
18,2018-07-31 10:23:59,15,15,7.75745015,-76.7653578,Porvenir
27,2018-07-31 10:24:00,15,15,7.75745015,-76.7653578,Porvenir
27.5,2018-07-31 10:24:02,15,15,7.75745015,-76.7653578,Porvenir
21.5,2018-07-31 10:24:04,15,15,7.75745015,-76.7653578,Porvenir
23.5,2018-07-31 10:24:05,15,15,7.75745015,-76.7653578,Porvenir
23.5,2018-07-31 10:24:07,15,15,7.75745015,-76.7653578,Porvenir
23,2018-07-31 10:24:09,15,15,7.75745015,-76.7653578,Porvenir
15.5,2018-07-31 10:24:10,15,15,7.75745015,-76.7653578,Porvenir
25.59,2018-07-31 11:06:42,15,15,7.75745015,-76.7653578,Porvenir
22,2018-07-31 11:06:44,15,15,7.75745015,-76.7653578,Porvenir
27.5,2018-07-31 11:06:46,15,15,7.75745015,-76.7653578,Porvenir
30,2018-07-31 11:06:47,15,15,7.75745015,-76.7653578,Porvenir
21,2018-07-31 11:06:49,15,15,7.75745015,-76.7653578,Porvenir
22.5,2018-07-31 11:06:51,15,15,7.75745015,-76.7653578,Porvenir
27,2018-07-31 11:06:53,15,15,7.75745015,-76.7653578,Porvenir
23.5,2018-07-31 11:06:54,15,15,7.75745015,-76.7653578,Porvenir
25.5,2018-07-31 11:06:56,15,15,7.75745015,-76.7653578,Porvenir
18.5,2018-07-31 11:06:58,15,15,7.75745015,-76.7653578,Porvenir
15,2018-07-31 11:06:59,15,15,7.75745015,-76.7653578,Porvenir
25.5,2018-07-31 11:07:01,15,15,7.75745015,-76.7653578,Porvenir
24.5,2018-07-31 11:07:02,15,15,7.75745015,-76.7653578,Porvenir
24.5,2018-07-31 11:07:04,15,15,7.75745015,-76.7653578,Porvenir
17,2018-07-31 11:07:06,15,15,7.75745015,-76.7653578,Porvenir
16,2018-07-31 11:07:07,15,15,7.75745015,-76.7653578,Porvenir
21.5,2018-07-31 11:07:09,15,15,7.75745015,-76.7653578,Porvenir
26,2018-07-31 11:07:10,15,15,7.75745015,-76.7653578,Porvenir
14.09,2018-07-30 07:33:49,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 07:33:52,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 07:33:54,16,16,7.75704619,-76.7611957,Porvenir
28.5,2018-07-30 07:33:56,16,16,7.75704619,-76.7611957,Porvenir
26,2018-07-30 07:33:57,16,16,7.75704619,-76.7611957,Porvenir
21.5,2018-07-30 07:33:59,16,16,7.75704619,-76.7611957,Porvenir
28,2018-07-30 07:34:01,16,16,7.75704619,-76.7611957,Porvenir
21.5,2018-07-30 07:34:02,16,16,7.75704619,-76.7611957,Porvenir
17.5,2018-07-30 07:34:05,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 07:34:06,16,16,7.75704619,-76.7611957,Porvenir
19,2018-07-30 07:34:08,16,16,7.75704619,-76.7611957,Porvenir
34.5,2018-07-30 07:34:10,16,16,7.75704619,-76.7611957,Porvenir
26.5,2018-07-30 07:34:12,16,16,7.75704619,-76.7611957,Porvenir
24.5,2018-07-30 07:34:14,16,16,7.75704619,-76.7611957,Porvenir
11,2018-07-30 07:34:16,16,16,7.75704619,-76.7611957,Porvenir
19.5,2018-07-30 07:34:18,16,16,7.75704619,-76.7611957,Porvenir
25,2018-07-30 07:34:20,16,16,7.75704619,-76.7611957,Porvenir
22,2018-07-30 07:34:22,16,16,7.75704619,-76.7611957,Porvenir
24.5,2018-07-30 07:34:24,16,16,7.75704619,-76.7611957,Porvenir
15.5,2018-07-30 07:34:26,16,16,7.75704619,-76.7611957,Porvenir
26.5,2018-07-30 07:34:27,16,16,7.75704619,-76.7611957,Porvenir
26.5,2018-07-30 07:34:29,16,16,7.75704619,-76.7611957,Porvenir
27,2018-07-30 07:34:31,16,16,7.75704619,-76.7611957,Porvenir
23.5,2018-07-30 07:34:32,16,16,7.75704619,-76.7611957,Porvenir
26,2018-07-30 07:34:34,16,16,7.75704619,-76.7611957,Porvenir
20.5,2018-07-30 07:34:36,16,16,7.75704619,-76.7611957,Porvenir
22.09,2018-07-30 08:02:00,16,16,7.75704619,-76.7611957,Porvenir
28.5,2018-07-30 08:02:02,16,16,7.75704619,-76.7611957,Porvenir
24.5,2018-07-30 08:02:05,16,16,7.75704619,-76.7611957,Porvenir
29.5,2018-07-30 08:02:07,16,16,7.75704619,-76.7611957,Porvenir
20,2018-07-30 08:02:09,16,16,7.75704619,-76.7611957,Porvenir
34.5,2018-07-30 08:02:11,16,16,7.75704619,-76.7611957,Porvenir
19,2018-07-30 08:02:13,16,16,7.75704619,-76.7611957,Porvenir
27,2018-07-30 08:02:15,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 08:02:17,16,16,7.75704619,-76.7611957,Porvenir
26.5,2018-07-30 08:02:18,16,16,7.75704619,-76.7611957,Porvenir
24,2018-07-30 08:02:20,16,16,7.75704619,-76.7611957,Porvenir
25.5,2018-07-30 08:02:22,16,16,7.75704619,-76.7611957,Porvenir
29,2018-07-30 08:02:23,16,16,7.75704619,-76.7611957,Porvenir
20,2018-07-30 08:02:25,16,16,7.75704619,-76.7611957,Porvenir
19,2018-07-30 08:02:27,16,16,7.75704619,-76.7611957,Porvenir
20,2018-07-30 08:02:28,16,16,7.75704619,-76.7611957,Porvenir
19,2018-07-30 08:02:29,16,16,7.75704619,-76.7611957,Porvenir
26,2018-07-30 08:02:31,16,16,7.75704619,-76.7611957,Porvenir
30,2018-07-30 08:02:32,16,16,7.75704619,-76.7611957,Porvenir
24,2018-07-30 08:02:34,16,16,7.75704619,-76.7611957,Porvenir
24.09,2018-07-30 09:28:51,16,16,7.75704619,-76.7611957,Porvenir
24,2018-07-30 09:28:54,16,16,7.75704619,-76.7611957,Porvenir
26,2018-07-30 09:28:56,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 09:28:58,16,16,7.75704619,-76.7611957,Porvenir
31.5,2018-07-30 09:28:59,16,16,7.75704619,-76.7611957,Porvenir
16.5,2018-07-30 09:29:01,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 09:29:02,16,16,7.75704619,-76.7611957,Porvenir
22.5,2018-07-30 09:29:03,16,16,7.75704619,-76.7611957,Porvenir
16,2018-07-30 09:29:05,16,16,7.75704619,-76.7611957,Porvenir
28.5,2018-07-30 09:29:06,16,16,7.75704619,-76.7611957,Porvenir
27,2018-07-30 09:29:07,16,16,7.75704619,-76.7611957,Porvenir
31.5,2018-07-30 09:29:08,16,16,7.75704619,-76.7611957,Porvenir
18,2018-07-30 09:29:09,16,16,7.75704619,-76.7611957,Porvenir
20.5,2018-07-30 09:29:11,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 09:29:12,16,16,7.75704619,-76.7611957,Porvenir
24.5,2018-07-30 09:29:13,16,16,7.75704619,-76.7611957,Porvenir
25,2018-07-30 09:29:14,16,16,7.75704619,-76.7611957,Porvenir
20,2018-07-30 09:29:15,16,16,7.75704619,-76.7611957,Porvenir
24,2018-07-30 09:29:17,16,16,7.75704619,-76.7611957,Porvenir
13.5,2018-07-30 09:29:18,16,16,7.75704619,-76.7611957,Porvenir
19.5,2018-07-30 09:29:19,16,16,7.75704619,-76.7611957,Porvenir
25.5,2018-07-30 09:29:20,16,16,7.75704619,-76.7611957,Porvenir
16.5,2018-07-30 09:29:22,16,16,7.75704619,-76.7611957,Porvenir
11,2018-07-30 09:29:22,16,16,7.75704619,-76.7611957,Porvenir
15.5,2018-07-30 09:29:23,16,16,7.75704619,-76.7611957,Porvenir
20.59,2018-07-30 10:16:50,16,16,7.75704619,-76.7611957,Porvenir
21,2018-07-30 10:16:53,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 10:16:54,16,16,7.75704619,-76.7611957,Porvenir
15,2018-07-30 10:16:56,16,16,7.75704619,-76.7611957,Porvenir
16.5,2018-07-30 10:16:57,16,16,7.75704619,-76.7611957,Porvenir
18.5,2018-07-30 10:16:58,16,16,7.75704619,-76.7611957,Porvenir
26.5,2018-07-30 10:17:00,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 10:17:01,16,16,7.75704619,-76.7611957,Porvenir
11.5,2018-07-30 10:17:03,16,16,7.75704619,-76.7611957,Porvenir
10.5,2018-07-30 10:17:04,16,16,7.75704619,-76.7611957,Porvenir
20.5,2018-07-30 10:17:05,16,16,7.75704619,-76.7611957,Porvenir
20,2018-07-30 10:17:07,16,16,7.75704619,-76.7611957,Porvenir
22.5,2018-07-30 10:17:08,16,16,7.75704619,-76.7611957,Porvenir
15.5,2018-07-30 10:17:09,16,16,7.75704619,-76.7611957,Porvenir
21,2018-07-30 10:17:11,16,16,7.75704619,-76.7611957,Porvenir
16.5,2018-07-30 10:17:12,16,16,7.75704619,-76.7611957,Porvenir
16,2018-07-30 10:17:13,16,16,7.75704619,-76.7611957,Porvenir
18.5,2018-07-30 10:17:15,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 10:17:16,16,16,7.75704619,-76.7611957,Porvenir
16.5,2018-07-30 10:17:17,16,16,7.75704619,-76.7611957,Porvenir
18.5,2018-07-30 10:17:19,16,16,7.75704619,-76.7611957,Porvenir
24,2018-07-30 10:17:20,16,16,7.75704619,-76.7611957,Porvenir
22.5,2018-07-30 10:17:22,16,16,7.75704619,-76.7611957,Porvenir
20,2018-07-30 10:17:23,16,16,7.75704619,-76.7611957,Porvenir
23.59,2018-07-30 11:04:10,16,16,7.75704619,-76.7611957,Porvenir
26,2018-07-30 11:04:12,16,16,7.75704619,-76.7611957,Porvenir
19,2018-07-30 11:04:14,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 11:04:16,16,16,7.75704619,-76.7611957,Porvenir
22.5,2018-07-30 11:04:17,16,16,7.75704619,-76.7611957,Porvenir
28,2018-07-30 11:04:18,16,16,7.75704619,-76.7611957,Porvenir
21,2018-07-30 11:04:20,16,16,7.75704619,-76.7611957,Porvenir
25.5,2018-07-30 11:04:21,16,16,7.75704619,-76.7611957,Porvenir
22,2018-07-30 11:04:22,16,16,7.75704619,-76.7611957,Porvenir
25,2018-07-30 11:04:24,16,16,7.75704619,-76.7611957,Porvenir
22.5,2018-07-30 11:04:25,16,16,7.75704619,-76.7611957,Porvenir
15.5,2018-07-30 11:04:26,16,16,7.75704619,-76.7611957,Porvenir
12,2018-07-30 11:04:28,16,16,7.75704619,-76.7611957,Porvenir
21,2018-07-30 11:04:29,16,16,7.75704619,-76.7611957,Porvenir
17.5,2018-07-30 11:04:30,16,16,7.75704619,-76.7611957,Porvenir
18,2018-07-30 11:04:32,16,16,7.75704619,-76.7611957,Porvenir
21.5,2018-07-30 11:04:33,16,16,7.75704619,-76.7611957,Porvenir
14,2018-07-30 11:04:34,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 11:04:35,16,16,7.75704619,-76.7611957,Porvenir
24,2018-07-30 11:04:37,16,16,7.75704619,-76.7611957,Porvenir
9.5,2018-07-30 11:04:38,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 11:04:40,16,16,7.75704619,-76.7611957,Porvenir
22.5,2018-07-30 11:04:41,16,16,7.75704619,-76.7611957,Porvenir
20.5,2018-07-30 11:04:43,16,16,7.75704619,-76.7611957,Porvenir
17.5,2018-07-30 11:04:45,16,16,7.75704619,-76.7611957,Porvenir
14.09,2018-07-30 11:49:42,16,16,7.75704619,-76.7611957,Porvenir
15,2018-07-30 11:49:43,16,16,7.75704619,-76.7611957,Porvenir
20,2018-07-30 11:49:45,16,16,7.75704619,-76.7611957,Porvenir
19.5,2018-07-30 11:49:46,16,16,7.75704619,-76.7611957,Porvenir
23,2018-07-30 11:49:47,16,16,7.75704619,-76.7611957,Porvenir
12.5,2018-07-30 11:49:48,16,16,7.75704619,-76.7611957,Porvenir
35,2018-07-30 11:49:49,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 11:49:49,16,16,7.75704619,-76.7611957,Porvenir
22,2018-07-30 11:49:51,16,16,7.75704619,-76.7611957,Porvenir
11.5,2018-07-30 11:49:51,16,16,7.75704619,-76.7611957,Porvenir
14.5,2018-07-30 11:49:53,16,16,7.75704619,-76.7611957,Porvenir
18,2018-07-30 11:49:54,16,16,7.75704619,-76.7611957,Porvenir
18.5,2018-07-30 11:49:55,16,16,7.75704619,-76.7611957,Porvenir
21.5,2018-07-30 11:49:56,16,16,7.75704619,-76.7611957,Porvenir
21,2018-07-30 11:49:57,16,16,7.75704619,-76.7611957,Porvenir
28.5,2018-07-30 11:49:58,16,16,7.75704619,-76.7611957,Porvenir
12,2018-07-30 11:49:59,16,16,7.75704619,-76.7611957,Porvenir
19.5,2018-07-30 11:50:00,16,16,7.75704619,-76.7611957,Porvenir
23.5,2018-07-30 11:50:01,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 11:50:02,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 11:50:03,16,16,7.75704619,-76.7611957,Porvenir
21,2018-07-30 11:50:04,16,16,7.75704619,-76.7611957,Porvenir
22.5,2018-07-30 11:50:05,16,16,7.75704619,-76.7611957,Porvenir
25.59,2018-07-30 14:08:50,16,16,7.75704619,-76.7611957,Porvenir
28.5,2018-07-30 14:08:51,16,16,7.75704619,-76.7611957,Porvenir
20,2018-07-30 14:08:53,16,16,7.75704619,-76.7611957,Porvenir
24,2018-07-30 14:08:54,16,16,7.75704619,-76.7611957,Porvenir
17,2018-07-30 14:08:56,16,16,7.75704619,-76.7611957,Porvenir
27,2018-07-30 14:08:58,16,16,7.75704619,-76.7611957,Porvenir
