peso,fecha,nombreLote,numeroLote,lat,lng,nombreFinca
19,2018-08-03 13:05:34,6,6,7.76589081,-76.7645209,Porvenir
30,2018-08-03 13:05:35,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 13:05:37,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 13:05:38,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 13:05:40,6,6,7.76589081,-76.7645209,Porvenir
17.09,2018-08-03 13:08:32,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 13:08:34,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 13:08:36,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 13:08:38,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 13:08:40,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 13:08:42,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 13:08:44,6,6,7.76589081,-76.7645209,Porvenir
17,2018-08-03 13:08:46,6,6,7.76589081,-76.7645209,Porvenir
13,2018-08-03 13:08:48,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:08:50,6,6,7.76589081,-76.7645209,Porvenir
17,2018-08-03 13:08:51,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 13:08:53,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 13:08:55,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 13:08:57,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 13:08:59,6,6,7.76589081,-76.7645209,Porvenir
26,2018-08-03 13:09:01,6,6,7.76589081,-76.7645209,Porvenir
24.5,2018-08-03 13:09:03,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 13:09:05,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 13:09:07,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 13:09:08,6,6,7.76589081,-76.7645209,Porvenir
14.09,2018-08-03 13:25:59,6,6,7.76589081,-76.7645209,Porvenir
16.5,2018-08-03 13:26:00,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 13:26:02,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 13:26:03,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 13:26:05,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 13:26:06,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 13:26:08,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:26:09,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 13:26:11,6,6,7.76589081,-76.7645209,Porvenir
15,2018-08-03 13:26:13,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:26:14,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 13:26:16,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 13:26:18,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 13:26:20,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 13:26:21,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 13:26:23,6,6,7.76589081,-76.7645209,Porvenir
24.5,2018-08-03 13:26:25,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 13:26:26,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 13:26:28,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:26:29,6,6,7.76589081,-76.7645209,Porvenir
4.59,2018-08-03 13:36:37,6,6,7.76589081,-76.7645209,Porvenir
19.59,2018-08-03 13:41:11,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 13:41:13,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 13:41:15,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 13:41:17,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 13:41:18,6,6,7.76589081,-76.7645209,Porvenir
30.5,2018-08-03 13:41:20,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 13:41:21,6,6,7.76589081,-76.7645209,Porvenir
27,2018-08-03 13:41:23,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 13:41:24,6,6,7.76589081,-76.7645209,Porvenir
25.5,2018-08-03 13:41:26,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 13:41:27,6,6,7.76589081,-76.7645209,Porvenir
15,2018-08-03 13:41:29,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 13:41:30,6,6,7.76589081,-76.7645209,Porvenir
16.5,2018-08-03 13:41:32,6,6,7.76589081,-76.7645209,Porvenir
28.5,2018-08-03 13:41:33,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 13:41:35,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 13:41:36,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 13:41:37,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 13:41:39,6,6,7.76589081,-76.7645209,Porvenir
16,2018-08-03 13:41:40,6,6,7.76589081,-76.7645209,Porvenir
28.09,2018-08-03 13:48:25,6,6,7.76589081,-76.7645209,Porvenir
38,2018-08-03 13:48:27,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 13:48:29,6,6,7.76589081,-76.7645209,Porvenir
29,2018-08-03 13:48:30,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 13:48:31,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 13:48:32,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 13:48:34,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 13:48:35,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 13:48:36,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 13:48:38,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 13:48:39,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:48:40,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 13:48:42,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:48:43,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 13:48:45,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 13:48:46,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 13:48:47,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 13:48:48,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 13:48:50,6,6,7.76589081,-76.7645209,Porvenir
22.59,2018-08-03 13:55:26,6,6,7.76589081,-76.7645209,Porvenir
11.5,2018-08-03 13:55:27,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 13:55:29,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 13:55:31,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 13:55:32,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 13:55:34,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 13:55:35,6,6,7.76589081,-76.7645209,Porvenir
28,2018-08-03 13:55:37,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 13:55:39,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:55:40,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:55:42,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 13:55:43,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 13:55:45,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 13:55:47,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 13:55:48,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 13:55:50,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 13:55:52,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 13:55:53,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 13:55:55,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 13:55:56,6,6,7.76589081,-76.7645209,Porvenir
23.59,2018-08-03 14:03:52,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 14:03:54,6,6,7.76589081,-76.7645209,Porvenir
17,2018-08-03 14:03:55,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 14:03:57,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 14:03:58,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 14:04:00,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:04:01,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 14:04:02,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:04:04,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:04:05,6,6,7.76589081,-76.7645209,Porvenir
16,2018-08-03 14:04:07,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 14:04:08,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:04:10,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 14:04:12,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 14:04:13,6,6,7.76589081,-76.7645209,Porvenir
16.5,2018-08-03 14:04:15,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 14:04:17,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 14:04:18,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 14:04:19,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 14:04:21,6,6,7.76589081,-76.7645209,Porvenir
18.09,2018-08-03 14:11:16,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 14:11:18,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 14:11:21,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 14:11:23,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 14:11:25,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 14:11:27,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:11:29,6,6,7.76589081,-76.7645209,Porvenir
11.5,2018-08-03 14:11:32,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 14:11:34,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:11:36,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 14:11:39,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 14:11:41,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 14:11:44,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:11:46,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:11:49,6,6,7.76589081,-76.7645209,Porvenir
29,2018-08-03 14:11:54,6,6,7.76589081,-76.7645209,Porvenir
25.5,2018-08-03 14:11:59,6,6,7.76589081,-76.7645209,Porvenir
24.5,2018-08-03 14:12:01,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 14:12:03,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 14:12:04,6,6,7.76589081,-76.7645209,Porvenir
21.59,2018-08-03 14:15:28,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 14:15:31,6,6,7.76589081,-76.7645209,Porvenir
28.5,2018-08-03 14:15:33,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 14:15:35,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 14:15:36,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 14:15:38,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 14:15:39,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 14:15:41,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 14:15:42,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 14:15:44,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 14:15:46,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 14:15:47,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 14:15:49,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:15:51,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 14:15:52,6,6,7.76589081,-76.7645209,Porvenir
13,2018-08-03 14:15:54,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 14:15:56,6,6,7.76589081,-76.7645209,Porvenir
25.5,2018-08-03 14:15:57,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:15:59,6,6,7.76589081,-76.7645209,Porvenir
23.09,2018-08-03 14:33:36,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 14:33:38,6,6,7.76589081,-76.7645209,Porvenir
25,2018-08-03 14:33:40,6,6,7.76589081,-76.7645209,Porvenir
17,2018-08-03 14:33:41,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 14:33:43,6,6,7.76589081,-76.7645209,Porvenir
17,2018-08-03 14:33:44,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:33:46,6,6,7.76589081,-76.7645209,Porvenir
14.5,2018-08-03 14:33:47,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 14:33:49,6,6,7.76589081,-76.7645209,Porvenir
31,2018-08-03 14:33:51,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 14:33:53,6,6,7.76589081,-76.7645209,Porvenir
28,2018-08-03 14:33:55,6,6,7.76589081,-76.7645209,Porvenir
15,2018-08-03 14:33:57,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 14:33:59,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 14:34:02,6,6,7.76589081,-76.7645209,Porvenir
26,2018-08-03 14:34:05,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 14:34:08,6,6,7.76589081,-76.7645209,Porvenir
29,2018-08-03 14:34:11,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 14:34:14,6,6,7.76589081,-76.7645209,Porvenir
26,2018-08-03 14:34:16,6,6,7.76589081,-76.7645209,Porvenir
30,2018-08-03 14:34:17,6,6,7.76589081,-76.7645209,Porvenir
13.09,2018-08-03 14:38:38,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 14:38:40,6,6,7.76589081,-76.7645209,Porvenir
28.5,2018-08-03 14:38:41,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 14:38:43,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 14:38:45,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:38:47,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:38:49,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 14:38:51,6,6,7.76589081,-76.7645209,Porvenir
27,2018-08-03 14:38:53,6,6,7.76589081,-76.7645209,Porvenir
25,2018-08-03 14:38:55,6,6,7.76589081,-76.7645209,Porvenir
13.5,2018-08-03 14:38:56,6,6,7.76589081,-76.7645209,Porvenir
31.5,2018-08-03 14:38:58,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 14:39:00,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 14:39:02,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 14:39:03,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 14:39:06,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 14:39:08,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:39:10,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:39:13,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 14:39:15,6,6,7.76589081,-76.7645209,Porvenir
33.09,2018-08-03 14:41:42,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:41:45,6,6,7.76589081,-76.7645209,Porvenir
12.5,2018-08-03 14:41:47,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 14:41:49,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 14:41:50,6,6,7.76589081,-76.7645209,Porvenir
12,2018-08-03 14:41:52,6,6,7.76589081,-76.7645209,Porvenir
13.5,2018-08-03 14:41:54,6,6,7.76589081,-76.7645209,Porvenir
28.5,2018-08-03 14:41:56,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:41:58,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 14:42:00,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:42:02,6,6,7.76589081,-76.7645209,Porvenir
25,2018-08-03 14:42:05,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 14:42:07,6,6,7.76589081,-76.7645209,Porvenir
31,2018-08-03 14:42:09,6,6,7.76589081,-76.7645209,Porvenir
24.5,2018-08-03 14:42:10,6,6,7.76589081,-76.7645209,Porvenir
29.5,2018-08-03 14:42:12,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 14:42:14,6,6,7.76589081,-76.7645209,Porvenir
24.5,2018-08-03 14:42:16,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 14:42:17,6,6,7.76589081,-76.7645209,Porvenir
25,2018-08-03 14:42:19,6,6,7.76589081,-76.7645209,Porvenir
14.59,2018-08-03 14:53:50,6,6,7.76589081,-76.7645209,Porvenir
28.5,2018-08-03 14:53:53,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:53:55,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 14:53:57,6,6,7.76589081,-76.7645209,Porvenir
29,2018-08-03 14:53:58,6,6,7.76589081,-76.7645209,Porvenir
25.5,2018-08-03 14:54:00,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 14:54:02,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 14:54:04,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 14:54:06,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 14:54:08,6,6,7.76589081,-76.7645209,Porvenir
29,2018-08-03 14:54:09,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 14:54:10,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 14:54:12,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 14:54:14,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 14:54:15,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 14:54:17,6,6,7.76589081,-76.7645209,Porvenir
30,2018-08-03 14:54:19,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 14:54:20,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 14:54:22,6,6,7.76589081,-76.7645209,Porvenir
29.5,2018-08-03 14:54:24,6,6,7.76589081,-76.7645209,Porvenir
22.59,2018-08-03 15:19:26,6,6,7.76589081,-76.7645209,Porvenir
26,2018-08-03 15:19:28,6,6,7.76589081,-76.7645209,Porvenir
32,2018-08-03 15:19:30,6,6,7.76589081,-76.7645209,Porvenir
24.5,2018-08-03 15:19:31,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 15:19:32,6,6,7.76589081,-76.7645209,Porvenir
27,2018-08-03 15:19:34,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 15:19:35,6,6,7.76589081,-76.7645209,Porvenir
30.5,2018-08-03 15:19:36,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 15:19:38,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 15:19:40,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 15:19:42,6,6,7.76589081,-76.7645209,Porvenir
26,2018-08-03 15:19:44,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 15:19:47,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 15:19:49,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 15:19:50,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 15:19:52,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 15:19:54,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 15:19:55,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 15:19:57,6,6,7.76589081,-76.7645209,Porvenir
28,2018-08-03 15:19:58,6,6,7.76589081,-76.7645209,Porvenir
19.09,2018-08-03 15:26:53,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 15:26:55,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 15:26:56,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 15:26:58,6,6,7.76589081,-76.7645209,Porvenir
25.5,2018-08-03 15:27:00,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 15:27:01,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 15:27:03,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 15:27:04,6,6,7.76589081,-76.7645209,Porvenir
26,2018-08-03 15:27:07,6,6,7.76589081,-76.7645209,Porvenir
13.5,2018-08-03 15:27:09,6,6,7.76589081,-76.7645209,Porvenir
22.5,2018-08-03 15:27:12,6,6,7.76589081,-76.7645209,Porvenir
12.5,2018-08-03 15:27:14,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 15:27:16,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 15:27:18,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 15:27:19,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 15:27:21,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 15:27:23,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 15:27:24,6,6,7.76589081,-76.7645209,Porvenir
17,2018-08-03 15:27:26,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 15:27:28,6,6,7.76589081,-76.7645209,Porvenir
22.59,2018-08-03 15:30:25,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 15:30:26,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 15:30:29,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 15:30:31,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 15:30:33,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 15:30:35,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 15:30:36,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 15:30:38,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 15:30:39,6,6,7.76589081,-76.7645209,Porvenir
15,2018-08-03 15:30:41,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 15:30:42,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 15:30:44,6,6,7.76589081,-76.7645209,Porvenir
16.5,2018-08-03 15:30:45,6,6,7.76589081,-76.7645209,Porvenir
26,2018-08-03 15:30:47,6,6,7.76589081,-76.7645209,Porvenir
12.5,2018-08-03 15:30:49,6,6,7.76589081,-76.7645209,Porvenir
25.5,2018-08-03 15:30:51,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 15:30:53,6,6,7.76589081,-76.7645209,Porvenir
17,2018-08-03 15:30:54,6,6,7.76589081,-76.7645209,Porvenir
17.5,2018-08-03 15:30:55,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 15:30:57,6,6,7.76589081,-76.7645209,Porvenir
15.59,2018-08-03 15:34:04,6,6,7.76589081,-76.7645209,Porvenir
19.5,2018-08-03 15:34:06,6,6,7.76589081,-76.7645209,Porvenir
25,2018-08-03 15:34:08,6,6,7.76589081,-76.7645209,Porvenir
15.5,2018-08-03 15:34:10,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 15:34:12,6,6,7.76589081,-76.7645209,Porvenir
29,2018-08-03 15:34:14,6,6,7.76589081,-76.7645209,Porvenir
24,2018-08-03 15:34:15,6,6,7.76589081,-76.7645209,Porvenir
31.5,2018-08-03 15:34:17,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 15:34:19,6,6,7.76589081,-76.7645209,Porvenir
14,2018-08-03 15:34:21,6,6,7.76589081,-76.7645209,Porvenir
28,2018-08-03 15:34:23,6,6,7.76589081,-76.7645209,Porvenir
18,2018-08-03 15:34:25,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 15:34:26,6,6,7.76589081,-76.7645209,Porvenir
17.09,2018-08-03 16:33:50,6,6,7.76589081,-76.7645209,Porvenir
22,2018-08-03 16:33:52,6,6,7.76589081,-76.7645209,Porvenir
16.5,2018-08-03 16:33:54,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 16:33:55,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 16:33:57,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 16:33:58,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 16:33:59,6,6,7.76589081,-76.7645209,Porvenir
16,2018-08-03 16:34:01,6,6,7.76589081,-76.7645209,Porvenir
29,2018-08-03 16:34:02,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 16:34:03,6,6,7.76589081,-76.7645209,Porvenir
18.59,2018-08-03 16:42:09,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 16:42:10,6,6,7.76589081,-76.7645209,Porvenir
25.5,2018-08-03 16:42:11,6,6,7.76589081,-76.7645209,Porvenir
21.5,2018-08-03 16:42:12,6,6,7.76589081,-76.7645209,Porvenir
29.5,2018-08-03 16:42:14,6,6,7.76589081,-76.7645209,Porvenir
30.5,2018-08-03 16:42:15,6,6,7.76589081,-76.7645209,Porvenir
20.5,2018-08-03 16:42:16,6,6,7.76589081,-76.7645209,Porvenir
14.5,2018-08-03 16:42:17,6,6,7.76589081,-76.7645209,Porvenir
27,2018-08-03 16:42:18,6,6,7.76589081,-76.7645209,Porvenir
28.5,2018-08-03 16:42:19,6,6,7.76589081,-76.7645209,Porvenir
28,2018-08-03 16:42:20,6,6,7.76589081,-76.7645209,Porvenir
20,2018-08-03 16:42:22,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 16:42:23,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 16:42:23,6,6,7.76589081,-76.7645209,Porvenir
30.59,2018-08-03 16:45:51,6,6,7.76589081,-76.7645209,Porvenir
26.5,2018-08-03 16:45:56,6,6,7.76589081,-76.7645209,Porvenir
26,2018-08-03 16:45:59,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 16:46:01,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 16:46:02,6,6,7.76589081,-76.7645209,Porvenir
27.5,2018-08-03 16:46:04,6,6,7.76589081,-76.7645209,Porvenir
29,2018-08-03 16:46:06,6,6,7.76589081,-76.7645209,Porvenir
18.5,2018-08-03 16:46:07,6,6,7.76589081,-76.7645209,Porvenir
23,2018-08-03 16:46:09,6,6,7.76589081,-76.7645209,Porvenir
19,2018-08-03 16:46:10,6,6,7.76589081,-76.7645209,Porvenir
14.5,2018-08-03 16:46:11,6,6,7.76589081,-76.7645209,Porvenir
23.5,2018-08-03 16:46:13,6,6,7.76589081,-76.7645209,Porvenir
21,2018-08-03 16:46:14,6,6,7.76589081,-76.7645209,Porvenir
23.09,2018-07-30 09:24:22,7,7,7.76439191,-76.7628583,Porvenir
22,2018-07-30 09:24:25,7,7,7.76439191,-76.7628583,Porvenir
