PORVL2N1,PORVL2N2,PORVL4N1,PORVL5N1,PORVL6N1,PORVL7N1,PORVL8N1,PORVL9N1,PORVL10N1,PORVL13N1,PORVL14N1,PORVL15N1,PORVL16N1,PORVL16N2,PORVL18N1,PORVL18N2,PORVL18N3,PORVL18N4,PORVL21N1,PORVL21N2,PORVL21N3,PORVL21N4,PORVL21N5,PORVL24N1,PORVL24N2
0.4555555555555556,0.27826086956521745,0.5,0.6931818181818182,0.8187919463087248,0.7535211267605634,0.907563025210084,0.5086206896551725,0.8278688524590165,0.709090909090909,0.6416666666666667,0.711111111111111,0.3255813953488373,0.8395061728395063,0.6082474226804123,0.43333333333333335,0.6744186046511627,0.7586206896551725,0.49549549549549565,0.9813084112149534,0.7129629629629629,0.632,0.8091603053435114,0.2695652173913044,0.8214285714285714
0.44444444444444453,0.19130434782608693,0.5,0.6931818181818182,0.8187919463087248,0.7605633802816902,0.907563025210084,0.5172413793103449,0.8278688524590165,0.7181818181818181,0.6583333333333334,0.711111111111111,0.3953488372093023,0.8395061728395063,0.5876288659793815,0.42499999999999993,0.6821705426356588,0.7471264367816092,0.49549549549549565,0.9813084112149534,0.7129629629629629,0.632,0.8091603053435114,0.25217391304347825,0.8214285714285714
0.48888888888888904,0.32173913043478264,0.68,0.045454545454545456,0.6577181208053691,0.5140845070422536,0.7563025210084034,0.5172413793103449,0.9426229508196723,0.5909090909090908,0.5666666666666667,0.6222222222222222,0.46511627906976744,0.6049382716049381,0.5154639175257731,0.4083333333333333,0.6744186046511627,0.574712643678161,0.5315315315315315,0.7743567694779481,0.37037037037037035,0.31999999999999995,0.4274809160305343,0.38260869565217387,0.7678571428571428
0.2444444444444445,0.6086956521739132,0.6900000000000001,0.5795454545454545,0.7718120805369129,0.30281690140845074,0.3613445378151261,0.6206896551724139,0.7704918032786886,0.6363636363636362,0.42500000000000004,0.6777777777777778,0.5,0.8148148148148149,0.7319587628865979,0.07500000000000001,0.5891472868217055,0.6666666666666666,0.5405405405405406,0.6822429906542057,0.6759259259259258,0.44800000000000006,0.6564885496183206,0.07826086956521741,0.8571428571428572
0.8,0.8608695652173914,0.89,0.8181818181818182,0.8187919463087248,0.8098591549295776,0.8907563025210083,0.7413793103448277,0.7868852459016394,0.8363636363636363,0.7583333333333333,0.8222222222222222,0.6162790697674418,0.962962962962963,0.8659793814432989,0.7416666666666667,0.7596899224806202,0.7701149425287356,0.7387387387387387,0.6074766355140188,0.7037037037037036,0.7040000000000001,0.7633587786259541,0.391304347826087,0.8303571428571428
0.6333333333333333,0.4521739130434783,0.6900000000000001,0.4886363636363637,0.5369127516778524,0.5281690140845071,0.7478991596638656,0.7155172413793104,0.6639344262295083,0.609090909090909,0.4,0.6555555555555554,0.4302325581395349,0.40740740740740744,0.6391752577319587,0.375,0.5193798449612402,0.5977011494252872,0.5495495495495496,0.5981308411214954,0.40740740740740733,0.504,0.6412213740458015,0.3304347826086957,0.625
0.7666666666666668,0.5652173913043479,0.8,0.625,0.9932885906040269,0.7535211267605634,0.823529411764706,0.7844827586206897,0.639344262295082,0.709090909090909,0.5333333333333333,0.7333333333333334,0.5465116279069768,0.7530864197530864,0.7525773195876287,0.55,0.5116279069767441,0.5057471264367818,0.6936936936936937,0.7850467289719627,0.6296296296296294,0.496,0.8015267175572518,0.5565217391304349,0.5803571428571428
0.688888888888889,0.6521739130434783,0.81,0.5909090909090908,0.9798657718120806,0.5140845070422536,0.7478991596638656,0.6982758620689655,0.6311475409836066,0.7181818181818181,0.5666666666666667,0.7555555555555555,0.5930232558139534,0.6049382716049381,0.8247422680412371,0.6083333333333333,0.627906976744186,0.689655172413793,0.5765765765765767,0.7102803738317758,0.7222222222222221,0.576,0.748091603053435,0.46956521739130447,0.47321428571428564
0.7555555555555556,0.5652173913043479,0.8300000000000001,0.6363636363636364,0.6644295302013422,0.7183098591549296,0.823529411764706,0.810344827586207,0.6311475409836066,0.709090909090909,0.5083333333333333,0.7444444444444445,0.5465116279069768,0.49382716049382713,0.7628865979381443,0.5166666666666666,0.503875968992248,0.5287356321839082,0.7117117117117118,0.7009345794392524,0.4722222222222221,0.512,0.732824427480916,0.391304347826087,0.6696428571428572
0.6333333333333333,0.7478260869565219,0.54,0.5568181818181819,0.8120805369127516,0.767605633802817,0.8991596638655462,0.7413793103448277,0.8278688524590165,0.7454545454545454,0.7833333333333333,0.7333333333333334,0.6395348837209303,0.8518518518518519,0.9278350515463917,0.44166666666666665,0.7054263565891472,0.7241379310344828,0.5135135135135137,0.9813084112149534,0.7037037037037036,0.616,0.8015267175572518,0.2173913043478261,0.8214285714285714
