Fecha,PORVL18N1,PORVL18N2,PORVL18N3,PORVL18N4,PORVL18_AVERAGE
2018-06-15,0.7424999999999998,0.4954166666666666,0.7216666666666667,0.9704166666666668,0.7325
2018-06-16,0.91375,0.7995833333333335,1.0420833333333337,1.1029166666666663,0.9645833333333333
2018-06-17,0.94,0.9045833333333336,1.2029166666666669,1.1779166666666665,1.0563541666666667
2018-06-18,0.8791666666666664,0.8520833333333334,1.227083333333333,1.1666666666666663,1.0312499999999998
2018-06-19,0.7258333333333332,0.5295833333333334,0.8100000000000002,1.0004166666666665,0.7664583333333332
2018-06-20,0.8195833333333332,0.6683333333333333,0.9237499999999996,1.0675,0.8697916666666665
2018-06-21,0.715,0.5291666666666667,0.8258333333333333,0.9745833333333336,0.7611458333333334
2018-06-22,0.8966666666666668,0.7941666666666669,1.03625,1.0945833333333337,0.9554166666666668
2018-06-23,0.9312500000000002,0.8962500000000002,1.1870833333333335,1.1458333333333337,1.040104166666667
2018-06-24,0.9504166666666668,0.96375,1.3666666666666671,1.2024999999999997,1.1208333333333333
2018-06-25,0.8695833333333329,0.8824999999999998,1.4070833333333337,1.2275000000000005,1.0966666666666667
2018-06-26,0.9020833333333332,0.91875,1.425833333333334,1.2454166666666673,1.1230208333333336
2018-06-27,0.8641666666666664,0.8116666666666669,1.2920833333333337,1.2417391304347825,1.0524139492753624
2018-06-28,0.8700000000000001,0.8383333333333333,1.2429166666666662,1.225,1.0440625
2018-06-29,0.6770833333333334,0.5066666666666667,1.0141666666666664,1.1404166666666666,0.8345833333333332
2018-06-30,0.72375,0.5499999999999999,0.8600000000000002,1.0445833333333334,0.7945833333333334
2018-07-01,0.8554166666666664,0.7595833333333335,1.044166666666667,1.101666666666667,0.9402083333333334
2018-07-02,0.9008333333333334,0.8631999999999996,1.1775,1.1650000000000005,1.0266333333333333
2018-07-03,0.93125,0.9329166666666664,1.3995833333333338,1.2033333333333334,1.1167708333333333
2018-07-04,0.9666666666666668,0.9912500000000004,1.44125,1.252083333333334,1.1628125000000002
2018-07-05,0.9375,0.9954166666666664,1.3283333333333334,1.2787499999999998,1.1349999999999998
2018-07-06,0.7912500000000001,0.7991666666666667,1.2454166666666666,1.2233333333333332,1.0147916666666665
2018-07-07,0.8954166666666667,0.8900000000000002,1.2541666666666669,1.227083333333333,1.0666666666666667
2018-07-08,0.9358333333333332,0.96375,1.2587499999999998,1.2687499999999998,1.1067708333333333
2018-07-09,0.9737500000000002,1.0262499999999994,1.24625,1.2991666666666668,1.1363541666666666
2018-07-10,0.6916000000000001,0.5995833333333332,1.0104166666666663,1.1124999999999998,0.8535249999999999
2018-07-11,0.7308333333333333,0.4904166666666667,0.7491666666666666,0.9850000000000002,0.7388541666666667
2018-07-12,0.9183333333333336,0.8045833333333334,1.0420833333333333,1.096666666666667,0.9654166666666668
2018-07-13,0.9591666666666664,0.9125000000000002,1.1725000000000003,1.1700000000000002,1.0535416666666668
