Fecha,PORVL16N1,PORVL16N2,PORVL16_AVERAGE
2018-04-07,1.5720833333333335,1.56625,1.5691666666666668
2018-04-08,1.7000000000000002,1.560833333333333,1.6304166666666666
2018-04-09,1.7000000000000002,1.5716666666666668,1.6358333333333335
2018-04-10,1.7000000000000002,1.5887500000000003,1.6443750000000001
2018-04-11,1.7000000000000002,1.5670833333333336,1.633541666666667
2018-04-12,1.7000000000000002,1.5562499999999997,1.6281249999999998
2018-04-13,1.7,1.5408695652173912,1.6204347826086956
2018-04-14,1.7000000000000002,1.5487499999999998,1.6243750000000001
2018-04-15,1.7000000000000002,1.56875,1.6343750000000001
2018-04-16,1.6970833333333335,1.56375,1.6304166666666666
2018-04-17,1.7000000000000002,1.5583333333333336,1.6291666666666669
2018-04-18,1.7000000000000002,1.5708333333333335,1.635416666666667
2018-04-19,1.7000000000000002,1.575,1.6375000000000002
2018-04-20,1.7000000000000002,1.5720833333333335,1.6360416666666668
2018-04-21,1.7000000000000002,1.5650000000000002,1.6325000000000003
2018-04-22,1.7000000000000002,1.5616666666666663,1.6308333333333334
2018-04-23,1.7000000000000002,1.5529166666666672,1.6264583333333338
2018-04-24,1.7000000000000002,1.5466666666666662,1.623333333333333
2018-04-25,1.7000000000000002,1.5304166666666674,1.6152083333333338
2018-04-26,1.6129166666666663,1.5379166666666668,1.5754166666666665
2018-04-27,0.7933333333333333,1.5412499999999996,1.1672916666666664
2018-04-28,1.0716666666666672,1.5608333333333333,1.3162500000000001
2018-04-29,1.1200000000000008,1.5620833333333328,1.341041666666667
2018-04-30,1.0500000000000005,1.5387499999999996,1.294375
2018-05-01,0.7312500000000002,1.5345833333333332,1.1329166666666666
2018-05-02,0.8312500000000002,1.5404166666666663,1.1858333333333333
2018-05-03,0.6924999999999999,1.4358333333333335,1.0641666666666667
2018-05-04,0.7916666666666666,1.2758333333333334,1.03375
2018-05-05,0.82875,1.283333333333333,1.0560416666666665
2018-05-06,0.8249999999999998,1.2833333333333332,1.0541666666666665
2018-05-07,0.6791666666666667,1.1895833333333332,0.934375
2018-05-08,0.6854166666666667,1.074583333333333,0.8799999999999999
2018-05-09,0.8104166666666668,1.0945833333333337,0.9525000000000002
2018-05-10,0.8137499999999998,1.2158333333333329,1.0147916666666663
2018-05-11,0.7133333333333334,1.1987499999999998,0.9560416666666666
2018-05-12,0.8175000000000002,1.469166666666667,1.1433333333333335
2018-05-13,0.8766666666666669,1.5279166666666664,1.2022916666666665
2018-05-14,0.9154166666666668,1.5895833333333336,1.2525000000000002
2018-05-15,0.9370833333333332,1.6000000000000003,1.2685416666666667
2018-05-16,0.9749999999999998,1.6374999999999993,1.3062499999999995
2018-05-17,1.0100000000000002,1.6804166666666671,1.3452083333333338
2018-05-18,0.9816666666666668,1.7000000000000002,1.3408333333333335
2018-05-19,0.7625000000000001,1.7000000000000002,1.2312500000000002
2018-05-20,0.7274999999999999,1.684583333333333,1.2060416666666665
2018-05-21,0.8504166666666667,1.6458333333333333,1.248125
2018-05-22,0.8891666666666667,1.6625,1.2758333333333334
2018-05-23,0.8404166666666669,1.6858333333333329,1.2631249999999998
2018-05-24,0.7991666666666667,1.6775000000000002,1.2383333333333335
2018-05-25,0.8675,1.6770833333333333,1.2722916666666666
2018-05-26,0.8945833333333333,1.6930769230769238,1.2938301282051285
2018-05-27,0.8875000000000001,1.7000000000000002,1.2937500000000002
2018-05-28,0.9279166666666668,1.7000000000000002,1.3139583333333336
2018-05-29,0.9691666666666666,1.7000000000000002,1.3345833333333335
2018-05-30,1.01625,1.7000000000000002,1.3581250000000002
2018-05-31,1.01,1.7000000000000002,1.355
2018-06-01,1.0116666666666667,1.6983333333333326,1.3549999999999995
2018-06-02,0.9466666666666664,1.7000000000000002,1.3233333333333333
2018-06-03,0.9812499999999996,1.7000000000000002,1.340625
2018-06-04,1.0229166666666665,1.7000000000000002,1.3614583333333332
2018-06-05,1.0674999999999997,1.7000000000000002,1.38375
2018-06-06,1.1016666666666663,1.7000000000000002,1.4008333333333334
2018-06-07,1.1054166666666667,1.7000000000000002,1.4027083333333334
2018-06-08,0.8425000000000001,1.7000000000000002,1.2712500000000002
2018-06-09,0.8945833333333332,1.7000000000000002,1.2972916666666667
2018-06-10,0.8979166666666667,1.7000000000000002,1.2989583333333334
2018-06-11,0.855,1.7000000000000002,1.2775
2018-06-12,0.7770833333333332,1.6974999999999996,1.2372916666666665
2018-06-13,0.8754166666666666,1.6724999999999994,1.273958333333333
2018-06-14,0.8195833333333336,1.6129166666666668,1.21625
2018-06-15,0.7166666666666667,1.149166666666667,0.9329166666666668
2018-06-16,0.8566666666666664,1.3533333333333335,1.105
2018-06-17,0.8970833333333332,1.4408333333333332,1.1689583333333333
2018-06-18,0.8616666666666669,1.4925000000000004,1.1770833333333337
2018-06-19,0.7120833333333332,1.1891666666666667,0.9506249999999999
2018-06-20,0.7783333333333333,1.37125,1.0747916666666666
2018-06-21,0.71375,1.255,0.984375
2018-06-22,0.8458333333333333,1.3758333333333332,1.1108333333333333
2018-06-23,0.8950000000000001,1.4604166666666665,1.1777083333333334
2018-06-24,0.9258333333333336,1.5287499999999996,1.2272916666666667
2018-06-25,0.8408333333333333,1.5775000000000008,1.209166666666667
2018-06-26,0.8879166666666666,1.6063157894736844,1.2471162280701755
2018-06-27,0.8387500000000001,1.6258333333333337,1.2322916666666668
2018-06-28,0.8574999999999998,1.6420833333333331,1.2497916666666664
2018-06-29,0.7033333333333335,1.6045833333333337,1.1539583333333336
2018-06-30,0.7224999999999998,1.47875,1.100625
2018-07-01,0.8145833333333335,1.477083333333333,1.1458333333333333
2018-07-02,0.8770833333333335,1.5195833333333333,1.1983333333333335
2018-07-03,0.9075,1.5750000000000004,1.2412500000000002
2018-07-04,0.9429166666666666,1.6241666666666668,1.2835416666666668
2018-07-05,0.9058333333333336,1.6629166666666668,1.2843750000000003
2018-07-06,0.7724999999999999,1.6504166666666664,1.211458333333333
2018-07-07,0.8725,1.6499999999999997,1.26125
2018-07-08,0.9220833333333336,1.6808333333333332,1.3014583333333334
2018-07-09,0.9620833333333332,1.6962500000000005,1.3291666666666668
2018-07-10,0.6870833333333333,1.5888000000000002,1.1379416666666669
2018-07-11,0.7058333333333335,1.2099999999999995,0.9579166666666665
2018-07-12,0.8545833333333329,1.3604166666666664,1.1074999999999997
2018-07-13,0.9016666666666671,1.4437499999999996,1.1727083333333335
2018-07-14,0.925416666666667,1.5120833333333332,1.21875
2018-07-15,0.9325,1.5683333333333334,1.2504166666666667
2018-07-16,0.752916666666667,1.569583333333333,1.1612500000000001
2018-07-17,0.8833333333333334,1.31625,1.0997916666666667
2018-07-18,0.9275000000000002,1.3216666666666663,1.1245833333333333
