Luz (lux),Precipitación (ml),Temperatura (C),Velocidad del viento (Km/h),E,N,NE,NO,O,S,SE,SO,PORVL2N1,PORVL2N2,PORVL4N1,PORVL5N1,PORVL6N1,PORVL7N1,PORVL8N1,PORVL9N1,PORVL10N1,PORVL13N1,PORVL14N1,PORVL15N1,PORVL16N1,PORVL16N2,PORVL18N1,PORVL18N2,PORVL18N3,PORVL18N4,PORVL21N1,PORVL21N2,PORVL21N3,PORVL21N4,PORVL21N5,PORVL24N1,PORVL24N2,pesoRacimo
0.0,0.0,0.06302966101694896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.4782608695652174,0.73,0.5340909090909092,0.348993288590604,0.5,0.773109243697479,0.7413793103448277,0.5983606557377049,0.6454545454545454,0.43333333333333335,0.7,0.4883720930232559,0.2098765432098766,0.6288659793814432,0.4583333333333334,0.4651162790697675,0.5172413793103449,0.6666666666666669,0.6542056074766356,0.6018518518518517,0.4640000000000001,0.1068702290076336,0.4,0.5803571428571428,0.3411428571428572
0.0,0.0,0.6689618644067796,0.06712962962804463,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8222222222222223,0.6173913043478262,0.91,0.7386363636363636,1.0,0.767605633802817,0.8739495798319328,0.8965517241379312,0.7295081967213115,0.8727272727272727,0.8416666666666667,0.8555555555555556,0.6860465116279069,0.9999999999999998,0.8453608247422679,0.8250000000000001,0.9844961240310076,0.9310344827586208,0.7297297297297298,0.91588785046729,0.9351851851851851,0.992,0.9770992366412212,0.7826086956521741,0.9107142857142856,0.25542857142857145
0.6746748249779463,0.0,0.28495762711864403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9666666666666668,0.6869565217391305,0.97,0.9659090909090908,0.7785234899328859,0.9859154929577466,0.9831932773109244,0.9741379310344828,0.9344262295081968,0.9727272727272728,0.9833333333333332,0.9999999999999998,0.8837209302325584,0.9999999999999998,0.9690721649484536,0.9833333333333332,0.8914728682170541,0.9885057471264368,0.7477477477477479,0.8037383177570094,0.8425925925925924,0.992,1.0,0.9130434782608696,0.9732142857142856,0.2952380952380953
0.0,0.052727272727272734,0.34745762711864403,0.02032235459113573,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.7478260869565219,0.91,0.8863636363636364,1.0,0.8028169014084507,0.9159663865546218,0.7672413793103449,0.918032786885246,0.9363636363636364,0.8666666666666668,0.9000000000000001,0.7441860465116279,0.6913580246913579,0.9278350515463916,0.7833333333333333,0.8682170542635659,0.8850574712643676,0.7027027027027026,0.7570093457943926,0.8425925925925924,0.7679999999999999,0.8015267175572518,0.7565217391304349,0.8839285714285714,0.3125714285714286
0.0,0.0,0.78125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7111111111111111,0.6608695652173914,0.8300000000000001,0.6136363636363636,0.8053691275167785,0.5422535211267606,0.7647058823529412,0.6293103448275863,0.7704918032786886,0.7272727272727273,0.5916666666666667,0.7666666666666666,0.6046511627906976,0.6419753086419753,0.8350515463917525,0.625,0.627906976744186,0.7011494252873564,0.5765765765765767,0.7102803738317758,0.7222222222222221,0.5920000000000001,0.7938931297709922,0.4956521739130434,0.5178571428571428,0.5333333333333334
0.0,0.0,0.7282838983050846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.5565217391304348,0.81,0.5,1.0,0.6619718309859156,0.7983193277310925,0.7672413793103449,0.6557377049180328,0.7272727272727273,0.6416666666666667,0.7444444444444445,0.5,0.9753086419753088,0.6907216494845361,0.525,0.6589147286821704,0.7241379310344828,0.5675675675675677,0.94392523364486,0.7129629629629629,0.544,0.7862595419847327,0.5478260869565219,0.7678571428571428,0.17923809523809528
0.17504082283826647,0.0,0.4968220338983052,0.027724665391006747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6555555555555556,0.6000000000000001,0.79,0.7386363636363636,0.8187919463087248,0.5774647887323944,0.7478991596638656,0.6120689655172414,0.6311475409836066,0.7454545454545454,0.6666666666666667,0.7555555555555555,0.5813953488372092,0.8395061728395063,0.8041237113402061,0.6083333333333333,0.6821705426356588,0.7701149425287356,0.6666666666666669,0.9626168224299066,0.7407407407407406,0.584,0.6564885496183206,0.5043478260869565,0.6428571428571428,0.4840000000000001
0.6450008446104469,0.0,0.08633474576271194,0.5034722222606819,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8111111111111111,0.591304347826087,0.91,0.7272727272727273,0.8456375838926175,0.7183098591549296,0.8487394957983193,0.8793103448275863,0.6885245901639344,0.7818181818181817,0.7083333333333335,0.8444444444444443,0.6395348837209303,0.9506172839506172,0.8659793814432989,0.6833333333333333,0.6899224806201549,0.5862068965517241,0.6396396396396398,0.6355140186915889,0.6203703703703703,0.7519999999999999,0.6259541984732824,0.6086956521739131,0.6964285714285714,0.3125714285714286
0.0,0.0,0.1885593220338984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8111111111111111,0.6086956521739132,0.91,0.7613636363636364,0.5570469798657718,0.7112676056338028,0.8487394957983193,0.8362068965517242,0.6967213114754098,0.7999999999999999,0.7083333333333335,0.8333333333333333,0.6511627906976745,0.7283950617283951,0.8762886597938143,0.6833333333333333,0.7829457364341086,0.5402298850574713,0.6306306306306307,0.7757009345794393,0.3796296296296296,0.64,0.5725190839694656,0.5739130434782609,0.7589285714285714,0.2935238095238095
0.0,0.0,0.3077330508474576,0.038461538472382484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.6347826086956523,0.92,0.8068181818181819,1.0,0.7605633802816902,0.8991596638655462,0.9310344827586208,0.7213114754098361,0.8181818181818181,0.7833333333333333,0.8222222222222222,0.6627906976744187,0.9999999999999998,0.8247422680412371,0.7416666666666667,0.751937984496124,0.8505747126436783,0.6846846846846848,0.8878504672897197,0.8518518518518517,0.8079999999999999,0.8549618320610687,0.7217391304347827,0.8214285714285714,0.445904761904762
0.5764184763227538,0.0,0.4867584745762712,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8444444444444446,0.7478260869565219,0.92,0.8863636363636364,1.0,0.8028169014084507,0.9243697478991596,0.7672413793103449,0.9262295081967216,0.927272727272727,0.8916666666666667,0.9444444444444444,0.7674418604651163,0.6913580246913579,0.9278350515463916,0.8,0.8682170542635659,0.8850574712643676,0.7387387387387387,0.7289719626168225,0.8518518518518517,0.7679999999999999,0.8015267175572518,0.7565217391304349,0.875,0.2935238095238095
0.6823138572420654,0.0,0.7282838983050846,0.02526132404984635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.03478260869565218,0.41,0.6022727272727273,0.8192397911727585,0.049295774647887335,0.7310924369747901,0.3706896551724138,0.7049180327868853,0.4727272727272727,0.6863304093567251,0.5666666666666667,0.3837209302325582,0.2592592592592593,0.5773195876288659,0.31666666666666665,0.4961240310077519,0.6945967279765576,0.4954954954954957,0.7743567694779481,0.6739743457477904,0.648,0.32061068702290074,0.33913043478260874,0.6160714285714286,0.2363809523809524
0.0,0.0,0.6122881355932204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8444444444444446,0.7565217391304349,0.92,0.8977272727272727,0.9865771812080536,0.8098591549295776,0.9327731092436976,0.7758620689655172,0.9344262295081968,0.9636363636363634,0.95,0.9222222222222224,0.7674418604651163,0.7283950617283951,0.9278350515463916,0.8,0.8682170542635659,0.8850574712643676,0.7657657657657659,0.7476635514018692,0.8518518518518517,0.7599999999999999,0.8167938931297709,0.7739130434782611,0.8839285714285714,0.2744761904761905
0.0,0.0,0.1456567796610171,0.15425531915900562,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6777777777777778,0.6260869565217393,0.79,0.5681818181818182,0.9597315436241612,0.4859154929577466,0.7310924369747901,0.7586206896551724,0.5983606557377049,0.6909090909090908,0.55,0.7333333333333334,0.5697674418604652,0.5679012345679013,0.8144329896907216,0.5916666666666667,0.5426356589147286,0.7011494252873564,0.5495495495495496,0.7196261682242991,0.7129629629629629,0.5680000000000001,0.7328244274809159,0.4521739130434784,0.41964285714285693,0.2666666666666667
0.1079224459918542,0.0,0.07944915254237284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.591304347826087,0.89,0.6704545454545455,1.0,0.8169014084507044,0.8907563025210083,0.9224137931034484,0.8278688524590165,0.8454545454545455,0.775,0.8777777777777778,0.6976744186046511,0.9012345679012348,0.8762886597938143,0.7416666666666667,0.7364341085271318,0.7126436781609194,0.7477477477477479,0.8878504672897197,0.8240740740740741,0.7839999999999999,0.8778625954198473,0.9043478260869566,0.8125,0.2744761904761905
0.5961823607800447,0.0,0.7150423728813557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6777777777777778,0.6521739130434783,0.81,0.6610031853807787,0.8192397911727585,0.5704225352112677,0.7478991596638656,0.6465517241379312,0.6229508196721312,0.7272727272727273,0.6863304093567251,0.7555555555555555,0.6162790697674418,0.784392943072389,0.8350515463917525,0.625,0.7056987889144811,0.6945967279765576,0.7027027027027026,0.7743567694779481,0.6739743457477904,0.6325043718361713,0.648854961832061,0.5847460640420363,0.5714285714285714,0.3316190476190477
0.2025938925280129,0.0,0.13559322033898313,0.022673964027426486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6333333333333333,0.5043478260869566,0.73,0.3977272727272728,0.6711409395973154,0.4507042253521128,0.5966386554621849,0.6034482758620691,0.7049180327868853,0.6727272727272726,0.3416666666666667,0.6888888888888889,0.5465116279069768,0.580246913580247,0.7010309278350515,0.525,0.6744186046511627,0.6945967279765576,0.6666666666666669,0.7743567694779481,0.5833333333333333,0.14400000000000004,0.5725190839694656,0.4173913043478261,0.34821428571428564,0.3982857142857144
0.5829313613243492,0.0,0.7182203389830508,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.7478260869565219,0.9,0.8295454545454546,0.8993288590604026,0.8028169014084507,0.9243697478991596,0.7672413793103449,0.9098360655737704,0.9454545454545452,0.8750000000000001,0.9222222222222224,0.7790697674418605,0.654320987654321,0.9484536082474224,0.8,0.8682170542635659,0.8850574712643676,0.6666666666666669,0.8598130841121496,0.8240740740740741,0.848,0.8167938931297709,0.7304347826086957,0.875,0.5792380952380953
0.018450045984346557,0.0,0.3278601694915253,0.04061624650796375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8444444444444446,0.6173913043478262,0.9,0.7386363636363636,1.0,0.7042253521126762,0.8907563025210083,0.8706896551724139,0.7049180327868853,0.7999999999999999,0.725,0.8222222222222222,0.6395348837209303,0.962962962962963,0.8144329896907216,0.6416666666666666,0.8294573643410854,0.6781609195402301,0.6396396396396398,0.7850467289719627,0.6574074074074073,0.4400000000000001,0.7938931297709922,0.5913043478260869,0.7232142857142856,0.2649523809523809
0.0,0.0,0.3606991525423728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9000000000000001,0.6434782608695654,0.92,0.8181818181818182,0.8255033557046979,0.8098591549295776,0.9159663865546218,0.9224137931034484,0.7540983606557378,0.927272727272727,0.8166666666666668,0.9111111111111112,0.7441860465116279,0.9382716049382716,0.9072164948453608,0.7916666666666667,0.751937984496124,0.7701149425287356,0.8288288288288291,0.869158878504673,0.6666666666666665,0.7599999999999999,0.8702290076335878,0.9217391304347826,0.8482142857142858,0.3887619047619048
0.5699618986842846,0.0,0.1091101694915253,0.030176899067582964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8222222222222223,0.6173913043478262,0.91,0.7159090909090908,0.9932885906040269,0.7042253521126762,0.8739495798319328,0.8534482758620691,0.7049180327868853,0.8090909090909091,0.75,0.8222222222222222,0.627906976744186,0.9753086419753088,0.8041237113402061,0.675,0.875968992248062,0.7931034482758622,0.6306306306306307,0.8878504672897197,0.7499999999999999,0.624,0.8396946564885496,0.6434782608695653,0.75,0.4840000000000001
0.0,0.0,0.7881355932203391,0.21323529405101105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6888888888888891,0.4956521739130436,0.76,0.5340909090909092,1.0,0.5352112676056339,0.773109243697479,0.7327586206896552,0.5983606557377049,0.6454545454545454,0.4166666666666667,0.6777777777777778,0.4767441860465117,0.6419753086419753,0.6804123711340205,0.44166666666666665,0.4031007751937985,0.4367816091954023,0.6486486486486488,0.7289719626168225,0.5648148148148148,0.4159999999999999,0.7633587786259541,0.2260869565217392,0.5089285714285714,0.3220952380952381
0.0,0.10545454545454544,0.1027542372881356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8222222222222223,0.6086956521739132,0.91,0.7727272727272727,1.0,0.7746478873239437,0.8991596638655462,0.9482758620689656,0.7622950819672132,0.927272727272727,0.8916666666666667,0.9111111111111112,0.8023255813953489,0.9999999999999998,0.8865979381443297,0.8500000000000001,0.9767441860465116,0.9195402298850572,0.7297297297297298,0.91588785046729,0.8796296296296297,0.7759999999999999,0.9694656488549616,0.7739130434782611,0.9017857142857142,0.41733333333333344
0.4603314626776028,0.0,0.17531779661016955,0.09698996656852008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7222222222222223,0.5217391304347827,0.79,0.6022727272727273,0.5838926174496645,0.563380281690141,0.7899159663865547,0.7672413793103449,0.6229508196721312,0.6818181818181818,0.475,0.7222222222222223,0.5232558139534884,0.2592592592592593,0.7422680412371133,0.5166666666666666,0.503875968992248,0.5402298850574713,0.6936936936936937,0.6822429906542057,0.6018518518518517,0.496,0.3282442748091603,0.4608695652173914,0.6339285714285714,0.4363809523809524
