Luz (lux),Precipitación (ml),Temperatura (C),Velocidad del viento (Km/h),E,N,NE,NO,O,S,SE,SO,PORVL2N1,PORVL2N2,PORVL4N1,PORVL5N1,PORVL6N1,PORVL7N1,PORVL8N1,PORVL9N1,PORVL10N1,PORVL13N1,PORVL14N1,PORVL15N1,PORVL16N1,PORVL16N2,PORVL18N1,PORVL18N2,PORVL18N3,PORVL18N4,PORVL21N1,PORVL21N2,PORVL21N3,PORVL21N4,PORVL21N5,PORVL24N1,PORVL24N2,pesoRacimo
0.4761349363000179,0.0,0.4867584745762712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817073170731708,0.8109756097560975,0.8050314465408805,0.7804878048780488,0.7430555555555556,1.0,0.9367088607594936,1.0,1.0,0.8271604938271606,1.0,1.0,1.0,0.9876543209876544,0.56875,0.9141104294478528,0.9716312056737588,1.0,1.0,1.0000000000000002,1.0,1.0,0.8258064516129031,0.8974358974358974,0.9999999999999998,0.4935238095238096
0.0,0.0,0.1853813559322035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3902439024390244,0.8109756097560975,0.6855345911949686,0.6097560975609756,0.6180555555555555,0.8164556962025316,0.8164556962025316,0.8536585365853658,1.0,0.7469135802469137,0.9693251533742332,1.0,1.0,0.9012345679012348,0.56875,0.8159509202453987,0.8297872340425532,0.6851851851851853,0.9925373134328358,0.9496855345911952,1.0,0.8918918918918919,0.8258064516129031,0.6858974358974358,0.9999999999999998,0.2078095238095238
0.0,0.0,0.5195974576271187,0.03056768559022016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30487804878048785,0.5182926829268293,0.5345911949685536,0.32926829268292684,0.451388888888889,0.6265822784810127,0.6455696202531644,0.6646341463414633,0.5625,0.6049382716049384,0.7177914110429449,0.6028368794326241,0.5655172413793105,0.6913580246913579,0.56875,0.4846625766871165,0.7092198581560285,0.4537037037037037,0.8955223880597015,0.6855345911949686,0.5914634146341463,0.5472972972972973,0.5548387096774193,0.5384615384615383,0.7218045112781954,0.13161904761904766
0.8167773192176566,0.0,0.15572033898305082,0.07118644067648305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030487804878048787,0.0,0.2641509433962265,0.12804878048780488,0.17361111111111108,0.26582278481012656,0.3481012658227848,0.4390243902439024,0.375,0.2962962962962964,0.7791411042944786,0.4184397163120568,0.30344827586206896,0.7654320987654322,0.56875,0.1901840490797546,0.4609929078014184,0.2314814814814815,0.5895522388059702,0.4779874213836479,0.37804878048780494,0.2297297297297297,0.3354838709677419,0.03846153846153845,0.3082706766917293,0.3982857142857144
0.6450026915485376,0.0,0.5926906779661019,0.14285714285505954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2987804878048781,0.35975609756097565,0.4276729559748429,0.2621951219512195,0.8402777777777778,0.6582278481012658,0.6582278481012658,0.4817073170731708,0.53125,0.5185185185185186,0.6073619631901841,0.446808510638298,0.3931034482758621,0.8148148148148149,0.475,0.4785276073619632,0.7801418439716312,0.5648148148148149,0.4925373134328359,0.42138364779874216,0.4207317073170732,0.5472972972972973,0.567741935483871,0.39102564102564097,0.6616541353383458,0.3887619047619048
0.4924636640947426,0.0,0.5529661016949152,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4024390243902439,0.4817073170731708,0.4968553459119498,0.4268292682926829,0.9375,0.5569620253164557,0.6012658227848101,0.5182926829268293,0.51875,0.54320987654321,0.6257668711656442,0.4539007092198583,0.4137931034482759,0.9259259259259258,0.4875,0.4969325153374233,0.6879432624113476,0.4907407407407407,0.5000000000000001,0.5220125786163523,0.5670731707317073,0.5067567567567567,0.6774193548387096,0.4294871794871795,0.6015037593984962,0.40780952380952384
8.97182845863987e-05,0.0,0.1292372881355932,0.12280701755255848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5792682926829268,0.4939024390243903,0.6163522012578618,0.5304878048780488,0.9930555555555556,0.7848101265822784,0.7405063291139241,0.5609756097560975,0.7125,0.7037037037037038,0.8343558282208589,0.6099290780141844,0.6068965517241379,0.9999999999999998,0.6062500000000001,0.7546012269938651,0.8226950354609929,0.787037037037037,0.5970149253731343,0.4905660377358492,0.6158536585365854,0.4932432432432432,0.7548387096774194,0.6666666666666665,0.8195488721804509,0.3792380952380953
0.0,0.0,0.23834745762711876,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4390243902439024,0.8109756097560975,0.7547169811320756,0.6951219512195121,0.6875,0.8987341772151898,0.8797468354430379,0.9268292682926828,1.0,0.8209876543209877,1.0,1.0,1.0,0.9999999999999998,0.56875,0.9018404907975459,0.8865248226950355,0.7777777777777777,1.0,1.0000000000000002,1.0,1.0,0.8193548387096773,0.7692307692307692,0.9999999999999998,0.4268571428571429
0.0,0.0,0.7018008474576269,0.022105263162960527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4878048780487805,0.8109756097560975,0.7987421383647799,0.774390243902439,0.7430555555555556,1.0,0.9430379746835442,1.0,1.0,0.8209876543209877,1.0,1.0,1.0,0.9876543209876544,0.56875,0.9079754601226996,0.9716312056737588,1.0,1.0,1.0000000000000002,1.0,1.0,0.8258064516129031,0.8974358974358974,0.9999999999999998,0.17923809523809528
0.0,0.0,0.17902542372881358,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.573170731707317,0.5723270440251573,0.5,1.0,0.7215189873417721,0.7088607594936709,0.5609756097560975,0.725,0.6666666666666667,0.8343558282208589,0.5815602836879434,0.5517241379310346,0.962962962962963,0.575,0.6257668711656442,0.7234042553191491,0.7314814814814814,0.6044776119402985,0.4339622641509435,0.6219512195121951,0.2297297297297297,0.7096774193548386,0.6987179487179486,0.7593984962406013,0.25542857142857145
