Fecha:,Luz (lux)
2018-05-05 22:37:39,1
2018-05-05 23:07:35,1
2018-05-05 23:37:39,1
2018-05-06 00:07:38,1
2018-05-06 00:37:38,1
2018-05-06 01:07:38,1
2018-05-06 01:37:38,1
2018-05-06 02:07:39,1
2018-05-06 02:37:39,1
2018-05-06 03:07:40,1
2018-05-06 03:37:42,1
2018-05-06 04:07:39,1
2018-05-06 04:37:39,1
2018-05-06 05:07:40,1
2018-05-06 05:37:40,11
2018-05-06 06:07:41,507
2018-05-06 06:37:37,4491
2018-05-06 07:07:37,6885
2018-05-06 07:37:38,34366
2018-05-06 08:07:38,20721
2018-05-06 08:37:34,17116
2018-05-06 09:07:34,35947
2018-05-06 09:37:35,38456
2018-05-06 10:07:39,24253
2018-05-06 10:37:42,33602
2018-05-06 11:07:39,36354
2018-05-06 11:37:36,40679
2018-05-06 12:07:36,43032
2018-05-06 12:37:40,47614
2018-05-06 13:07:38,41139
2018-05-06 13:37:39,48152
2018-05-06 14:07:37,41605
2018-05-06 14:37:39,24253
2018-05-06 15:07:38,22671
2018-05-06 15:37:40,18938
2018-05-06 16:07:34,27139
2018-05-06 16:37:40,11040
2018-05-06 17:07:43,7365
2018-05-06 17:37:39,3468
2018-05-06 18:07:41,507
2018-05-06 18:37:35,2
2018-05-06 19:07:35,1
2018-05-06 19:37:35,1
2018-05-06 20:07:39,1
2018-05-06 20:37:40,1
2018-05-06 21:07:36,1
2018-05-06 21:37:40,1
2018-05-06 22:07:36,1
2018-05-06 22:37:44,1
2018-05-06 23:07:39,1
2018-05-06 23:37:41,1
2018-05-07 00:07:36,1
2018-05-07 00:37:36,1
2018-05-07 01:07:38,1
2018-05-07 01:37:37,1
2018-05-07 02:07:38,1
2018-05-07 02:37:38,1
2018-05-07 03:07:34,1
2018-05-07 03:37:38,1
2018-05-07 04:07:38,1
2018-05-07 04:37:39,1
2018-05-07 05:07:39,1
2018-05-07 05:37:40,14
2018-05-07 06:07:40,1089
2018-05-07 06:37:41,4593
2018-05-07 07:07:40,11548
2018-05-07 07:37:36,16363
2018-05-07 08:07:36,13516
2018-05-07 08:37:37,22417
2018-05-07 09:07:41,18938
2018-05-07 09:37:38,20955
2018-05-07 10:07:38,33982
2018-05-07 10:37:34,35545
2018-05-07 11:07:34,46555
2018-05-07 11:37:39,43518
2018-05-07 12:07:35,42551
2018-05-07 12:37:35,49247
2018-05-07 13:07:35,32488
2018-05-07 13:37:39,48697
2018-05-07 14:07:36,45011
2018-05-07 14:37:35,42075
2018-05-07 15:07:36,8150
2018-05-07 15:37:40,22927
2018-05-07 16:07:39,13068
2018-05-07 16:37:38,8242
2018-05-07 17:07:37,2237
2018-05-07 17:37:37,743
2018-05-07 18:07:38,115
2018-05-07 18:37:38,1
2018-05-07 19:07:38,1
2018-05-07 19:37:39,1
2018-05-07 20:07:38,1
2018-05-07 20:37:38,1
2018-05-07 21:07:35,1
2018-05-07 21:37:39,1
2018-05-07 22:07:36,1
2018-05-07 22:37:35,1
2018-05-07 23:07:36,1
2018-05-07 23:37:37,1
2018-05-08 00:07:37,1
2018-05-08 00:37:41,1
2018-05-08 01:07:37,1
2018-05-08 01:37:37,1
2018-05-08 02:07:36,1
2018-05-08 02:37:37,1
2018-05-08 03:07:38,1
2018-05-08 03:37:38,1
2018-05-08 04:07:38,1
2018-05-08 04:37:38,1
2018-05-08 05:07:38,1
2018-05-08 05:37:39,14
2018-05-08 06:07:40,1443
2018-05-08 06:37:39,5082
2018-05-08 07:07:40,11548
2018-05-08 07:37:39,26536
2018-05-08 08:07:41,23449
2018-05-08 08:37:41,19810
2018-05-08 09:07:35,27139
2018-05-08 09:37:36,25655
2018-05-08 10:07:37,30029
2018-05-08 10:37:35,31765
2018-05-08 11:07:34,38891
2018-05-08 11:37:33,28708
2018-05-08 12:07:35,44010
2018-05-08 12:37:39,48152
2018-05-08 13:07:39,50367
2018-05-08 13:37:36,48152
2018-05-08 14:07:35,14788
2018-05-08 14:37:38,9978
2018-05-08 15:07:39,5751
2018-05-08 15:37:35,5751
2018-05-08 16:07:38,12777
2018-05-08 16:37:39,10320
2018-05-08 17:07:39,3353
2018-05-08 17:37:37,1727
2018-05-08 18:07:38,379
2018-05-08 18:37:37,2
2018-05-08 19:07:40,1
2018-05-08 19:37:38,1
2018-05-08 20:07:34,1
2018-05-08 20:37:36,1
2018-05-08 21:07:41,1
2018-05-08 21:37:35,1
2018-05-08 22:07:39,1
2018-05-08 22:37:42,1
2018-05-08 23:07:39,1
2018-05-08 23:37:40,1
2018-05-09 00:07:39,1
2018-05-09 00:37:39,1
2018-05-09 01:07:41,1
2018-05-09 01:37:41,1
2018-05-09 02:07:36,1
2018-05-09 02:37:37,1
2018-05-09 03:07:37,1
2018-05-09 03:37:37,1
2018-05-09 04:07:37,1
2018-05-09 04:37:37,1
2018-05-09 05:07:38,1
2018-05-09 05:37:38,14
2018-05-09 06:08:18,2930
2018-05-09 06:37:41,9119
2018-05-09 07:07:40,11419
2018-05-09 07:37:39,30029
2018-05-09 08:07:40,29693
2018-05-09 08:37:36,21919
2018-05-09 09:07:40,30712
2018-05-09 09:37:40,24253
2018-05-09 10:07:40,39775
2018-05-09 10:37:43,33602
2018-05-09 11:07:37,7041
2018-05-09 11:37:34,13980
2018-05-09 12:07:34,10320
2018-05-09 12:37:42,6963
2018-05-09 13:07:38,10674
2018-05-09 13:37:36,46035
2018-05-09 14:07:35,14788
2018-05-09 14:37:39,23449
2018-05-09 15:07:41,30029
2018-05-09 15:37:36,30712
2018-05-09 16:07:39,17116
2018-05-09 16:37:47,8242
2018-05-09 17:07:40,6582
2018-05-09 17:37:42,4391
2018-05-09 18:07:43,1053
2018-05-09 18:37:59,4
2018-05-09 19:07:41,1
2018-05-09 19:37:38,1
2018-05-09 20:07:38,1
2018-05-09 20:37:38,1
2018-05-09 21:07:38,1
2018-05-09 21:37:38,1
2018-05-09 22:07:38,1
2018-05-09 22:37:39,1
2018-05-09 23:07:39,1
2018-05-09 23:37:39,1
2018-05-10 00:07:39,1
2018-05-10 00:37:38,1
2018-05-10 01:07:39,1
2018-05-10 01:37:39,1
2018-05-10 02:07:40,1
2018-05-10 02:37:40,1
2018-05-10 03:07:40,1
2018-05-10 03:37:41,1
2018-05-10 04:07:37,1
2018-05-10 04:37:36,1
2018-05-10 05:07:38,1
2018-05-10 05:37:38,16
2018-05-10 06:07:38,2531
2018-05-10 06:37:38,6222
2018-05-10 07:07:41,9539
2018-05-10 07:38:20,13216
2018-05-10 08:07:39,14623
2018-05-10 08:37:35,17703
2018-05-10 09:07:40,23714
2018-05-10 09:37:40,20489
2018-05-10 10:07:44,24253
2018-05-10 10:37:45,32488
2018-05-10 11:07:42,36765
2018-05-10 11:37:43,43518
2018-05-10 12:07:37,35148
2018-05-10 12:37:38,46555
2018-05-10 13:07:37,24527
2018-05-10 13:37:38,48152
2018-05-10 14:07:38,52095
2018-05-10 14:37:35,48152
2018-05-10 15:07:44,48152
2018-05-10 15:37:39,23186
2018-05-10 16:07:35,40679
2018-05-10 16:37:40,33226
2018-05-10 17:07:40,6885
2018-05-10 17:37:38,1933
2018-05-10 18:07:35,21
2018-05-10 18:37:36,1
2018-05-10 19:07:37,1
2018-05-10 19:37:41,1
2018-05-10 20:07:39,1
2018-05-10 20:37:37,1
2018-05-10 21:07:34,1
2018-05-10 21:37:36,1
2018-05-10 22:07:39,1
2018-05-10 22:37:37,1
2018-05-10 23:07:37,1
2018-05-10 23:37:41,1
2018-05-11 00:07:37,1
2018-05-11 00:37:33,1
2018-05-11 01:07:36,1
2018-05-11 01:37:39,1
2018-05-11 02:07:37,1
2018-05-11 02:37:37,1
2018-05-11 03:07:37,1
2018-05-11 03:37:38,1
2018-05-11 04:07:37,1
2018-05-11 04:37:39,1
2018-05-11 05:07:40,1
2018-05-11 05:37:42,14
2018-05-11 06:07:38,920
2018-05-11 06:37:36,3710
2018-05-11 07:07:37,7041
2018-05-11 07:37:36,9432
2018-05-11 08:07:36,14298
2018-05-11 08:37:37,18517
2018-05-11 09:07:34,20034
2018-05-11 09:37:40,30029
2018-05-11 10:07:35,29693
2018-05-11 10:37:39,29693
2018-05-11 11:07:39,29361
2018-05-11 11:37:35,31059
2018-05-11 12:07:35,32855
2018-05-11 12:37:39,36765
2018-05-11 13:07:39,25085
2018-05-11 13:37:35,20489
2018-05-11 14:07:36,27139
2018-05-11 14:37:40,28070
2018-05-11 15:07:40,21919
2018-05-11 15:37:38,24253
2018-05-11 16:07:37,15820
2018-05-11 16:37:41,12354
2018-05-11 17:07:34,8917
2018-05-11 17:37:39,4804
2018-05-11 18:07:34,1192
2018-05-11 18:37:38,5
2018-05-11 19:07:38,1
2018-05-11 19:37:38,1
2018-05-11 20:07:39,1
2018-05-11 20:37:38,1
2018-05-11 21:07:39,1
2018-05-11 21:37:42,1
2018-05-11 22:07:41,1
2018-05-11 22:37:41,1
2018-05-11 23:07:39,1
2018-05-11 23:37:40,1
2018-05-12 00:07:41,1
2018-05-12 00:38:27,1
2018-05-12 01:07:40,1
2018-05-12 01:37:37,1
2018-05-12 02:07:37,1
2018-05-12 02:37:37,1
2018-05-12 03:07:37,1
2018-05-12 03:37:37,1
2018-05-12 04:07:38,1
2018-05-12 04:37:38,1
2018-05-12 05:07:39,1
2018-05-12 05:37:41,44
2018-05-12 06:07:41,3353
2018-05-12 06:37:40,8429
2018-05-12 07:07:36,14460
2018-05-12 07:37:36,20955
2018-05-12 08:07:37,27139
2018-05-12 08:37:33,22927
2018-05-12 09:07:34,32488
2018-05-12 09:37:37,23186
2018-05-12 10:07:38,32488
2018-05-12 10:37:34,47614
2018-05-12 11:07:34,31410
2018-05-12 11:37:38,14138
2018-05-12 12:07:39,19153
2018-05-12 12:37:35,25085
2018-05-12 13:07:35,42551
2018-05-12 13:37:35,48152
2018-05-12 14:07:43,50367
2018-05-12 14:37:40,43032
2018-05-12 15:07:37,44508
2018-05-12 15:37:37,39775
2018-05-12 16:07:57,36354
2018-05-12 16:37:47,31059
2018-05-12 17:07:33,18106
2018-05-12 17:37:33,3880
2018-05-12 18:07:33,795
2018-05-12 18:37:34,3
2018-05-12 19:07:34,1
2018-05-12 19:37:35,1
2018-05-12 20:07:34,1
2018-05-12 20:37:35,1
2018-05-12 21:07:38,1
2018-05-12 21:37:35,1
2018-05-12 22:07:39,1
2018-05-12 22:37:40,1
2018-05-12 23:07:36,1
2018-05-12 23:37:41,1
2018-05-13 00:07:40,1
2018-05-13 00:37:42,1
2018-05-13 01:07:37,1
2018-05-13 01:37:37,1
2018-05-13 02:07:37,1
2018-05-13 02:37:37,1
2018-05-13 03:07:38,1
2018-05-13 03:37:39,1
2018-05-13 04:07:37,1
2018-05-13 04:37:38,1
2018-05-13 05:07:34,1
2018-05-13 05:37:38,18
2018-05-13 06:07:43,1492
2018-05-13 06:37:39,5140
2018-05-13 07:07:39,10436
2018-05-13 07:37:36,14623
2018-05-13 08:07:36,12922
2018-05-13 08:37:41,12354
2018-05-13 09:07:37,15125
2018-05-13 09:37:37,18517
2018-05-13 10:07:39,33602
2018-05-13 10:37:35,16363
2018-05-13 11:07:36,26836
2018-05-13 11:37:34,24253
2018-05-13 12:07:34,24253
2018-05-13 12:37:37,22417
2018-05-13 13:07:34,17703
2018-05-13 13:37:35,23714
2018-05-13 14:07:35,24527
2018-05-13 14:37:36,15999
2018-05-13 15:07:35,17505
2018-05-13 15:37:39,19369
2018-05-13 16:07:35,15296
2018-05-13 16:37:38,11678
2018-05-13 17:07:37,3391
2018-05-13 17:37:34,2114
2018-05-13 18:07:33,463
2018-05-13 18:37:37,2
2018-05-13 19:07:35,1
2018-05-13 19:37:38,1
2018-05-13 20:07:38,1
2018-05-13 20:37:41,1
2018-05-13 21:07:34,1
2018-05-13 21:38:11,1
2018-05-13 22:07:39,1
2018-05-13 22:37:39,1
2018-05-13 23:07:39,1
2018-05-13 23:37:40,1
2018-05-14 00:07:36,1
2018-05-14 00:37:40,1
2018-05-14 01:07:41,1
2018-05-14 01:37:41,1
2018-05-14 02:07:37,1
2018-05-14 02:37:38,1
2018-05-14 03:07:38,1
2018-05-14 03:37:37,1
2018-05-14 04:07:37,1
2018-05-14 04:37:33,1
2018-05-14 05:07:34,1
2018-05-14 05:38:04,6
2018-05-14 06:07:34,920
2018-05-14 06:37:39,2708
2018-05-14 07:07:39,9327
2018-05-14 07:37:39,17903
2018-05-14 08:07:40,16924
2018-05-14 08:37:36,22927
2018-05-14 09:07:37,22167
2018-05-14 09:37:46,28387
2018-05-14 10:07:42,32124
2018-05-14 10:37:38,35545
2018-05-14 11:07:33,35545
2018-05-14 11:37:35,37601
2018-05-14 12:09:42,40679
2018-05-14 12:37:34,45520
2018-05-14 13:07:36,42551
2018-05-14 13:37:35,33226
2018-05-14 14:07:39,53280
2018-05-14 14:37:36,43032
2018-05-14 15:07:35,17903
2018-05-14 15:37:35,5140
2018-05-14 16:07:40,4294
2018-05-14 16:37:36,2163
2018-05-14 17:07:36,1030
2018-05-14 17:37:36,822
2018-05-14 18:07:39,178
2018-05-14 18:37:58,2
2018-05-14 19:07:38,1
2018-05-14 19:37:40,1
2018-05-14 20:07:44,1
2018-05-14 20:37:40,1
2018-05-14 21:07:38,1
2018-05-14 21:37:34,1
2018-05-14 22:07:42,1
2018-05-14 22:37:38,1
2018-05-14 23:07:38,1
2018-05-14 23:37:39,1
2018-05-15 00:07:38,1
2018-05-15 00:37:38,1
2018-05-15 01:07:39,1
2018-05-15 01:37:39,1
2018-05-15 02:07:40,1
2018-05-15 02:37:40,1
2018-05-15 03:07:41,1
2018-05-15 03:37:38,1
2018-05-15 04:07:37,1
2018-05-15 04:37:36,1
2018-05-15 05:07:37,1
2018-05-15 05:37:38,31
2018-05-15 06:07:39,1933
2018-05-15 06:37:35,7365
2018-05-15 07:07:35,11810
2018-05-15 07:37:36,21919
2018-05-15 08:07:40,17116
2018-05-15 08:37:39,34755
2018-05-15 09:07:35,21919
2018-05-15 09:37:36,39330
2018-05-15 10:07:39,40679
2018-05-15 10:37:37,20489
2018-05-15 11:07:37,43518
2018-05-15 11:37:41,39330
2018-05-15 12:07:38,46555
2018-05-15 12:37:35,46555
2018-05-15 13:07:36,48152
2018-05-15 13:37:36,51513
2018-05-15 14:07:36,52095
2018-05-15 14:37:36,45520
2018-05-15 15:07:36,44508
2018-05-15 15:37:38,42551
2018-05-15 16:11:05,39330
2018-05-15 16:37:35,33226
2018-05-15 17:07:38,21192
2018-05-15 17:37:35,13516
2018-05-15 18:07:35,1443
2018-05-15 18:37:37,7
2018-05-15 19:08:16,1
2018-05-15 19:37:34,1
2018-05-15 20:07:34,1
2018-05-15 20:37:34,1
2018-05-15 21:07:35,1
2018-05-15 21:37:39,1
2018-05-15 22:07:34,1
2018-05-15 22:37:35,1
2018-05-15 23:07:39,1
2018-05-15 23:37:36,1
2018-05-16 00:07:36,1
2018-05-16 00:37:36,1
2018-05-16 01:08:14,1
2018-05-16 01:37:37,1
2018-05-16 02:07:37,1
2018-05-16 02:37:41,1
2018-05-16 03:07:40,1
2018-05-16 03:37:40,1
2018-05-16 04:07:41,1
2018-05-16 04:37:36,1
2018-05-16 05:07:36,1
2018-05-16 05:37:39,8
2018-05-16 06:07:38,777
2018-05-16 06:37:34,1596
2018-05-16 07:07:34,5751
2018-05-16 07:37:35,10917
2018-05-16 08:07:40,16735
2018-05-16 08:37:36,19810
2018-05-16 09:07:36,15820
2018-05-16 09:37:36,20955
2018-05-16 10:07:40,28708
2018-05-16 10:37:37,28070
2018-05-16 11:07:37,32124
2018-05-16 11:37:37,29033
2018-05-16 12:07:34,34755
2018-05-16 12:37:35,4859
2018-05-16 13:07:39,8718
2018-05-16 13:37:34,13068
2018-05-16 14:07:41,20260
2018-05-16 14:37:37,13216
2018-05-16 15:07:37,10436
2018-05-16 15:37:59,14138
2018-05-16 16:07:34,15125
2018-05-16 16:37:34,6508
2018-05-16 17:07:35,4441
2018-05-16 17:37:48,1806
2018-05-16 18:07:41,490
2018-05-16 18:37:37,2
2018-05-16 19:07:41,1
2018-05-16 19:37:38,1
2018-05-16 20:07:39,1
2018-05-16 20:37:39,1
2018-05-16 21:07:40,1
2018-05-16 21:37:39,1
2018-05-16 22:07:40,1
2018-05-16 22:37:43,1
2018-05-16 23:07:40,1
2018-05-16 23:37:42,1
2018-05-17 00:07:42,1
2018-05-17 00:37:38,1
2018-05-17 01:07:39,1
2018-05-17 01:37:37,1
2018-05-17 02:07:37,1
2018-05-17 02:37:37,1
2018-05-17 03:07:38,1
2018-05-17 03:37:38,1
2018-05-17 04:07:38,1
2018-05-17 04:37:38,1
2018-05-17 05:07:39,1
2018-05-17 05:37:40,42
2018-05-17 06:07:39,2420
2018-05-17 06:37:40,7449
2018-05-17 07:07:41,6885
2018-05-17 07:37:37,13068
2018-05-17 08:07:36,16363
2018-05-17 08:37:37,31410
2018-05-17 09:07:40,23186
2018-05-17 09:37:54,38026
2018-05-17 10:07:38,28387
2018-05-17 10:37:34,36765
2018-05-17 11:07:34,36354
2018-05-17 11:37:36,42075
2018-05-17 12:07:34,43518
2018-05-17 12:37:35,34366
2018-05-17 13:07:36,21432
2018-05-17 13:37:49,20260
2018-05-17 14:07:36,52095
2018-05-17 14:37:36,35947
2018-05-17 15:07:39,27446
2018-05-17 15:37:36,22671
2018-05-17 16:07:36,31765
2018-05-17 16:37:42,23714
2018-05-17 17:07:41,9017
2018-05-17 17:37:38,3969
2018-05-17 18:07:38,1018
2018-05-17 18:37:37,5
2018-05-17 19:07:37,1
2018-05-17 19:37:38,1
2018-05-17 20:07:40,1
2018-05-17 20:37:36,1
2018-05-17 21:07:39,1
2018-05-17 21:37:40,1
2018-05-17 22:07:39,1
2018-05-17 22:38:36,1
2018-05-17 23:07:39,1
2018-05-17 23:37:35,1
2018-05-18 00:07:36,1
2018-05-18 00:37:43,1
2018-05-18 01:07:36,1
2018-05-18 01:37:40,1
2018-05-18 02:07:37,1
2018-05-18 02:37:40,1
2018-05-18 03:07:39,1
2018-05-18 03:37:35,1
2018-05-18 04:07:35,1
2018-05-18 04:37:40,1
2018-05-18 05:07:41,1
2018-05-18 05:37:58,26
2018-05-18 06:07:41,1192
2018-05-18 06:37:38,3099
2018-05-18 07:07:38,7449
2018-05-18 07:37:38,18517
2018-05-18 08:07:37,14298
2018-05-18 08:37:36,26536
2018-05-18 09:07:34,17116
2018-05-18 09:37:38,17116
2018-05-18 10:07:38,25946
2018-05-18 10:37:38,24805
2018-05-18 11:07:41,27446
2018-05-18 11:37:38,19588
2018-05-18 12:07:38,21192
2018-05-18 12:37:38,19588
2018-05-18 13:07:33,20260
2018-05-18 13:38:11,15820
2018-05-18 14:07:34,15644
2018-05-18 14:37:34,6222
2018-05-18 15:07:33,1233
2018-05-18 15:37:37,1427
2018-05-18 16:07:34,1868
2018-05-18 16:37:34,952
2018-05-18 17:07:34,438
2018-05-18 17:37:38,258
2018-05-18 18:07:36,45
2018-05-18 18:37:39,1
2018-05-18 19:07:35,1
2018-05-18 19:39:10,1
2018-05-18 20:07:38,1
2018-05-18 20:37:37,1
2018-05-18 21:07:37,1
2018-05-18 21:37:36,1
2018-05-18 22:07:36,1
2018-05-18 22:37:54,1
2018-05-18 23:07:38,1
2018-05-18 23:37:38,1
2018-05-19 00:07:37,1
2018-05-19 00:37:34,1
2018-05-19 01:07:34,1
2018-05-19 01:37:38,1
2018-05-19 02:07:34,1
2018-05-19 02:37:35,1
2018-05-19 03:07:38,1
2018-05-19 03:37:36,1
2018-05-19 04:07:35,1
2018-05-19 04:37:36,1
2018-05-19 05:07:41,1
2018-05-19 05:37:42,40
2018-05-19 06:07:40,1806
2018-05-19 06:37:43,5082
2018-05-19 07:07:55,9432
2018-05-19 07:37:37,15999
2018-05-19 08:07:37,27446
2018-05-19 08:37:37,26239
2018-05-19 09:07:38,33226
2018-05-19 09:37:38,36354
2018-05-19 10:07:34,37601
2018-05-19 10:37:38,39330
2018-05-19 11:07:35,37180
2018-05-19 11:37:35,39775
2018-05-19 12:07:36,43032
2018-05-19 12:37:35,50937
2018-05-19 13:07:39,34366
2018-05-19 13:38:16,28070
2018-05-19 14:07:40,27446
2018-05-19 14:37:40,35545
2018-05-19 15:07:37,41139
2018-05-19 15:37:47,10795
2018-05-19 16:07:38,12777
2018-05-19 16:37:37,9756
2018-05-19 17:07:38,3880
2018-05-19 17:37:34,1233
2018-05-19 18:07:38,567
2018-05-19 18:37:38,1
2018-05-19 19:07:35,1
2018-05-19 19:37:39,1
2018-05-19 20:07:36,1
2018-05-19 20:37:39,1
2018-05-19 21:07:39,1
2018-05-19 21:37:36,1
2018-05-19 22:07:36,1
2018-05-19 22:37:37,1
2018-05-19 23:07:42,1
2018-05-19 23:37:38,1
2018-05-20 00:07:37,1
2018-05-20 00:37:36,1
2018-05-20 01:07:37,1
2018-05-20 01:37:37,1
2018-05-20 02:07:37,1
2018-05-20 02:37:38,1
2018-05-20 03:07:38,1
2018-05-20 03:37:38,1
2018-05-20 04:07:38,1
2018-05-20 04:37:38,1
2018-05-20 05:07:39,1
2018-05-20 05:37:43,25
2018-05-20 06:07:39,841
2018-05-20 06:37:40,2589
2018-05-20 07:07:41,5082
2018-05-20 07:37:42,7533
2018-05-20 08:07:38,9327
2018-05-20 08:37:38,12216
2018-05-20 09:07:33,16924
2018-05-20 09:37:35,12922
2018-05-20 10:07:34,25655
2018-05-20 10:37:33,33226
2018-05-20 11:07:35,41139
2018-05-20 11:37:34,39330
2018-05-20 12:07:34,33982
2018-05-20 12:37:38,40679
2018-05-20 13:07:35,29361
2018-05-20 13:37:47,35947
2018-05-20 14:07:36,46035
2018-05-20 14:37:36,30368
2018-05-20 15:07:37,26536
2018-05-20 15:37:39,40679
2018-05-20 16:07:37,41139
2018-05-20 16:37:38,29033
2018-05-20 17:07:34,6508
2018-05-20 17:37:37,3924
2018-05-20 18:07:37,600
2018-05-20 18:37:40,3
2018-05-20 19:07:39,1
2018-05-20 19:37:49,1
2018-05-20 20:07:39,1
2018-05-20 20:37:38,1
2018-05-20 21:07:39,1
2018-05-20 21:37:40,1
2018-05-20 22:07:39,1
2018-05-20 22:37:43,1
2018-05-20 23:07:48,1
2018-05-20 23:37:40,1
2018-05-21 00:07:40,1
2018-05-21 00:37:39,1
2018-05-21 01:07:39,1
2018-05-21 01:37:36,1
2018-05-21 02:07:39,1
2018-05-21 02:37:41,1
2018-05-21 03:07:40,1
2018-05-21 03:37:41,1
2018-05-21 04:07:38,1
2018-05-21 04:37:36,1
2018-05-21 05:07:36,1
2018-05-21 05:37:38,18
2018-05-21 06:07:37,813
2018-05-21 06:37:45,5816
2018-05-21 07:07:39,10795
2018-05-21 07:37:35,15296
2018-05-21 08:07:37,18310
2018-05-21 08:37:35,25946
2018-05-21 09:07:35,25655
2018-05-21 09:37:36,22671
2018-05-21 10:07:36,15469
2018-05-21 10:37:39,8058
2018-05-21 11:07:39,21674
2018-05-21 11:37:36,15296
2018-05-21 12:07:36,14460
2018-05-21 12:37:38,15820
2018-05-21 13:07:39,25946
2018-05-21 13:37:43,22167
2018-05-21 14:07:37,18938
2018-05-21 14:37:33,19369
2018-05-21 15:07:34,15999
2018-05-21 15:37:38,13365
2018-05-21 16:07:35,9756
2018-05-21 16:37:39,7121
2018-05-21 17:08:19,4294
2018-05-21 17:37:40,1689
2018-05-21 18:07:35,370
2018-05-21 18:37:39,2
2018-05-21 19:07:36,1
2018-05-21 19:37:39,1
2018-05-21 20:07:41,1
2018-05-21 20:37:41,1
2018-05-21 21:07:37,1
2018-05-21 21:37:37,1
2018-05-21 22:07:37,1
2018-05-21 22:37:42,1
2018-05-21 23:07:37,1
2018-05-21 23:37:38,1
2018-05-22 00:07:38,1
2018-05-22 00:37:38,1
2018-05-22 01:07:37,1
2018-05-22 01:37:38,1
2018-05-22 02:07:39,1
2018-05-22 02:37:40,1
2018-05-22 03:07:39,1
2018-05-22 03:37:40,1
2018-05-22 04:07:39,1
2018-05-22 04:37:40,1
2018-05-22 05:07:39,1
2018-05-22 05:37:37,54
2018-05-22 06:07:37,2832
2018-05-22 06:37:38,5437
2018-05-22 07:07:38,5198
2018-05-22 07:37:38,9119
2018-05-22 08:07:35,19810
2018-05-22 08:37:35,25655
2018-05-22 09:07:36,33602
2018-05-22 09:37:38,39330
2018-05-22 10:07:39,32488
2018-05-22 10:37:42,32855
2018-05-22 11:07:35,40225
2018-05-22 11:37:40,38456
2018-05-22 12:07:37,46555
2018-05-22 12:37:38,50367
2018-05-22 13:07:36,23449
2018-05-22 13:37:39,20034
2018-05-22 14:07:37,22167
2018-05-22 14:37:37,44010
2018-05-22 15:07:46,16180
2018-05-22 15:37:43,13669
2018-05-22 16:07:38,11678
2018-05-22 16:37:37,9866
2018-05-22 17:07:41,9222
2018-05-22 17:37:38,6153
2018-05-22 18:07:33,2187
