,Luz (lux)
2688,30368
2689,20955
2690,15820
2691,25085
2692,24253
2693,14460
2694,12493
2695,12635
2696,25655
2697,26239
2698,39330
2699,18310
2700,23186
2701,23186
2702,28708
2703,16735
2704,14956
2705,9647
2706,4645
2707,1077
2708,4
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,1
2731,55
2732,2091
2733,1633
2734,6084
2735,21674
2736,30029
2737,21192
2738,22927
2739,23186
2740,28708
2741,32488
2742,41605
2743,29033
2744,40679
2745,20955
2746,24253
2747,28387
2748,27139
2749,25655
2750,20260
2751,19810
2752,14460
2753,9647
2754,3880
2755,962
2756,5
2757,1
2758,1
2759,1
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,1
2777,1
2778,1
2779,39
2780,2560
2781,4246
2782,4969
2783,7365
2784,18106
2785,19153
2786,19810
2787,41605
2788,28070
2789,31765
2790,33226
2791,49247
2792,47614
2793,48697
2794,40225
2795,34366
2796,46035
2797,39775
2798,31410
2799,24805
2800,17116
2801,12079
2802,6656
2803,1526
2804,7
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,62
2828,2091
2829,9017
2830,15999
2831,22167
2832,27446
2833,17116
2834,9327
2835,18727
2836,19810
2837,32124
2838,34755
2839,32855
2840,47614
2841,37180
2842,46555
2843,41605
2844,41605
2845,37601
2846,30368
2847,24253
2848,13516
2849,8242
2850,5140
2851,1379
2852,5
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,1
2875,63
2876,1065
2877,2648
2878,4804
2879,6963
2880,7201
2881,12354
2882,18106
2883,25655
2884,23982
2885,22167
2886,33602
2887,20489
2888,16924
2889,18727
2890,38891
2891,27446
2892,36354
2893,18517
2894,20721
2895,19153
2896,11165
2897,6963
2898,2708
2899,530
2900,2
2901,1
2902,1
2903,1
2904,1
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,66
2924,1205
2925,3241
2926,9222
2927,12216
2928,15999
2929,19810
2930,14623
2931,16363
2932,35545
2933,21674
2934,21919
2935,19588
2936,43032
2937,48697
2938,47082
2939,25369
2940,29361
2941,22927
2942,25085
2943,23186
2944,14956
2945,11678
2946,5751
2947,1411
2948,5
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,1
2970,1
2971,15
2972,1427
2973,6436
2974,2897
2975,14298
2976,19153
2977,27756
2978,39330
2979,25655
2980,31765
2981,13669
2982,37601
2983,23449
2984,30368
2985,25369
2986,48697
2987,43032
2988,25085
2989,16735
2990,32855
2991,15296
2992,17903
2993,10917
2994,5816
2995,1443
2996,6
2997,1
2998,1
2999,1
3000,1
3001,1
3002,1
3003,1
3004,1
3005,1
3006,1
3007,1
3008,1
3009,1
3010,1
3011,1
3012,1
3013,1
3014,1
3015,129
3016,2560
3017,4751
3018,8917
3019,10554
3020,23186
3021,22417
3022,22417
3023,26836
3024,32488
3025,31765
3026,27446
3027,33982
3028,31410
3029,46035
3030,27756
3031,23186
3032,7704
3033,15296
3034,20260
3035,7041
3036,2447
3037,962
3038,6
3039,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,71
3062,2589
3063,8817
3064,5025
3065,14298
3066,15469
3067,31059
3068,23449
3069,38456
3070,37601
3071,40225
3072,33602
3073,41139
3074,45011
3075,46555
3076,33226
3077,49247
3078,23714
3079,27756
3080,32855
3081,20721
3082,6364
3083,4593
3084,2187
3085,536
3086,3
3087,1
3088,1
3089,1
3090,1
3091,1
3092,1
3093,1
3094,1
3095,1
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,168
3110,1827
3111,1578
3112,8242
3113,7704
3114,8718
3115,5882
3116,34366
3117,19810
3118,18938
3119,29693
3120,38026
3121,33226
3122,32488
3123,26239
3124,34366
3125,45520
3126,25369
3127,46035
3128,15820
3129,14138
3130,14623
3131,11548
3132,3837
3133,822
3134,4
3135,1
3136,1
3137,1
3138,1
3139,1
3140,1
3141,1
3142,1
3143,1
3144,1
3145,1
3146,1
3147,1
3148,1
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3157,92
3158,1786
3159,3627
3160,18106
3161,14956
3162,13365
3163,22167
3164,17703
3165,33226
3166,40225
3167,23714
3168,38891
3169,45011
3170,31765
3171,28387
3172,28708
3173,21432
3174,17903
3175,14298
3176,13216
3177,16548
3178,10090
3179,5198
3180,2801
3181,657
3182,1
3183,1
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,92
3206,890
3207,4294
3208,4751
3209,6885
3210,9978
3211,12493
3212,17116
3213,20955
3214,19588
3215,13216
3216,15469
3217,23449
3218,32855
3219,28070
3220,35148
3221,35545
3222,24527
3223,30029
3224,36354
3225,14956
3226,16363
3227,11291
3228,6656
3229,1018
3230,3
3231,1
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,182
3254,4391
3255,5082
3256,4698
3257,5198
3258,3205
3259,15296
3260,17703
3261,27446
3262,3837
3263,42075
3264,27756
3265,19810
3266,24527
3267,35947
3268,31410
3269,43032
3270,42551
3271,36765
3272,35545
3273,26239
3274,17309
3275,12777
3276,8335
3277,1152
3278,4
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,1
3286,1
3287,1
3288,1
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,92
3302,1999
3303,5140
3304,10090
3305,18727
3306,16735
3307,18727
3308,9327
3309,8817
3310,12493
3311,26239
3312,25369
3313,30712
3314,27756
3315,31765
3316,31059
3317,22167
3318,19369
3319,18727
3320,13669
3321,5623
3322,6656
3323,3587
3324,1275
3325,474
3326,2
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,1
3344,1
3345,1
3346,1
3347,1
3348,1
3349,197
3350,2897
3351,6364
3352,14623
3353,20721
3354,25946
3355,20489
3356,31059
3357,23449
3358,39775
3359,40679
3360,39330
3361,44010
3362,46035
3363,44508
3364,31410
3365,44010
3366,41605
3367,37601
3368,23186
3369,13980
3370,11944
3371,10090
3372,6885
3373,1053
3374,5
3375,1
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,1
3383,1
3384,1
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,1
3396,1
3397,136
3398,1911
3399,4391
3400,13824
3401,21192
3402,17505
3403,16180
3404,22417
3405,36765
3406,39775
3407,35947
3408,39775
3409,43032
3410,46035
3411,45011
3412,41605
3413,44010
3414,45011
3415,38456
3416,19810
3417,17116
3418,9866
3419,5882
3420,4198
3421,1443
3422,4
3423,1
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,1
3431,1
3432,1
3433,1
3434,1
3435,1
3436,1
3437,1
3438,1
3439,1
3440,1
3441,1
3442,1
3443,1
3444,1
3445,316
3446,3794
3447,7879
3448,12079
3449,22927
3450,26836
3451,31765
3452,20260
3453,19588
3454,29693
3455,27756
3456,40679
3457,43518
3458,47614
3459,45520
3460,47082
3461,42551
3462,40679
3463,34755
3464,29361
3465,24253
3466,17703
3467,10795
3468,5561
3469,1727
3470,5
3471,1
3472,1
3473,1
3474,1
3475,1
3476,1
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,1
3490,1
3491,1
3492,1
3493,443
3494,3837
3495,9017
3496,14298
3497,20260
3498,18517
3499,30029
3500,32488
3501,29033
3502,25655
3503,41139
3504,38891
3505,41139
3506,43518
3507,25946
3508,47082
3509,27756
3510,25946
3511,13669
3512,11419
3513,8917
3514,9327
3515,5316
3516,3353
3517,710
3518,4
3519,1
3520,1
3521,1
3522,1
3523,1
3524,1
3525,1
3526,1
3527,1
3528,1
3529,1
3530,1
3531,1
3532,1
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,1
3540,1
3541,419
3542,3429
3543,5082
3544,12354
3545,17903
3546,20260
3547,20721
3548,24253
3549,31765
3550,31765
3551,22927
3552,40225
3553,42075
3554,43032
3555,28387
3556,48697
3557,43518
3558,41139
3559,38456
3560,26239
3561,26836
3562,12216
3563,10320
3564,5025
3565,973
3566,5
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,1
3585,1
3586,1
3587,1
3588,1
3589,410
3590,3353
3591,9119
3592,14956
3593,14623
3594,18310
3595,22167
3596,25369
3597,32124
3598,39775
3599,45011
3600,28708
3601,44010
3602,44508
3603,48697
3604,24527
3605,46035
3606,44010
3607,36354
3608,31765
3609,25085
3610,17116
3611,10554
3612,5140
3613,1165
3614,5
3615,1
3616,1
3617,1
3618,1
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3633,1
3634,1
3635,1
3636,1
3637,191
3638,2212
3639,4914
3640,7449
3641,10090
3642,27756
3643,22167
3644,36765
3645,31059
3646,27139
3647,49804
3648,23714
3649,30029
3650,33982
3651,34366
3652,40679
3653,45011
3654,48697
3655,27756
3656,16735
3657,30368
3658,22417
3659,16735
3660,8335
3661,1304
3662,4
3663,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3673,1
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3680,1
3681,1
3682,1
3683,1
3684,1
3685,549
3686,4859
3687,10436
3688,11040
3689,17116
3690,17703
3691,9647
3692,14956
3693,24527
3694,29033
3695,40225
3696,29033
3697,31410
3698,47614
3699,30712
3700,20721
3701,46035
3702,47082
3703,42075
3704,35545
3705,29693
3706,22417
3707,12635
3708,5816
3709,1427
3710,6
3711,1
3712,1
3713,1
3714,1
3715,1
3716,1
3717,1
3718,1
3719,1
3720,1
3721,1
3722,1
3723,1
3724,1
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,313
3734,2738
3735,11810
3736,14788
3737,11678
3738,31410
3739,20034
3740,24527
3741,32855
3742,41139
3743,40679
3744,27139
3745,30712
3746,23449
3747,48697
3748,30029
3749,48697
3750,27139
3751,45520
3752,35947
3753,21192
3754,26239
3755,14298
3756,6656
3757,1334
3758,3
3759,1
3760,1
3761,1
3762,1
3763,1
3764,1
3765,1
3766,1
3767,1
3768,1
3769,1
3770,1
3771,1
3772,1
3773,1
3774,1
3775,1
3776,1
3777,1
3778,1
3779,1
3780,1
3781,186
3782,490
3783,1578
3784,1152
3785,8058
3786,7449
3787,13068
3788,10320
3789,26536
3790,35148
3791,32124
3792,17703
3793,38026
3794,35148
3795,37180
3796,27139
3797,40679
3798,28708
3799,42551
3800,43032
3801,10204
3802,12079
3803,9432
3804,4914
3805,931
3806,2
3807,1
3808,1
3809,1
3810,1
3811,1
3812,1
3813,1
3814,1
3815,1
3816,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,1
3828,1
3829,350
3830,3710
3831,3880
3832,11291
3833,14138
3834,14298
3835,16548
3836,7283
3837,21432
3838,15125
3839,18106
3840,20034
3841,29693
3842,31059
3843,38891
3844,35545
3845,52095
3846,50367
3847,40679
3848,27446
3849,10320
3850,31059
3851,15469
3852,7121
3853,1411
3854,4
3855,1
3856,1
3857,1
3858,1
3859,1
3860,1
3861,1
3862,1
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,1
3871,1
3872,1
3873,1
3874,1
3875,1
3876,1
3877,703
3878,3924
3879,7201
3880,22671
3881,18727
3882,38026
3883,20955
3884,20489
3885,36765
3886,15644
3887,25369
3888,40225
3889,30029
3890,36765
3891,48152
3892,52095
3893,33226
3894,52684
3895,19810
3896,40225
3897,32488
3898,26836
3899,16548
3900,8150
3901,1561
3902,5
3903,1
3904,1
3905,1
3906,1
3907,1
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,1
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,1
3925,424
3926,4391
3927,13216
3928,17116
3929,23982
3930,32488
3931,33226
3932,21432
3933,29361
3934,33982
3935,31059
3936,39330
3937,39775
3938,48152
3939,47082
3940,45520
3941,49247
3942,47614
3943,40225
3944,41139
3945,30712
3946,24805
3947,18727
3948,9222
3949,1848
3950,4
3951,1
3952,1
3953,1
3954,1
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3961,1
3962,1
3963,1
3964,1
3965,1
3966,1
3967,1
3968,1
3969,1
3970,1
3971,1
3972,1
3973,841
3974,10090
3975,11291
3976,13516
3977,19153
3978,22927
3979,29693
3980,25655
3981,40679
3982,41605
3983,40679
3984,43032
3985,42075
3986,49247
3987,48152
3988,47082
3989,49804
3990,50937
3991,44010
3992,39330
3993,32855
3994,25369
3995,14956
3996,4645
3997,920
3998,2
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,1
4008,1
4009,1
4010,1
4011,1
4012,1
4013,1
4014,1
4015,1
4016,1
4017,1
4018,1
4019,1
4020,1
4021,267
4022,3468
4023,9866
4024,18310
4025,24253
4026,29033
4027,36354
4028,36354
4029,25369
4030,35148
4031,22167
4032,42075
4033,30712
4034,26836
4035,47614
4036,48152
4037,49247
4038,52095
4039,45520
4040,40679
4041,33982
4042,25655
4043,12354
4044,3507
4045,890
4046,4
4047,1
4048,1
4049,1
4050,1
4051,1
4052,1
4053,1
4054,1
4055,1
4056,1
4057,1
4058,1
4059,1
4060,1
4061,1
4062,1
4063,1
4064,1
4065,1
4066,1
4067,1
4068,2
4069,735
4070,5316
4071,15296
4072,17903
4073,22671
4074,29361
4075,30712
4076,20260
4077,35947
4078,38026
4079,41139
4080,35148
4081,41139
4082,46555
4083,44010
4084,48152
4085,49247
4086,49804
4087,43032
4088,38891
4089,33226
4090,30029
4091,13669
4092,6656
4093,941
4094,4
4095,1
4096,1
4097,1
4098,1
4099,1
4100,1
4101,1
4102,1
4103,1
4104,1
4105,1
4106,1
4107,1
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,1
4116,1
4117,649
4118,6963
4119,12635
4120,17116
4121,25655
4122,20721
4123,17116
4124,36765
4125,36354
4126,24253
4127,39775
4128,40225
4129,40225
4130,45520
4131,45520
4132,49804
4133,49247
4134,50367
4135,44508
4136,39775
4137,31410
4138,23714
4139,14298
4140,7201
4141,1806
4142,4
4143,1
4144,1
4145,1
4146,1
4147,1
4148,1
4149,1
4150,1
4151,1
4152,1
4153,1
4154,1
4155,1
4156,1
4157,1
4158,1
4159,1
4160,1
4161,1
4162,1
4163,1
4164,2
4165,941
4166,5140
4167,12079
4168,16735
4169,27756
4170,31410
4171,36765
4172,19369
4173,35545
4174,38026
4175,40225
4176,37601
4177,38456
4178,27139
4179,28387
4180,51513
4181,48697
4182,31410
4183,44508
4184,38456
4185,20955
4186,27756
4187,13068
4188,8817
4189,1192
4190,3
4191,1
4192,1
4193,1
4194,1
4195,1
4196,1
4197,1
4198,1
4199,1
4200,1
4201,1
4202,1
4203,1
4204,1
4205,1
4206,1
4207,1
4208,1
4209,1
4210,1
4211,1
4212,1
4213,387
4214,1077
4215,5316
4216,13516
4217,12493
4218,13516
4219,15469
4220,18106
4221,31059
4222,28708
4223,28070
4224,35947
4225,35545
4226,44508
4227,46555
4228,46555
4229,50937
4230,45011
4231,22167
4232,42075
4233,19153
4234,10795
4235,11291
4236,3099
4237,443
4238,2
4239,1
4240,1
4241,1
4242,1
4243,1
4244,1
4245,1
4246,1
4247,1
4248,1
4249,1
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,1
4261,366
4262,1509
4263,2864
4264,7121
4265,17309
4266,36354
4267,25946
4268,36354
4269,45011
4270,23449
4271,19810
4272,40225
4273,20955
4274,47614
4275,45011
4276,49804
4277,52684
4278,52095
4279,50367
4280,30712
4281,14623
4282,7449
4283,735
4284,354
4285,68
4286,1
4287,1
4288,1
4289,1
4290,1
4291,1
4292,1
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,1
4304,1
4305,1
4306,1
4307,1
4308,3
4309,1053
4310,7121
4311,16548
4312,20034
4313,26836
4314,32124
4315,38026
4316,32855
4317,44010
4318,21674
4319,44508
4320,40679
4321,46035
4322,47082
4323,37180
4324,33226
4325,29693
4326,38026
4327,24253
4328,25655
4329,23186
4330,13824
4331,8242
4332,5437
4333,984
4334,2
4335,1
4336,1
4337,1
4338,1
4339,1
4340,1
4341,1
4342,1
4343,1
4344,1
4345,1
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,1
4354,1
4355,1
4356,4
4357,1999
4358,7618
4359,12922
4360,9756
4361,25369
4362,18310
4363,30712
4364,21192
4365,8817
4366,4969
4367,14138
4368,19153
4369,11548
4370,26536
4371,27139
4372,26536
4373,26536
4374,21674
4375,25369
4376,20721
4377,20955
4378,15644
4379,12493
4380,7618
4381,920
4382,3
4383,1
4384,1
4385,1
4386,1
4387,1
4388,1
4389,1
4390,1
4391,1
4392,1
4393,1
4394,1
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,1
4404,2
4405,594
4406,4542
4407,11548
4408,8817
4409,11419
4410,17116
4411,25085
4412,25655
4413,40225
4414,39330
4415,37180
4416,38456
4417,33226
4418,41139
4419,47614
4420,33982
4421,29361
4422,18517
4423,48697
4424,43518
4425,33982
4426,19810
4427,13068
4428,7533
4429,1205
4430,3
4431,1
4432,1
4433,1
4434,1
4435,1
4436,1
4437,1
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,1
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,1
4452,1
4453,116
4454,1999
4455,4246
4456,18727
4457,23982
4458,38456
4459,39775
4460,24805
4461,21192
4462,30712
4463,35545
4464,42075
4465,44010
4466,46035
4467,47082
4468,48152
4469,49804
4470,52095
4471,48697
4472,42551
4473,33602
4474,23714
4475,10090
4476,2618
4477,628
4478,3
4479,1
4480,1
4481,1
4482,1
4483,1
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,1
4493,1
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,1
4501,55
4502,400
4503,2963
4504,9222
4505,10204
4506,11165
4507,33226
4508,28070
4509,33226
4510,29033
4511,11678
4512,29033
4513,26536
4514,21192
4515,22417
4516,22417
4517,25369
4518,27139
4519,33602
4520,44010
4521,10554
4522,6436
4523,4593
4524,3278
4525,2801
4526,507
4527,2
4528,1
4529,1
4530,1
4531,1
4532,1
4533,1
4534,1
4535,1
4536,1
4537,1
4538,1
4539,1
4540,1
4541,1
4542,1
4543,1
4544,1
4545,1
4546,1
4547,1
4548,1
4549,4
4550,1178
4551,5437
4552,8718
4553,22417
4554,25369
4555,30029
4556,35947
4557,36354
4558,31410
4559,35148
4560,39775
4561,30712
4562,34755
4563,34366
4564,44010
4565,22671
4566,23449
4567,28708
4568,7879
4569,9756
4570,7791
4571,4198
4572,2996
4573,1578
4574,335
4575,1
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,1
4589,1
4590,1
4591,1
4592,1
4593,1
4594,1
4595,1
4596,1
4597,3
4598,448
4599,2420
4600,4246
4601,4491
4602,12216
4603,20955
4604,24805
4605,36354
4606,18517
4607,17116
4608,16924
4609,39775
4610,42551
4611,40679
4612,43032
4613,45520
4614,47082
4615,44508
4616,20721
4617,24253
4618,20489
4619,12493
4620,7365
4621,4698
4622,890
4623,2
4624,1
4625,1
4626,1
4627,1
4628,1
4629,1
4630,1
4631,1
4632,1
4633,1
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,1
4641,1
4642,1
4643,1
4644,1
4645,5
4646,1152
4647,4342
4648,7704
4649,8524
4650,14138
4651,17903
4652,25085
4653,33602
4654,37601
4655,37601
4656,39775
4657,44508
4658,48697
4659,46555
4660,46555
4661,49247
4662,52095
4663,38026
4664,52095
4665,25655
4666,34755
4667,24253
4668,10320
4669,3241
4670,1127
4671,4
4672,1
4673,1
4674,1
4675,1
4676,1
4677,1
4678,1
4679,1
4680,1
4681,1
4682,1
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,1
4692,1
4693,1
4694,286
4695,1633
4696,3710
4697,4151
4698,9978
4699,14623
4700,17116
4701,25655
4702,35947
4703,29033
4704,35947
4705,33226
4706,38026
4707,38456
4708,37180
4709,30368
4710,31059
4711,34755
4712,27756
4713,20955
4714,9222
4715,6582
4716,3099
4717,1806
4718,182
4719,1
4720,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,1
4727,1
4728,1
4729,1
4730,1
4731,1
4732,1
4733,1
4734,1
4735,1
4736,1
4737,1
4738,1
4739,1
4740,1
4741,6
4742,1205
4743,8817
4744,17116
4745,25369
4746,25085
4747,19588
4748,21674
4749,38891
4750,38026
4751,37180
4752,23982
4753,27446
4754,32488
4755,22167
4756,17505
4757,26836
4758,27139
4759,31059
4760,17309
4761,7449
4762,4593
4763,1509
4764,2262
4765,1275
4766,244
4767,1
4768,1
4769,1
4770,1
4771,1
4772,1
4773,1
4774,1
4775,1
4776,1
4777,1
4778,1
4779,1
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,1
4788,1
4789,4
4790,302
4791,4645
4792,6656
4793,7283
4794,7879
4795,21432
4796,13669
4797,3547
4798,8058
4799,9539
4800,21919
4801,28070
4802,33602
4803,25655
4804,38026
4805,20955
4806,10674
4807,12079
4808,11548
4809,7704
4810,1848
4811,2187
4812,3241
4813,920
4814,327
4815,2
4816,1
4817,1
4818,1
4819,1
4820,1
4821,1
4822,1
4823,1
4824,1
4825,1
4826,1
4827,1
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,1
4835,1
4836,1
4837,4
4838,635
4839,6364
4840,10090
4841,13068
4842,14623
4843,21919
4844,30712
4845,21674
4846,30712
4847,37180
4848,35148
4849,27446
4850,23186
4851,36765
4852,28070
4853,25085
4854,22167
4855,20955
4856,21919
4857,19810
4858,28387
4859,17903
4860,8718
4861,1954
4862,306
4863,1
4864,1
4865,1
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,1
4874,1
4875,1
4876,1
4877,1
4878,1
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,3
4886,890
4887,1427
4888,6153
4889,4645
4890,6084
4891,6885
4892,12777
4893,21432
4894,20034
4895,23714
4896,8718
4897,7618
4898,13980
4899,11548
4900,25946
4901,13669
4902,26536
4903,23982
4904,20260
4905,17505
4906,12354
4907,8429
4908,5376
4909,2769
4910,146
4911,1
4912,1
4913,1
4914,1
4915,1
4916,1
4917,1
4918,1
4919,1
4920,1
4921,1
4922,1
4923,1
4924,1
4925,1
4926,1
4927,1
4928,1
4929,1
4930,1
4931,1
4932,1
4933,1
4934,362
4935,2648
4936,3794
4937,5316
4938,13068
4939,13824
4940,7533
4941,16735
4942,16548
4943,20260
4944,17703
4945,35148
4946,28708
4947,33602
4948,34366
4949,11419
4950,19153
4951,13365
4952,5498
4953,4751
4954,3205
4955,3587
4956,2560
4957,1192
4958,126
4959,1
4960,1
4961,1
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,1
4971,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,1
4978,1
4979,1
4980,1
4981,5
4982,795
4983,1127
4984,6582
4985,8524
4986,15296
4987,17309
4988,25085
4989,11678
4990,23449
4991,23714
4992,24527
4993,31059
4994,43518
4995,18727
4996,41139
4997,13980
4998,3315
4999,4105
5000,3587
5001,1319
5002,1526
5003,1954
5004,795
5005,458
5006,11
5007,1
5008,1
5009,1
5010,1
5011,1
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,1
5020,1
5021,1
5022,1
5023,1
5024,1
5025,1
5026,1
5027,1
5028,1
5029,3
5030,695
5031,3668
5032,7968
5033,13516
5034,14298
5035,16924
5036,25085
5037,23449
5038,18106
5039,14788
5040,26536
5041,30029
5042,44010
5043,52095
5044,44010
5045,51513
5046,24805
5047,17116
5048,15644
5049,10204
5050,8621
5051,10795
5052,5561
5053,2366
5054,474
5055,2
5056,1
5057,1
5058,1
5059,1
5060,1
5061,1
5062,1
5063,1
5064,1
5065,1
5066,1
5067,1
5068,1
5069,1
5070,1
5071,1
5072,1
5073,1
5074,1
5075,1
5076,1
5077,10
5078,1786
5079,6508
5080,19153
5081,16363
5082,23186
5083,18517
5084,25369
5085,21919
5086,19588
5087,26836
5088,30712
5089,39330
5090,37601
5091,47082
5092,20721
5093,37601
5094,52095
5095,23982
5096,15296
5097,21192
5098,32488
5099,7533
5100,3794
5101,1689
5102,580
5103,2
5104,1
5105,1
5106,1
5107,1
5108,1
5109,1
5110,1
5111,1
5112,1
5113,1
5114,1
5115,1
5116,1
5117,1
5118,1
5119,1
5120,1
5121,1
5122,1
5123,1
5124,1
5125,10
5126,890
5127,2560
5128,7201
5129,11040
5130,20034
5131,15125
5132,27756
5133,39775
5134,33226
5135,36354
5136,32855
5137,29693
5138,29033
5139,32124
5140,28708
5141,26239
5142,24253
5143,23714
5144,17505
5145,17703
5146,9647
5147,9119
5148,3391
5149,870
5150,100
5151,1
5152,1
5153,1
5154,1
5155,1
5156,1
5157,1
5158,1
5159,1
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,1
5169,1
5170,1
5171,1
5172,1
5173,15
5174,1868
5175,4198
5176,12922
5177,18727
5178,28387
5179,34366
5180,37180
5181,40679
5182,34366
5183,23449
5184,23186
5185,6885
5186,10320
5187,27446
5188,42075
5189,46035
5190,32855
5191,52684
5192,17505
5193,13516
5194,9017
5195,3969
5196,1476
5197,1364
5198,267
5199,1
5200,1
5201,1
5202,1
5203,1
5204,1
5205,1
5206,1
5207,1
5208,1
5209,1
5210,1
5211,1
5212,1
5213,1
5214,1
5215,1
5216,1
5217,1
5218,1
5219,1
5220,1
5221,2
5222,600
5223,3924
5224,4105
5225,6084
5226,2738
5227,5949
5228,2163
5229,7791
5230,7365
5231,14788
5232,10674
5233,14460
5234,13365
5235,23714
