,Luz (lux)
7781,1
7782,1
7783,1
7784,1
7785,1
7786,1
7787,1
7788,1
7789,1
7790,1
7791,1
7792,1
7793,1
7794,1
7795,66
7796,1596
7797,5025
7798,9432
7799,15296
7800,19810
7801,17703
7802,22167
7803,25369
7804,28387
7805,25655
7806,31410
7807,39775
7808,43032
7809,45011
7810,44010
7811,39330
7812,31765
7813,32124
7814,29693
7815,22417
7816,13216
7817,11944
7818,8817
7819,4198
7820,890
7821,2
7822,1
7823,1
7824,1
7825,1
7826,1
7827,1
7828,1
7829,1
7830,1
7831,1
7832,1
7833,1
7834,1
7835,1
7836,1
7837,1
7838,1
7839,1
7840,1
7841,1
7842,1
7843,44
7844,735
7845,2163
7846,5751
7847,12777
7848,16924
7849,20489
7850,31059
7851,38456
7852,37601
7853,32855
7854,43032
7855,30712
7856,44508
7857,42075
7858,43032
7859,30712
7860,25369
7861,21432
7862,22167
7863,14138
7864,11040
7865,10795
7866,8335
7867,3547
7868,555
7869,8
7870,1
7871,1
7872,1
7873,1
7874,1
7875,1
7876,1
7877,1
7878,1
7879,1
7880,1
7881,1
7882,1
7883,1
7884,1
7885,1
7886,1
7887,1
7888,1
7889,1
7890,1
7891,81
7892,4198
7893,10436
7894,11944
7895,20955
7896,21432
7897,23714
7898,13824
7899,15469
7900,26536
7901,21674
7902,22671
7903,42551
7904,40679
7905,22927
7906,25946
7907,53280
7908,46035
7909,43032
7910,39775
7911,22417
7912,5437
7913,13824
7914,9327
7915,2963
7916,485
7917,3
7918,1
7919,1
7920,1
7921,1
7922,1
7923,1
7924,1
7925,1
7926,1
7927,1
7928,1
7929,1
7930,1
7931,1
7932,1
7933,1
7934,1
7935,1
7936,1
7937,1
7938,1
7939,49
7940,1030
7941,8335
7942,7041
7943,9327
7944,7879
7945,13980
7946,26536
7947,39330
7948,26536
7949,35947
7950,38891
7951,30029
7952,34755
7953,49247
7954,24527
7955,52684
7956,47082
7957,29693
7958,24253
7959,43032
7960,27756
7961,32488
7962,18106
7963,6016
7964,687
7965,6
7966,1
7967,1
7968,1
7969,1
7970,1
7971,1
7972,1
7973,1
7974,1
7975,1
7976,1
7977,1
7978,1
7979,1
7980,1
7981,1
7982,1
7983,1
7984,1
7985,1
7986,1
7987,38
7988,2288
7989,6885
7990,12922
7991,11548
7992,17903
7993,22417
7994,26836
7995,35148
7996,34366
7997,40225
7998,31059
7999,42075
8000,37601
8001,40225
8002,21192
8003,23982
8004,23982
8005,19810
8006,12354
8007,4342
8008,1954
8009,1933
8010,1334
8011,795
8012,273
8013,2
8014,1
8015,1
8016,1
8017,1
8018,1
8019,1
8020,1
8021,1
8022,1
8023,1
8024,1
8025,1
8026,1
8027,1
8028,1
8029,1
8030,1
8031,1
8032,1
8033,1
8034,1
8035,21
8036,2187
8037,15999
8038,18106
8039,19369
8040,19588
8041,21919
8042,33226
8043,36354
8044,38456
8045,43518
8046,41139
8047,23714
8048,29693
8049,35148
8050,28387
8051,50937
8052,13216
8053,8917
8054,15469
8055,34366
8056,18106
8057,27756
8058,12354
8059,2288
8060,370
8061,2
8062,1
8063,1
8064,1
8065,1
8066,1
8067,1
8068,1
8069,1
8070,1
8071,1
8072,1
8073,1
8074,1
8075,1
8076,1
8077,1
8078,1
8079,1
8080,1
8081,1
8082,1
8083,75
8084,1427
8085,6222
8086,6808
8087,8718
8088,26239
8089,21432
8090,19810
8091,28070
8092,27756
8093,40225
8094,44010
8095,44010
8096,43518
8097,32855
8098,45520
8099,52095
8100,50367
8101,30029
8102,13669
8103,16363
8104,19588
8105,19369
8106,4013
8107,4542
8108,973
8109,7
8110,1
8111,1
8112,1
8113,1
8114,1
8115,1
8116,1
8117,1
8118,1
8119,1
8120,1
8121,1
8122,1
8123,1
8124,1
8125,1
8126,1
8127,1
8128,1
8129,1
8130,1
8131,28
8132,1139
8133,3429
8134,7791
8135,16924
8136,30029
8137,27139
8138,30368
8139,22671
8140,33982
8141,28708
8142,39330
8143,40679
8144,44508
8145,40679
8146,27446
8147,25369
8148,38891
8149,47614
8150,38891
8151,38891
8152,38026
8153,31059
8154,4059
8155,1018
8156,335
8157,3
8158,1
8159,1
8160,1
8161,1
8162,1
8163,1
8164,1
8165,1
8166,1
8167,1
8168,1
8169,1
8170,1
8171,1
8172,1
8173,1
8174,1
8175,1
8176,1
8177,1
8178,1
8179,24
8180,2393
8181,7533
8182,13980
8183,14298
8184,11165
8185,19810
8186,34755
8187,25655
8188,34366
8189,29361
8190,30029
8191,30029
8192,36765
8193,40225
8194,43518
8195,52684
8196,47082
8197,47082
8198,43032
8199,17903
8200,23714
8201,21432
8202,11291
8203,3507
8204,507
8205,3
8206,1
8207,1
8208,1
8209,1
8210,1
8211,1
8212,1
8213,1
8214,1
8215,1
8216,1
8217,1
8218,1
8219,1
8220,1
8221,1
8222,1
8223,1
8224,1
8225,1
8226,1
8227,36
8228,1089
8229,6656
8230,13669
8231,12079
8232,24527
8233,18517
8234,35148
8235,18938
8236,32488
8237,26536
8238,30712
8239,35947
8240,30712
8241,32855
8242,31059
8243,36765
8244,27756
8245,44010
8246,25085
8247,17505
8248,11419
8249,17309
8250,11944
8251,5882
8252,1065
8253,12
8254,1
8255,1
8256,1
8257,1
8258,1
8259,1
8260,1
8261,1
8262,1
8263,1
8264,1
8265,1
8266,1
8267,1
8268,1
8269,1
8270,1
8271,1
8272,1
8273,1
8274,1
8275,96
8276,2187
8277,10554
8278,7041
8279,18938
8280,14623
8281,21674
8282,18938
8283,16735
8284,32124
8285,19810
8286,24805
8287,48152
8288,20489
8289,48152
8290,46035
8291,34366
8292,23982
8293,17703
8294,10436
8295,11678
8296,10674
8297,11944
8298,10795
8299,3710
8300,1275
8301,18
8302,1
8303,1
8304,1
8305,1
8306,1
8307,1
8308,1
8309,1
8310,1
8311,1
8312,1
8313,1
8314,1
8315,1
8316,1
8317,1
8318,1
8319,1
8320,1
8321,1
8322,1
8323,13
8324,323
8325,1890
8326,5376
8327,11548
8328,18727
8329,21192
8330,19153
8331,25655
8332,16735
8333,22927
8334,26239
8335,29033
8336,42551
8337,45011
8338,37601
8339,50367
8340,47614
8341,24527
8342,19369
8343,37601
8344,16924
8345,2340
8346,2708
8347,4059
8348,1041
8349,5
8350,1
8351,1
8352,1
8353,1
8354,1
8355,1
8356,1
8357,1
8358,1
8359,1
8360,1
8361,1
8362,1
8363,1
8364,1
8365,1
8366,1
8367,1
8368,1
8369,1
8370,1
8371,45
8372,1443
8373,4441
8374,5816
8375,7283
8376,13216
8377,21674
8378,14460
8379,38026
8380,31410
8381,31059
8382,23982
8383,20721
8384,13824
8385,25655
8386,22671
8387,28387
8388,30029
8389,35947
8390,21192
8391,35148
8392,34366
8393,28387
8394,9756
8395,3794
8396,241
8397,7
8398,1
8399,1
8400,1
8401,1
8402,1
8403,1
8404,1
8405,1
8406,1
8407,1
8408,1
8409,1
8410,1
8411,1
8412,1
8413,1
8414,1
8415,1
8416,1
8417,1
8418,1
8419,51
8420,1806
8421,5025
8422,8718
8423,13365
8424,24805
8425,22671
8426,23714
8427,33602
8428,28387
8429,28070
8430,21919
8431,37180
8432,28708
8433,29033
8434,29693
8435,31765
8436,30712
8437,30712
8438,31410
8439,30029
8440,21192
8441,22927
8442,11548
8443,4342
8444,777
8445,8
8446,1
8447,1
8448,1
8449,1
8450,1
8451,1
8452,1
8453,1
8454,1
8455,1
8456,1
8457,1
8458,1
8459,1
8460,1
8461,1
8462,1
8463,1
8464,1
8465,1
8466,1
8467,52
8468,2708
8469,7449
8470,15820
8471,21192
8472,25946
8473,20955
8474,28708
8475,21674
8476,38456
8477,28387
8478,40225
8479,28070
8480,24253
8481,47614
8482,41139
8483,49804
8484,45520
8485,42551
8486,42551
8487,34755
8488,29361
8489,25085
8490,18310
8491,10204
8492,1319
8493,12
8494,1
8495,1
8496,1
8497,1
8498,1
8499,1
8500,1
8501,1
8502,1
8503,1
8504,1
8505,1
8506,1
8507,1
8508,1
8509,1
8510,1
8511,1
8512,1
8513,1
8514,1
8515,19
8516,973
8517,1443
8518,3064
8519,4914
8520,9978
8521,25369
8522,19153
8523,35148
8524,30712
8525,14788
8526,28070
8527,31410
8528,37180
8529,9866
8530,10090
8531,3969
8532,3134
8533,2678
8534,2447
8535,2864
8536,2897
8537,5498
8538,4542
8539,1089
8540,309
8541,2
8542,1
8543,1
8544,1
8545,1
8546,1
8547,1
8548,1
8549,1
8550,1
8551,1
8552,1
8553,1
8554,1
8555,1
8556,1
8557,1
8558,1
8559,1
8560,1
8561,1
8562,1
8563,5
8564,870
8565,3710
8566,6364
8567,13980
8568,8718
8569,20034
8570,15469
8571,30368
8572,31765
8573,35545
8574,25655
8575,24805
8576,19588
8577,29693
8578,33982
8579,27446
8580,49804
8581,47614
8582,19153
8583,14788
8584,12216
8585,23982
8586,12922
8587,12493
8588,1911
8589,5
8590,1
8591,1
8592,1
8593,1
8594,1
8595,1
8596,1
8597,1
8598,1
8599,1
8600,1
8601,1
8602,1
8603,1
8604,1
8605,1
8606,1
8607,1
8608,1
8609,1
8610,1
8611,7
8612,443
8613,1747
8614,5082
8615,11165
8616,20489
8617,18727
8618,26836
8619,28070
8620,38456
8621,38026
8622,43518
8623,43518
8624,41605
8625,46555
8626,39775
8627,50937
8628,21674
8629,43032
8630,45520
8631,43032
8632,39330
8633,16924
8634,18938
8635,16180
8636,1999
8637,15
8638,1
8639,1
8640,1
8641,1
8642,1
8643,1
8644,1
8645,1
8646,1
8647,1
8648,1
8649,1
8650,1
8651,1
8652,1
8653,1
8654,1
8655,1
8656,1
8657,1
8658,1
8659,35
8660,1443
8661,6364
8662,8150
8663,9866
8664,5498
8665,15999
8666,31410
8667,11291
8668,11040
8669,24527
8670,26239
8671,30368
8672,45011
8673,25085
8674,40225
8675,52684
8676,50367
8677,20955
8678,39775
8679,19153
8680,30029
8681,20260
8682,10917
8683,7365
8684,1089
8685,8
8686,1
8687,1
8688,1
8689,1
8690,1
8691,1
8692,1
8693,1
8694,1
8695,1
8696,1
8697,1
8698,1
8699,1
8700,1
8701,1
8702,1
8703,1
8704,1
8705,1
8706,1
8707,26
8708,2021
8709,5561
8710,13980
8711,15820
8712,15820
8713,14138
8714,18517
8715,16548
8716,33602
8717,20721
8718,12922
8719,15469
8720,23186
8721,25369
8722,16735
8723,25946
8724,38026
8725,25946
8726,37180
8727,27446
8728,29361
8729,17505
8730,16363
8731,7618
8732,1459
8733,15
8734,1
8735,1
8736,1
8737,1
8738,1
8739,1
8740,1
8741,1
8742,1
8743,1
8744,1
8745,1
8746,1
8747,1
8748,1
8749,1
8750,1
8751,1
8752,1
8753,1
8754,1
8755,7
8756,414
8757,1395
8758,2801
8759,10436
8760,20034
8761,25655
8762,24805
8763,32124
8764,28070
8765,23714
8766,29361
8767,42075
8768,42551
8769,28708
8770,30029
8771,44508
8772,30368
8773,22927
8774,31765
8775,20260
8776,24805
8777,22671
8778,11419
8779,3205
8780,1077
8781,8
8782,1
8783,1
8784,1
8785,1
8786,1
8787,1
8788,1
8789,1
8790,1
8791,1
8792,1
8793,1
8794,1
8795,1
8796,1
8797,1
8798,1
8799,1
8800,1
8801,1
8802,1
8803,15
8804,392
8805,3969
8806,3837
8807,9432
8808,11944
8809,34366
8810,12922
8811,18727
8812,25369
8813,34755
8814,46035
8815,28708
8816,46555
8817,47614
8818,15296
8819,23982
8820,11810
8821,44508
8822,35545
8823,15999
8824,12922
8825,9119
8826,6508
8827,1247
8828,14
8829,1
8830,1
8831,1
8832,1
8833,1
8834,1
8835,1
8836,1
8837,1
8838,1
8839,1
8840,1
8841,1
8842,1
8843,1
8844,1
8845,1
8846,1
8847,1
8848,1
8849,1
8850,1
8851,13
8852,1275
8853,3030
8854,6153
8855,15999
8856,14788
8857,16735
8858,14956
8859,22927
8860,18106
8861,40225
8862,41605
8863,27756
8864,25369
8865,47082
8866,41605
8867,26836
8868,45011
8869,26239
8870,38456
8871,31765
8872,20721
8873,14298
8874,10674
8875,5082
8876,1089
8877,3
8878,1
8879,1
8880,1
8881,1
8882,1
8883,1
8884,1
8885,1
8886,1
8887,1
8888,1
8889,1
8890,1
8891,1
8892,1
8893,1
8894,1
8895,1
8896,1
8897,1
8898,1
8899,5
8900,463
8901,1614
8902,4645
8903,7041
8904,18727
8905,21919
8906,21432
8907,35545
8908,25085
8909,23449
8910,35545
8911,37601
8912,44010
8913,43032
8914,28708
8915,42551
8916,32124
8917,19588
8918,37180
8919,16548
8920,13216
8921,7041
8922,4751
8923,4059
8924,1689
8925,17
8926,1
8927,1
8928,1
8929,1
8930,1
8931,1
8932,1
8933,1
8934,1
8935,1
8936,1
8937,1
8938,1
8939,1
8940,1
8941,1
8942,1
8943,1
8944,1
8945,1
8946,1
8947,21
8948,1633
8949,7449
8950,15296
8951,14788
8952,22417
8953,20489
8954,31765
8955,34755
8956,23186
8957,31765
8958,26239
8959,34755
8960,21192
8961,45520
8962,21192
8963,18310
8964,20955
8965,11810
8966,12079
8967,13365
8968,15820
8969,9539
8970,8429
8971,4969
8972,984
8973,9
8974,1
8975,1
8976,1
8977,1
8978,1
8979,1
8980,1
8981,1
8982,1
8983,1
8984,1
8985,1
8986,1
8987,1
8988,1
8989,1
8990,1
8991,1
8992,1
8993,1
8994,1
8995,25
8996,1018
8997,9539
8998,7791
8999,17703
9000,18727
9001,30029
9002,8058
9003,25369
9004,22167
9005,25946
9006,25369
9007,46555
9008,23714
9009,43032
9010,26536
9011,21192
9012,18938
9013,8917
9014,13516
9015,31059
9016,10554
9017,7704
9018,4013
9019,1304
9020,621
9021,3
9022,1
9023,1
9024,1
9025,1
9026,1
9027,1
9028,1
9029,1
9030,1
9031,1
9032,1
9033,1
9034,1
9035,1
9036,1
9037,1
9038,1
9039,1
9040,1
9041,1
9042,1
9043,17
9044,1077
9045,2021
9046,7533
9047,4914
9048,7449
9049,8524
9050,12079
9051,17309
9052,22167
9053,22671
9054,17505
9055,16180
9056,16363
9057,17309
9058,15296
9059,23449
9060,32488
9061,24253
9062,27756
9063,21192
9064,17703
9065,14956
9066,3169
9067,2091
9068,664
9069,6
9070,1
9071,1
9072,1
9073,1
9074,1
9075,1
9076,1
9077,1
9078,1
9079,1
9080,1
9081,1
9082,1
9083,1
9084,1
9085,1
9086,1
9087,1
9088,1
9089,1
9090,1
9091,27
9092,1633
9093,3880
9094,4751
9095,4698
9096,3587
9097,37180
9098,23714
9099,45011
9100,42075
9101,23186
9102,26239
9103,25369
9104,48152
9105,24253
9106,23186
9107,47614
9108,19369
9109,44508
9110,11944
9111,18517
9112,27446
9113,14138
9114,16924
9115,8242
9116,1319
9117,6
9118,1
9119,1
9120,1
9121,1
9122,1
9123,1
9124,1
9125,1
9126,1
9127,1
9128,1
9129,1
9130,1
9131,1
9132,1
9133,1
9134,1
9135,1
9136,1
9137,1
9138,1
9139,3
9140,221
9141,1139
9142,8917
9143,4593
9144,12354
9145,9866
9146,17903
9147,9432
9148,23186
9149,13980
9150,5376
9151,13216
9152,8429
9153,17903
9154,20034
9155,12493
9156,18310
9157,14956
9158,12079
9159,13068
9160,10795
9161,8242
9162,7618
9163,3278
9164,900
9165,7
9166,1
9167,1
9168,1
9169,1
9170,1
9171,1
9172,1
9173,1
9174,1
9175,1
9176,1
9177,1
9178,1
9179,1
9180,1
9181,1
9182,1
9183,1
9184,1
9185,1
9186,1
9187,9
9188,1205
9189,5257
9190,9539
9191,15644
9192,20260
9193,17903
9194,20034
9195,36354
9196,35148
9197,35545
9198,38891
9199,41605
9200,24805
9201,20034
9202,31059
9203,16735
9204,7791
9205,9866
9206,15125
9207,21674
9208,20721
9209,5561
9210,2212
9211,984
9212,129
9213,5
9214,1
9215,1
9216,1
9217,1
9218,1
9219,1
9220,1
9221,1
9222,1
9223,1
9224,1
9225,1
9226,1
9227,1
9228,1
9229,1
9230,1
9231,1
9232,1
9233,1
9234,1
9235,14
9236,1633
9237,5257
9238,9978
9239,16363
9240,18310
9241,19588
9242,11944
9243,11548
9244,15820
9245,23186
9246,25655
9247,31059
9248,34755
9249,19369
9250,19369
9251,25655
9252,26239
9253,30368
9254,20721
9255,34366
9256,31765
9257,16924
9258,7968
9259,12493
9260,1526
9261,5
9262,1
9263,1
9264,1
9265,1
9266,1
9267,1
9268,1
9269,1
9270,1
9271,1
9272,1
9273,1
9274,1
9275,1
9276,1
9277,1
9278,1
9279,1
9280,1
9281,1
9282,1
9283,11
9284,1247
9285,3099
9286,11944
9287,16363
9288,16924
9289,23982
9290,23449
9291,27756
9292,20034
9293,15644
9294,22417
9295,26239
9296,26239
9297,32124
9298,28387
9299,25369
9300,30368
9301,29361
9302,18938
9303,19810
9304,28708
9305,11548
9306,6963
9307,4751
9308,890
9309,9
9310,1
9311,1
9312,1
9313,1
9314,1
9315,1
9316,1
9317,1
9318,1
9319,1
9320,1
9321,1
9322,1
9323,1
9324,1
9325,1
9326,1
9327,1
9328,1
9329,1
9330,1
9331,10
9332,1578
9333,3794
9334,12079
9335,17116
9336,17903
9337,21919
9338,13824
9339,22167
9340,14138
9341,15644
9342,23714
9343,20489
9344,10320
9345,4969
9346,8817
9347,10674
9348,18310
9349,3837
9350,13068
9351,12777
9352,11678
9353,9222
9354,6016
9355,2138
9356,419
9357,3
9358,1
9359,1
9360,1
9361,1
9362,1
9363,1
9364,1
9365,1
9366,1
9367,1
9368,1
9369,1
9370,1
9371,1
9372,1
9373,1
9374,1
9375,1
9376,1
9377,1
9378,1
9379,9
9380,1077
9381,6364
9382,7704
9383,13216
9384,16180
9385,22417
9386,22927
9387,22417
9388,36765
9389,28070
9390,17309
9391,23714
9392,11165
9393,23982
9394,27446
9395,50937
9396,30368
9397,33602
9398,44010
9399,33602
9400,18106
9401,10554
9402,8058
9403,5198
9404,1526
9405,12
9406,1
9407,1
9408,1
9409,1
9410,1
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,1
9418,1
9419,1
9420,1
9421,1
9422,1
9423,1
9424,1
9425,1
9426,1
9427,11
9428,952
9429,5025
9430,10090
9431,11419
9432,20034
9433,24253
9434,36354
9435,35148
9436,23449
9437,41605
9438,21432
9439,44508
9440,25085
9441,49804
9442,16924
9443,32488
9444,30029
9445,16924
9446,20034
9447,24527
9448,11810
9449,6963
9450,10090
9451,3969
9452,996
9453,4
9454,1
9455,1
9456,1
9457,1
9458,1
9459,1
9460,1
9461,1
9462,1
9463,1
9464,1
9465,1
9466,1
9467,1
9468,1
9469,1
9470,1
9471,1
9472,1
9473,1
9474,1
9475,6
9476,358
9477,3429
9478,9017
9479,12922
9480,17903
9481,25369
9482,28070
9483,33602
9484,40225
9485,25946
9486,42551
9487,32488
9488,9017
9489,42075
9490,43032
9491,28708
9492,15296
9493,12354
9494,11419
9495,8621
9496,8817
9497,13516
9498,7791
9499,3099
9500,370
9501,4
9502,1
9503,1
9504,1
9505,1
9506,1
9507,1
9508,1
9509,1
9510,1
9511,1
9512,1
9513,1
9514,1
9515,1
9516,1
9517,1
9518,1
9519,1
9520,1
9521,1
9522,1
9523,14
9524,1089
9525,4751
9526,10436
9527,15296
9528,15820
9529,18938
9530,26239
9531,24253
9532,33226
9533,27139
9534,23982
9535,45520
9536,20955
9537,32124
9538,48152
9539,29033
9540,20260
9541,43518
9542,29033
9543,42551
9544,7879
9545,8621
9546,2366
9547,3169
9548,211
9549,2
9550,1
9551,1
9552,1
9553,1
9554,1
9555,1
9556,1
9557,1
9558,1
9559,1
9560,1
9561,1
9562,1
9563,1
9564,1
9565,1
9566,1
9567,1
9568,1
9569,1
9570,1
9571,8
9572,1114
9573,4491
9574,7968
9575,14138
9576,18938
9577,21919
9578,27756
9579,38456
9580,37180
9581,40679
9582,41605
9583,43032
9584,43518
9585,30029
9586,48152
9587,23449
9588,50937
9589,39330
9590,40679
9591,32124
9592,36765
9593,12922
9594,9647
9595,3794
9596,1247
9597,8
9598,1
9599,1
9600,1
9601,1
9602,1
9603,1
9604,1
9605,1
9606,1
9607,1
9608,1
9609,1
9610,1
9611,1
9612,1
9613,1
9614,1
9615,1
9616,1
9617,1
9618,1
9619,3
9620,3668
9621,14138
9622,28708
9623,22167
9624,34366
9625,17505
9626,15469
9627,11419
9628,19153
9629,32124
9630,50937
9631,21192
9632,44508
9633,30712
9634,43518
9635,49804
9636,50367
9637,47082
9638,21674
9639,19810
9640,6732
9641,4059
9642,3099
9643,1509
9644,129
9645,1
9646,1
9647,1
9648,1
9649,1
9650,1
9651,1
9652,1
9653,1
9654,1
9655,1
9656,1
9657,1
9658,1
9659,1
9660,1
9661,1
9662,1
9663,1
9664,1
9665,1
9666,1
9667,9
9668,1443
9669,5751
9670,10204
9671,13980
9672,13669
9673,16363
9674,25085
9675,28070
9676,36354
9677,34366
9678,40679
9679,36354
9680,30368
9681,41605
9682,43032
9683,40679
9684,45011
9685,29033
9686,40225
9687,35947
9688,30368
9689,12635
9690,14298
9691,9327
9692,2393
9693,8
9694,1
9695,1
9696,1
9697,1
9698,1
9699,1
9700,1
9701,1
9702,1
9703,1
9704,1
9705,1
9706,1
9707,1
9708,1
9709,1
9710,1
9711,1
9712,1
9713,1
9714,1
9715,21
9716,1349
9717,4698
9718,11165
9719,9432
9720,11944
9721,20034
9722,24253
9723,27756
9724,25369
9725,42551
9726,42551
9727,39330
9728,45011
9729,26536
9730,22167
9731,14956
9732,23714
9733,20489
9734,43032
9735,38456
9736,22167
9737,17116
9738,5198
9739,3794
9740,786
9741,3
9742,1
9743,1
9744,1
9745,1
9746,1
9747,1
9748,1
9749,1
9750,1
9751,1
