,Velocidad del viento (Km/h)
693,2.975206612
694,7.346938776
695,8.372093023
696,4.350453172
697,3.1788079469999997
698,3.031578947
699,3.68286445
700,4.06779661
701,5.925925926000001
702,2.9327902239999997
703,5.179856115
704,2.834645669
705,6.050420168
706,3.54679803
707,3.789473684
708,1.9834710740000001
709,4.556962025
710,4.556962025
711,2.642201835
712,4.8
713,1.222410866
714,7.236180905
715,1.362346263
716,2.242990654
717,7.346938776
718,1.887287025
719,2.530755712
720,0.0
721,2.748091603
722,0.0
723,0.0
724,0.0
725,1.14924182
726,0.0
727,3.116883117
728,2.508710801
729,1.40625
730,0.0
731,0.0
732,0.0
733,0.0
734,1.87012987
735,2.95687885
736,5.76
737,5.737051792999999
738,4.736842105
739,1.6234498309999998
740,6.428571429
741,4.784053156000001
742,6.515837104
743,3.870967742
744,6.76056338
745,2.544169611
746,2.149253731
747,4.897959183999999
748,1.696113074
749,1.935483871
750,5.433962264
751,5.829959514
752,2.7906976739999996
753,3.083511777
754,5.647058824
755,2.168674699
756,0.0
757,5.669291339
758,2.785299807
759,6.206896552000001
760,3.037974684
761,4.5
762,5.496183206
763,2.093023256
764,2.368421053
765,1.253263708
766,3.302752294
767,1.582417582
768,2.440677966
769,0.0
770,1.256544503
771,2.521891419
772,2.25
773,1.87012987
774,6.180257511000001
775,1.5517241380000002
776,0.0
777,0.0
778,0.0
779,0.0
780,1.786600496
781,0.0
782,1.023454158
783,1.594684385
784,3.2286995519999997
785,3.93442623
786,2.3040000000000003
787,4.600638978
788,5.1428571430000005
789,11.162790699999999
790,3.388235294
791,4.090909091
792,10.0
793,1.829733164
794,5.975103734
795,2.748091603
796,6.101694915
797,12.10084034
798,4.571428571
799,2.6086956519999998
800,4.675324675
801,4.897959183999999
802,6.666666667
803,4.090909091
804,1.8652849740000002
805,2.033898305
806,5.236363636
807,8.674698795
808,5.274725275
809,1.38996139
810,3.486682809
811,2.62295082
812,1.031518625
813,3.789473684
814,1.006993007
815,1.2720848059999998
816,4.832214765
817,5.017421603
818,2.696629213
819,1.007697691
820,0.0
821,0.0
822,1.5221987319999999
823,0.0
824,1.127642913
825,2.162162162
826,1.023454158
827,0.0
828,0.0
829,0.0
830,0.0
831,3.1788079469999997
832,0.0
833,1.9699042409999998
834,3.789473684
835,3.711340206
836,7.461139896000001
837,7.578947368
838,3.364485981
839,7.093596058999999
840,1.8604651159999999
841,6.4
842,4.472049688999999
843,7.868852459
844,6.0
845,8.08988764
846,5.1428571430000005
847,12.52173913
848,3.9889196680000003
849,2.211981567
850,2.236024845
851,4.931506849
852,4.881355932
853,4.247787611000001
854,1.207041073
855,2.874251497
856,5.017421603
857,1.560130011
858,1.730769231
859,2.807017544
860,1.125
861,2.661737523
862,1.587651599
863,7.539267016
864,0.0
865,1.0892586990000002
866,3.083511777
867,2.701688555
868,3.2653061219999997
869,1.180327869
870,37.89473684
871,5.179856115
872,0.0
873,4.0
874,0.0
875,0.0
876,2.333873582
877,4.864864865
878,1.541755889
879,2.042553191
880,2.7324478180000003
881,1.240310078
882,8.421052632
883,9.536423841
884,3.257918552
885,6.0
886,5.433962264
887,8.470588235
888,5.313653137
889,2.136498516
890,9.6
891,6.180257511000001
892,7.578947368
893,5.806451612999999
894,4.430769231
895,2.4489795919999997
896,3.503649635
897,9.056603774
898,4.247787611000001
899,2.8514851489999997
900,4.0793201130000005
901,2.300319489
902,3.512195122
903,7.659574468
904,5.60311284
905,7.783783784
906,1.621621622
907,1.732851986
908,5.393258427
909,3.2359550560000003
910,2.086956522
911,2.225656878
912,3.110151188
913,2.146050671
914,8.181818182
915,3.287671233
916,2.557726465
917,3.7597911230000003
918,2.260596546
919,1.7977528090000001
920,4.485981308
921,2.874251497
922,4.63022508
923,3.84
924,4.417177914
925,2.341463415
926,3.214285714
927,5.236363636
928,1.438561439
929,8.08988764
930,7.741935484
931,3.031578947
932,10.74626866
933,8.0
934,8.13559322
935,6.101694915
936,4.5
937,10.51094891
938,6.857142857
939,7.700534759
940,3.7994722960000002
941,8.181818182
942,2.108345534
943,4.056338028
944,3.701799486
945,5.353159851
946,4.126074499
947,4.965517241000001
948,1.980742779
949,5.581395349
950,7.164179104
951,4.26035503
952,1.7245508980000002
953,4.298507463
954,4.198250729
955,3.333333333
956,9.6
957,7.422680412
958,2.5714285709999998
959,8.622754491
960,2.482758621
961,2.53968254
962,1.649484536
963,2.7221172019999997
964,2.02247191
965,3.302752294
966,2.102189781
967,3.701799486
968,1.88976378
969,4.114285714
970,3.538083538
971,1.9328859059999999
972,5.60311284
973,3.063829787
974,7.024390244
975,3.870967742
976,5.55984556
977,2.651933702
978,6.889952152999999
979,4.285714286
980,5.76
981,5.433962264
982,6.6359447
983,4.675324675
984,2.862823062
985,4.472049688999999
986,4.011142061
987,6.990291262
988,5.088339223
989,1.3320999070000001
990,3.8605898119999997
991,8.181818182
992,2.763915547
993,6.343612335
994,10.90909091
995,7.422680412
996,9.6
997,5.975103734
998,5.017421603
999,3.083511777
1000,4.528301887
1001,2.333873582
1002,3.538083538
1003,4.417177914
1004,5.161290323
1005,2.517482517
1006,3.7209302330000003
1007,6.486486486
1008,3.090128755
1009,4.615384615
1010,3.74025974
1011,0.0
1012,1.278863233
1013,2.8290766210000005
1014,2.944785276
1015,3.64556962
1016,1.7799752780000002
1017,0.0
1018,1.892247043
1019,1.894736842
1020,2.88
1021,1.028571429
1022,2.428330523
1023,1.20906801
1024,1.456016178
1025,4.022346369
1026,5.669291339
1027,9.473684211
1028,4.848484848
1029,9.536423841
1030,6.206896552000001
1031,4.705882353
1032,9.66442953
1033,9.056603774
1034,6.605504587
1035,7.700534759
1036,4.186046512
1037,11.90082645
1038,7.955801105
1039,5.853658537
1040,5.179856115
1041,6.515837104
1042,7.272727272999999
1043,3.130434783
1044,2.5
1045,5.313653137
1046,11.61290323
1047,6.050420168
1048,3.85026738
1049,4.06779661
1050,3.74025974
1051,5.255474453
1052,4.931506849
1053,7.826086957
1054,2.651933702
1055,2.033898305
1056,1.388621022
1057,1.038211968
1058,1.804511278
1059,1.4131501469999999
1060,0.0
1061,3.6180904519999997
1062,4.600638978
1063,2.23255814
1064,0.0
1065,1.940700809
1066,4.784053156000001
1067,2.045454545
1068,3.582089552
1069,1.739130435
1070,2.594594595
1071,1.350844278
1072,3.2286995519999997
1073,3.692307692
1074,4.390243902
1075,8.275862069
1076,12.20338983
1077,3.428571429
1078,11.25
1079,5.2173913039999995
1080,6.315789474
1081,13.98058252
1082,6.923076922999999
1083,7.30964467
1084,16.94117647
1085,3.486682809
1086,5.1428571430000005
1087,12.74336283
1088,7.783783784
1089,3.037974684
1090,7.058823529
1091,9.536423841
1092,6.990291262
1093,5.052631579
1094,2.504347826
1095,2.993762994
1096,2.136498516
1097,4.298507463
1098,3.8605898119999997
1099,2.9327902239999997
1100,1.247833622
1101,2.62295082
1102,2.594594595
1103,4.542586751
1104,0.0
1105,0.0
1106,0.0
1107,1.3162705670000001
1108,0.0
1109,0.0
1110,1.5450643780000002
1111,6.990291262
1112,1.140142518
1113,5.78313253
1114,4.571428571
1115,1.5533980580000002
1116,1.074626866
1117,0.0
1118,2.6815642459999998
1119,6.206896552000001
1120,3.84
1121,4.64516129
1122,5.975103734
1123,5.454545455
1124,8.323699422
1125,4.090909091
1126,5.034965035
1127,4.897959183999999
1128,6.923076922999999
1129,4.881355932
1130,2.530755712
1131,5.496183206
1132,8.944099378999999
1133,5.198555957
1134,3.5910224439999996
1135,13.71428571
1136,3.529411765
1137,4.848484848
1138,5.198555957
1139,5.333333333
1140,2.823529412
1141,4.514106583
1142,1.70212766
1143,1.641961231
1144,5.647058824
1145,6.075949367000001
1146,5.454545455
1147,2.3376623380000003
1148,3.2071269489999996
1149,1.872561769
1150,5.433962264
1151,1.5669205659999998
1152,0.0
1153,2.769230769
1154,2.271293375
1155,2.404006678
1156,8.571428571
1157,0.0
1158,1.700118064
1159,1.350844278
1160,1.179361179
1161,1.8437900130000002
1162,1.339534884
1163,2.834645669
1164,2.1818181819999998
1165,2.737642586
1166,3.9889196680000003
1167,3.388235294
1168,2.322580645
1169,1.688159437
1170,2.045454545
1171,9.113924051
1172,6.728971962999999
1173,6.666666667
1174,3.7994722960000002
1175,14.4
1176,11.90082645
1177,8.834355828
1178,9.230769231
1179,7.2
1180,2.807017544
1181,10.0
1182,11.90082645
1183,14.11764706
1184,11.07692308
1185,6.371681416
1186,10.74626866
1187,4.914675768
1188,3.881401617
1189,7.868852459
1190,4.04494382
1191,3.789473684
1192,2.6716140999999998
1193,4.2228739
1194,3.75
1195,4.914675768
1196,3.819628647
1197,4.198250729
1198,3.157894737
1199,3.512195122
1200,1.6308040769999999
1201,5.373134328
1202,0.0
1203,1.122369447
1204,2.553191489
1205,2.676579926
1206,1.548387097
1207,2.264150943
1208,2.208588957
1209,1.9302949059999999
1210,2.491349481
1211,1.379310345
1212,1.649484536
1213,1.825095057
1214,2.23255814
1215,4.914675768
1216,5.806451612999999
1217,2.274881517
1218,3.85026738
1219,10.66666667
1220,10.14084507
1221,3.829787234
1222,8.181818182
1223,11.07692308
1224,9.536423841
1225,12.30769231
1226,2.75334608
1227,4.4582043339999995
1228,6.990291262
1229,12.4137931
1230,8.674698795
1231,8.228571429
1232,8.571428571
1233,4.784053156000001
1234,6.260869565
1235,6.371681416
1236,4.721311475
1237,2.701688555
1238,7.539267016
1239,7.461139896000001
1240,4.7524752480000005
1241,5.255474453
1242,2.296650718
1243,2.642201835
1244,1.68618267
1245,2.120765832
1246,5.413533835
1247,2.8290766210000005
1248,3.564356436
1249,2.491349481
1250,3.75
1251,2.453151618
1252,2.696629213
1253,2.063037249
1254,1.176470588
1255,2.278481013
1256,0.0
1257,0.0
1258,0.0
1259,9.113924051
1260,1.47995889
1261,4.721311475
1262,2.8685258960000004
1263,1.032258065
1264,4.63022508
1265,2.6039783
1266,3.564356436
1267,5.070422535
1268,7.422680412
1269,11.80327869
1270,8.372093023
1271,11.42857143
1272,5.454545455
1273,5.052631579
1274,4.472049688999999
1275,5.669291339
1276,8.13559322
1277,2.80155642
1278,5.052631579
1279,5.161290323
1280,7.2
1281,3.388235294
1282,3.356643357
1283,5.052631579
1284,5.052631579
1285,2.412060302
1286,7.619047619
1287,2.80155642
1288,1.172638436
1289,6.343612335
1290,2.016806723
1291,1.6234498309999998
1292,8.520710058999999
1293,0.0
1294,2.56684492
1295,0.0
1296,2.676579926
1297,2.897384306
1298,0.0
1299,1.355932203
1300,2.9629629630000003
1301,1.887287025
1302,0.0
1303,1.0169491529999999
1304,2.048364154
1305,1.232876712
1306,2.2018348619999997
1307,0.0
1308,0.0
1309,6.428571429
1310,3.4449760769999997
1311,2.054208274
1312,2.594594595
1313,3.9452054789999997
1314,2.071942446
1315,8.0
1316,4.056338028
1317,5.975103734
1318,12.30769231
1319,13.33333333
1320,11.25
1321,7.093596058999999
1322,4.417177914
1323,4.660194175
1324,11.162790699999999
1325,6.575342466
1326,4.864864865
1327,10.58823529
1328,2.9629629630000003
1329,8.323699422
1330,5.353159851
1331,2.285714286
1332,8.622754491
1333,9.0
1334,13.09090909
1335,4.528301887
1336,3.654822335
1337,1.1374407579999999
1338,3.272727273
1339,2.513089005
1340,5.017421603
1341,2.9327902239999997
1342,3.45323741
1343,2.763915547
1344,5.255474453
1345,2.264150943
1346,1.6802800469999999
1347,3.789473684
1348,2.453151618
1349,2.155688623
1350,1.355932203
1351,0.0
1352,2.036775106
1353,2.042553191
1354,2.785299807
1355,0.0
1356,1.959183673
1357,0.0
1358,1.1145510840000001
1359,1.391304348
1360,3.250564334
1361,3.428571429
1362,6.545454545
1363,9.66442953
1364,3.74025974
1365,10.06993007
1366,8.421052632
1367,4.914675768
1368,3.356643357
1369,4.2228739
1370,4.982698962
1371,6.79245283
1372,7.128712871
1373,4.864864865
1374,2.914979757
1375,4.600638978
1376,4.06779661
1377,6.545454545
1378,5.496183206
1379,13.09090909
1380,5.161290323
1381,10.0
1382,2.6086956519999998
1383,1.8437900130000002
1384,2.691588785
1385,3.356643357
1386,4.417177914
1387,1.24137931
1388,4.350453172
1389,4.430769231
1390,2.903225806
1391,2.474226804
1392,1.254355401
1393,4.198250729
1394,0.0
1395,0.0
1396,1.22971819
1397,3.116883117
1398,1.32231405
1399,1.486068111
1400,1.226575809
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,1.431411531
1407,0.0
1408,1.5533980580000002
1409,2.987551867
1410,5.052631579
1411,1.7245508980000002
1412,2.412060302
1413,4.784053156000001
1414,5.454545455
1415,2.36453202
1416,7.539267016
1417,2.661737523
1418,2.9629629630000003
1419,6.050420168
1420,4.5859872610000005
1421,1.035226456
1422,5.0
1423,3.8605898119999997
1424,9.0
1425,6.666666667
1426,3.673469388
1427,2.7324478180000003
1428,4.011142061
1429,4.090909091
1430,1.294964029
1431,2.903225806
1432,2.7221172019999997
1433,2.175226586
1434,1.7799752780000002
1435,3.966942149
1436,1.5859030840000001
1437,1.591160221
1438,0.0
1439,2.396006656
1440,3.9889196680000003
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,3.341067285
1450,3.7209302330000003
1451,4.350453172
1452,1.3926499030000001
1453,0.0
1454,0.0
1455,6.728971962999999
1456,1.6234498309999998
1457,1.074626866
1458,2.4489795919999997
1459,5.12455516
1460,7.700534759
1461,9.473684211
1462,5.353159851
1463,2.8685258960000004
1464,3.74025974
1465,5.393258427
1466,7.659574468
1467,6.857142857
1468,3.396226415
1469,1.7245508980000002
1470,2.005571031
1471,2.285714286
1472,3.9452054789999997
1473,4.600638978
1474,3.0703624730000003
1475,2.039660057
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,1.708185053
1482,1.371428571
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,1.031518625
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,1.030042918
1507,1.858064516
1508,3.356643357
1509,4.137931034
1510,3.3103448280000003
1511,3.2951945080000002
1512,5.2173913039999995
1513,3.083511777
1514,4.0
1515,5.333333333
1516,5.496183206
1517,4.864864865
1518,8.421052632
1519,8.421052632
1520,13.58490566
1521,5.60311284
1522,5.538461538
1523,1.221374046
1524,2.7906976739999996
1525,4.721311475
1526,5.393258427
1527,7.5
1528,6.315789474
1529,5.433962264
1530,0.0
1531,4.736842105
1532,4.2228739
1533,1.756097561
1534,1.678321678
1535,3.090128755
1536,2.56684492
1537,2.6815642459999998
1538,4.472049688999999
1539,1.662817552
1540,1.065877128
1541,2.987551867
1542,1.130298273
1543,1.377990431
1544,1.8628719280000001
1545,1.722488038
1546,0.0
1547,1.085972851
1548,1.8181818180000002
1549,0.0
1550,2.368421053
1551,1.5500538209999999
1552,3.257918552
1553,2.513089005
1554,3.164835165
1555,8.674698795
1556,5.669291339
1557,6.857142857
1558,7.659574468
1559,5.274725275
1560,4.5
1561,3.609022556
1562,8.08988764
1563,4.8
1564,4.556962025
1565,7.128712871
1566,2.7221172019999997
1567,4.816053512
1568,5.106382979
1569,7.236180905
1570,7.539267016
1571,5.87755102
1572,7.659574468
1573,5.829959514
1574,11.80327869
1575,2.1654135340000003
1576,3.9452054789999997
1577,3.6641221369999997
1578,2.632541133
1579,1.9302949059999999
1580,4.948453608
1581,5.034965035
1582,4.615384615
1583,4.324324324
1584,1.4574898790000002
1585,5.737051792999999
1586,2.576028623
1587,3.6641221369999997
1588,2.508710801
1589,4.848484848
1590,1.055718475
1591,2.944785276
1592,1.515789474
1593,3.789473684
1594,2.162162162
1595,3.711340206
1596,4.2228739
1597,4.784053156000001
1598,4.186046512
1599,2.440677966
1600,2.416107383
1601,4.4582043339999995
1602,4.948453608
1603,6.6359447
1604,4.417177914
1605,5.393258427
1606,3.923705722
1607,8.571428571
1608,11.25
1609,3.025210084
1610,1.892247043
1611,6.515837104
1612,3.0508474580000002
1613,3.503649635
1614,6.889952152999999
1615,9.536423841
1616,5.625
1617,4.660194175
1618,8.323699422
1619,1.980742779
1620,4.0
1621,10.06993007
1622,3.84
1623,5.433962264
1624,6.050420168
1625,3.582089552
1626,2.530755712
1627,3.083511777
1628,1.255448997
1629,1.83908046
1630,1.139240506
1631,1.39941691
1632,1.7977528090000001
1633,1.514195584
1634,0.0
1635,2.051282051
1636,1.4984391259999998
1637,1.834394904
1638,2.02247191
1639,1.118881119
1640,0.0
1641,0.0
1642,0.0
1643,1.0397111909999999
1644,0.0
1645,0.0
1646,0.0
1647,3.412322275
1648,3.923705722
1649,4.721311475
1650,3.923705722
1651,5.373134328
1652,7.783783784
1653,7.2
1654,8.674698795
1655,5.517241379
1656,4.736842105
1657,3.9889196680000003
1658,9.171974522000001
1659,5.829959514
1660,5.517241379
1661,5.691699605
1662,9.290322581
1663,7.2
1664,6.515837104
1665,7.093596058999999
1666,3.654822335
1667,5.538461538
1668,5.070422535
1669,6.515837104
1670,4.7524752480000005
1671,6.153846154
1672,5.236363636
1673,7.384615385
1674,5.161290323
1675,2.727272727
1676,8.888888889
1677,5.088339223
1678,2.553191489
1679,2.071942446
1680,2.627737226
1681,4.615384615
1682,1.712247325
1683,3.22147651
1684,2.253521127
1685,1.603563474
1686,3.486682809
1687,2.3723229
1688,1.82278481
1689,8.520710058999999
1690,2.4324324319999997
1691,1.9225634180000002
1692,1.208053691
1693,3.018867925
1694,4.126074499
1695,5.454545455
1696,2.457337884
