,Velocidad del viento (Km/h)
1697,1.347053321
1698,4.2228739
1699,3.7994722960000002
1700,4.881355932
1701,2.742857143
1702,4.0
1703,6.101694915
1704,4.914675768
1705,3.3103448280000003
1706,1.6143497759999998
1707,2.98136646
1708,2.469982847
1709,3.257918552
1710,1.26984127
1711,3.2951945080000002
1712,3.096774194
1713,1.596452328
1714,1.9699042409999998
1715,3.157894737
1716,4.472049688999999
1717,1.4814814809999999
1718,2.175226586
1719,2.1524663680000002
1720,1.334569045
1721,2.420168067
1722,0.0
1723,2.267716535
1724,0.0
1725,3.6363636360000005
1726,1.658986175
1727,3.673469388
1728,1.371428571
1729,4.472049688999999
1730,4.472049688999999
1731,3.9889196680000003
1732,2.9629629630000003
1733,3.74025974
1734,12.0
1735,3.902439024
1736,4.768211921
1737,9.6
1738,7.384615385
1739,5.9016393439999995
1740,5.017421603
1741,4.376899696000001
1742,7.30964467
1743,3.8605898119999997
1744,4.768211921
1745,3.789473684
1746,4.337349398
1747,6.127659574
1748,3.6363636360000005
1749,5.691699605
1750,5.373134328
1751,4.137931034
1752,9.6
1753,3.68286445
1754,3.8605898119999997
1755,1.061164333
1756,4.816053512
1757,2.661737523
1758,3.420427553
1759,3.388235294
1760,1.0389610390000001
1761,1.5450643780000002
1762,0.0
1763,0.0
1764,2.3040000000000003
1765,1.310282075
1766,5.433962264
1767,1.478439425
1768,0.0
1769,6.605504587
1770,0.0
1771,1.036717063
1772,1.2162162159999999
1773,0.0
1774,0.0
1775,2.504347826
1776,4.914675768
1777,2.785299807
1778,3.6180904519999997
1779,4.011142061
1780,3.22147651
1781,9.350649351
1782,5.454545455
1783,11.70731707
1784,6.075949367000001
1785,7.2
1786,8.520710058999999
1787,7.783783784
1788,10.21276596
1789,4.881355932
1790,10.51094891
1791,6.605504587
1792,8.044692737
1793,11.52
1794,5.070422535
1795,4.556962025
1796,3.243243243
1797,12.0
1798,6.728971962999999
1799,3.7209302330000003
1800,3.2951945080000002
1801,5.034965035
1802,2.785299807
1803,1.92513369
1804,4.0
1805,4.528301887
1806,2.457337884
1807,2.1176470590000003
1808,2.834645669
1809,2.6039783
1810,1.964529332
1811,2.2291021669999997
1812,2.019635344
1813,1.195020747
1814,1.253263708
1815,1.820480405
1816,0.0
1817,0.0
1818,1.951219512
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,1.5859030840000001
1824,2.408026756
1825,6.288209607000001
1826,2.9508196719999997
1827,0.0
1828,7.384615385
1829,8.421052632
1830,5.294117647
1831,3.006263048
1832,8.888888889
1833,6.575342466
1834,2.002781641
1835,4.2228739
1836,4.571428571
1837,5.714285714
1838,5.0
1839,7.346938776
1840,2.857142857
1841,4.137931034
1842,4.7524752480000005
1843,2.9508196719999997
1844,1.292639138
1845,4.2352941180000006
1846,3.64556962
1847,3.512195122
1848,5.454545455
1849,2.98136646
1850,1.589403974
1851,6.605504587
1852,3.025210084
1853,4.090909091
1854,3.7994722960000002
1855,5.0
1856,2.008368201
1857,2.253521127
1858,5.475285171
1859,1.30198915
1860,0.0
1861,1.7518248180000002
1862,2.1176470590000003
1863,1.6345062430000001
1864,1.728691477
1865,5.581395349
1866,0.0
1867,1.068249258
1868,0.0
1869,1.2903225809999999
1870,1.31147541
1871,1.658986175
1872,4.832214765
1873,3.364485981
1874,3.80952381
1875,10.43478261
1876,4.161849711
1877,1.108545035
1878,5.034965035
1879,3.3103448280000003
1880,22.15384615
1881,4.056338028
1882,7.128712871
1883,4.173913043
1884,5.496183206
1885,4.161849711
1886,5.78313253
1887,3.7994722960000002
1888,4.417177914
1889,8.944099378999999
1890,4.931506849
1891,4.982698962
1892,1.714285714
1893,4.285714286
1894,4.090909091
1895,2.8514851489999997
1896,4.485981308
1897,2.322580645
1898,5.2173913039999995
1899,2.482758621
1900,1.24567474
1901,5.806451612999999
1902,2.048364154
1903,2.661737523
1904,4.705882353
1905,0.0
1906,3.6641221369999997
1907,0.0
1908,2.548672566
1909,1.7625458999999999
1910,1.344537815
1911,2.8514851489999997
1912,1.038211968
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,2.428330523
1920,3.913043478
1921,3.396226415
1922,7.422680412
1923,6.990291262
1924,2.686567164
1925,3.7209302330000003
1926,8.0
1927,3.0703624730000003
1928,4.337349398
1929,5.313653137
1930,4.102564103
1931,6.956521738999999
1932,2.24648986
1933,3.250564334
1934,2.62295082
1935,5.691699605
1936,2.557726465
1937,5.55984556
1938,5.625
1939,3.538083538
1940,3.54679803
1941,3.62720403
1942,4.848484848
1943,7.826086957
1944,1.49068323
1945,3.529411765
1946,2.123893805
1947,1.827411168
1948,4.390243902
1949,2.461538462
1950,3.250564334
1951,2.444821732
1952,1.424332344
1953,1.4814814809999999
1954,3.701799486
1955,1.535181237
1956,60.0
1957,4.5
1958,1.7102137769999999
1959,18.7012987
1960,0.0
1961,1.575492341
1962,0.0
1963,0.0
1964,0.0
1965,2.6086956519999998
1966,1.329639889
1967,1.591160221
1968,4.705882353
1969,1.887287025
1970,4.149855908
1971,4.285714286
1972,6.315789474
1973,6.180257511000001
1974,3.31797235
1975,3.341067285
1976,1.592920354
1977,1.09008327
1978,2.114537445
1979,3.22147651
1980,4.571428571
1981,3.110151188
1982,3.157894737
1983,2.807017544
1984,2.356792144
1985,6.728971962999999
1986,8.470588235
1987,7.093596058999999
1988,1.3162705670000001
1989,3.6
1990,4.897959183999999
1991,1.487603306
1992,6.371681416
1993,4.198250729
1994,2.171945701
1995,1.9834710740000001
1996,4.5
1997,2.796116505
1998,1.5
1999,0.0
2000,0.0
2001,6.728971962999999
2002,1.057268722
2003,9.290322581
2004,0.0
2005,0.0
2006,1.2732095490000002
2007,1.625282167
2008,1.5517241380000002
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,2.168674699
2018,3.2286995519999997
2019,3.6
2020,5.106382979
2021,1.5450643780000002
2022,2.6815642459999998
2023,2.785299807
2024,3.654822335
2025,4.5859872610000005
2026,4.864864865
2027,1.179361179
2028,4.285714286
2029,5.294117647
2030,1.7433414040000001
2031,3.673469388
2032,5.161290323
2033,1.7245508980000002
2034,3.902439024
2035,2.897384306
2036,2.3801652890000002
2037,4.2352941180000006
2038,4.022346369
2039,7.955801105
2040,2.526315789
2041,4.5859872610000005
2042,3.74025974
2043,3.214285714
2044,0.0
2045,1.252173913
2046,1.8628719280000001
2047,0.0
2048,0.0
2049,1.959183673
2050,1.472392638
2051,0.0
2052,0.0
2053,1.01551481
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,0.0
2060,1.393998064
2061,1.006289308
2062,0.0
2063,0.0
2064,0.0
2065,6.575342466
2066,3.512195122
2067,1.764705882
2068,3.243243243
2069,6.486486486
2070,3.356643357
2071,4.816053512
2072,4.350453172
2073,3.7209302330000003
2074,4.390243902
2075,2.774566474
2076,4.161849711
2077,8.421052632
2078,4.2228739
2079,5.198555957
2080,7.539267016
2081,2.823529412
2082,1.2903225809999999
2083,4.173913043
2084,3.287671233
2085,1.700118064
2086,3.257918552
2087,4.514106583
2088,1.716328963
2089,1.334569045
2090,1.02637206
2091,1.1093990759999999
2092,2.737642586
2093,2.267716535
2094,1.745454545
2095,2.424242424
2096,2.6039783
2097,1.3953488369999998
2098,1.100076394
2099,5.017421603
2100,0.0
2101,0.0
2102,0.0
2103,0.0
2104,0.0
2105,0.0
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,2.508710801
2112,6.101694915
2113,1.875
2114,4.161849711
2115,1.4048780490000001
2116,2.051282051
2117,6.233766234
2118,4.948453608
2119,2.8125
2120,3.1788079469999997
2121,5.255474453
2122,3.388235294
2123,5.070422535
2124,4.914675768
2125,2.716981132
2126,3.84
2127,2.807017544
2128,4.832214765
2129,2.168674699
2130,6.050420168
2131,2.440677966
2132,4.198250729
2133,4.337349398
2134,6.260869565
2135,1.935483871
2136,2.9629629630000003
2137,3.6180904519999997
2138,2.88
2139,3.250564334
2140,4.430769231
2141,5.806451612999999
2142,2.93877551
2143,2.25
2144,3.902439024
2145,1.6802800469999999
2146,1.411764706
2147,1.009110021
2148,0.0
2149,1.147410359
2150,0.0
2151,1.102603369
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,2.544169611
2160,3.0125523010000004
2161,3.356643357
2162,6.288209607000001
2163,3.250564334
2164,4.784053156000001
2165,4.63022508
2166,4.2352941180000006
2167,1.684210526
2168,7.093596058999999
2169,4.660194175
2170,2.5714285709999998
2171,3.388235294
2172,5.088339223
2173,3.85026738
2174,4.914675768
2175,6.6359447
2176,2.096069869
2177,11.90082645
2178,8.944099378999999
2179,6.153846154
2180,2.8685258960000004
2181,5.454545455
2182,2.3723229
2183,5.60311284
2184,3.7209302330000003
2185,5.669291339
2186,3.692307692
2187,2.0991253640000003
2188,1.179361179
2189,2.292993631
2190,3.902439024
2191,3.0125523010000004
2192,2.168674699
2193,0.0
2194,2.8180039139999997
2195,2.517482517
2196,1.486068111
2197,1.694117647
2198,0.0
2199,5.691699605
2200,0.0
2201,2.253521127
2202,0.0
2203,1.454545455
2204,0.0
2205,0.0
2206,1.514195584
2207,1.811320755
2208,4.897959183999999
2209,3.6180904519999997
2210,7.024390244
2211,5.454545455
2212,4.444444444
2213,7.783783784
2214,8.0
2215,4.5
2216,1.943319838
2217,9.795918367
2218,3.164835165
2219,10.82706767
2220,11.162790699999999
2221,6.545454545
2222,8.834355828
2223,12.30769231
2224,6.4
2225,6.371681416
2226,4.285714286
2227,4.7524752480000005
2228,6.889952152999999
2229,2.98136646
2230,7.659574468
2231,1.815889029
2232,4.272997033
2233,4.04494382
2234,2.75334608
2235,2.5352112680000003
2236,2.408026756
2237,1.8628719280000001
2238,2.4324324319999997
2239,1.698113208
2240,1.055718475
2241,0.0
2242,6.82464455
2243,1.747572816
2244,1.658986175
2245,0.0
2246,1.945945946
2247,0.0
2248,0.0
2249,1.5270413569999999
2250,2.701688555
2251,2.440677966
2252,3.6641221369999997
2253,2.737642586
2254,2.042553191
2255,6.343612335
2256,4.0
2257,5.78313253
2258,12.30769231
2259,6.923076922999999
2260,10.99236641
2261,4.768211921
2262,6.956521738999999
2263,4.4582043339999995
2264,2.5714285709999998
2265,8.622754491
2266,2.75334608
2267,11.162790699999999
2268,4.444444444
2269,7.384615385
2270,6.697674419
2271,9.171974522000001
2272,8.571428571
2273,5.829959514
2274,3.280182232
2275,11.61290323
2276,1.353383459
2277,3.80952381
2278,2.4
2279,4.04494382
2280,1.2642669009999998
2281,1.198003328
2282,1.1009174309999998
2283,2.727272727
2284,2.88
2285,2.444821732
2286,2.080924855
2287,1.6438356159999998
2288,8.674698795
2289,0.0
2290,0.0
2291,1.782178218
2292,0.0
2293,4.126074499
2294,4.660194175
2295,2.461538462
2296,1.641961231
2297,2.042553191
2298,2.051282051
2299,2.028169014
2300,1.058823529
2301,3.302752294
2302,4.472049688999999
2303,2.307692308
2304,4.337349398
2305,1.956521739
2306,3.137254902
2307,10.66666667
2308,5.737051792999999
2309,9.290322581
2310,8.622754491
2311,2.6086956519999998
2312,6.923076922999999
2313,2.211981567
2314,7.236180905
2315,7.868852459
2316,11.70731707
2317,7.659574468
2318,4.350453172
2319,9.230769231
2320,12.52173913
2321,7.30964467
2322,4.784053156000001
2323,5.78313253
2324,2.969072165
2325,2.011173184
2326,9.473684211
2327,1.2720848059999998
2328,6.857142857
2329,3.250564334
2330,3.257918552
2331,3.063829787
2332,8.0
2333,1.875
2334,4.161849711
2335,1.580680571
2336,1.82278481
2337,1.9225634180000002
2338,1.730769231
2339,1.5270413569999999
2340,1.393998064
2341,1.107692308
2342,1.278863233
2343,0.0
2344,0.0
2345,0.0
2346,0.0
2347,0.0
2348,2.002781641
2349,1.988950276
2350,1.575492341
2351,3.6180904519999997
2352,6.857142857
2353,2.98136646
2354,8.228571429
2355,6.515837104
2356,4.64516129
2357,5.198555957
2358,8.727272727
2359,5.925925926000001
2360,6.545454545
2361,4.444444444
2362,10.06993007
2363,9.350649351
2364,7.272727272999999
2365,10.74626866
2366,7.955801105
2367,5.333333333
2368,7.5
2369,5.737051792999999
2370,3.469879518
2371,5.625
2372,3.110151188
2373,2.706766917
2374,7.539267016
2375,1.4574898790000002
2376,1.580680571
2377,3.47826087
2378,3.9452054789999997
2379,1.52866242
2380,2.98136646
2381,1.01910828
2382,2.920892495
2383,6.101694915
2384,3.157894737
2385,4.485981308
2386,3.123644252
2387,2.300319489
2388,3.495145631
2389,0.0
2390,1.454545455
2391,2.322580645
2392,1.572052402
2393,2.123893805
2394,1.7204301080000002
2395,1.9538670280000001
2396,4.64516129
2397,4.3636363639999995
2398,7.619047619
2399,4.311377246
2400,2.613430127
2401,6.515837104
2402,9.6
2403,4.324324324
2404,5.9016393439999995
2405,6.233766234
2406,5.052631579
2407,8.622754491
2408,10.35971223
2409,7.384615385
2410,8.834355828
2411,12.85714286
2412,5.088339223
2413,4.8
2414,10.14084507
2415,4.864864865
2416,11.25
2417,8.0
2418,3.654822335
2419,3.5207823960000004
2420,4.324324324
2421,4.390243902
2422,7.024390244
2423,3.9560439560000003
2424,3.80952381
2425,1.2732095490000002
2426,3.185840708
2427,3.302752294
2428,4.5
2429,3.185840708
2430,4.04494382
2431,1.012658228
2432,8.08988764
2433,3.769633508
2434,3.902439024
2435,2.253521127
2436,2.6086956519999998
2437,2.311396469
2438,1.438561439
2439,2.9327902239999997
2440,1.442885772
2441,1.700118064
2442,1.894736842
2443,3.6
2444,3.789473684
2445,2.926829268
2446,4.514106583
2447,9.473684211
2448,2.8402366860000003
2449,12.10084034
2450,5.625
2451,2.785299807
2452,6.666666667
2453,3.881401617
2454,5.274725275
2455,16.17977528
2456,3.891891892
2457,6.666666667
2458,5.625
2459,5.853658537
2460,2.469982847
2461,6.153846154
2462,5.393258427
2463,6.82464455
2464,6.050420168
2465,3.923705722
2466,6.889952152999999
2467,5.496183206
2468,4.660194175
2469,5.088339223
2470,1.8628719280000001
2471,2.1917808219999997
2472,3.6
2473,3.779527559
2474,3.250564334
2475,2.914979757
2476,3.214285714
2477,2.701688555
2478,4.272997033
2479,4.600638978
2480,2.311396469
2481,2.7906976739999996
2482,3.6363636360000005
2483,2.785299807
2484,1.986206897
2485,2.031029619
2486,3.325635104
2487,2.11143695
2488,2.553191489
2489,2.0
2490,2.3762376240000003
2491,2.3801652890000002
2492,2.763915547
2493,2.444821732
2494,2.95687885
2495,6.127659574
2496,5.538461538
2497,5.829959514
2498,3.486682809
2499,4.114285714
2500,4.897959183999999
2501,8.181818182
2502,4.832214765
2503,3.083511777
2504,7.659574468
2505,12.52173913
2506,4.736842105
2507,7.955801105
2508,13.71428571
2509,13.71428571
2510,13.21100917
2511,13.58490566
2512,12.63157895
2513,3.22147651
2514,11.33858268
2515,9.0
2516,4.675324675
2517,4.897959183999999
2518,5.313653137
2519,5.313653137
2520,5.088339223
2521,3.74025974
2522,4.186046512
2523,3.512195122
2524,6.288209607000001
2525,2.9090909089999997
2526,1.484536082
2527,2.465753425
2528,3.325635104
2529,5.198555957
2530,2.7906976739999996
2531,3.123644252
2532,3.0125523010000004
2533,3.5207823960000004
2534,2.526315789
2535,2.706766917
2536,2.440677966
2537,5.925925926000001
2538,1.312670921
2539,1.726618705
2540,2.526315789
2541,5.333333333
2542,3.325635104
2543,6.76056338
2544,9.290322581
2545,2.260596546
2546,5.313653137
2547,5.333333333
2548,4.965517241000001
2549,6.206896552000001
2550,2.594594595
2551,8.470588235
2552,11.52
2553,5.669291339
2554,4.832214765
2555,8.780487805
2556,2.845849802
2557,5.76
2558,3.6
2559,9.171974522000001
2560,9.536423841
2561,3.3103448280000003
2562,9.411764706
2563,7.578947368
2564,2.807017544
2565,4.600638978
2566,4.3636363639999995
2567,2.504347826
2568,1.36492891
2569,2.686567164
2570,2.647058824
2571,4.571428571
2572,2.926829268
2573,2.8180039139999997
2574,5.106382979
2575,3.564356436
2576,3.9452054789999997
2577,1.415929204
2578,1.813602015
2579,1.2676056340000001
2580,1.766871166
2581,3.116883117
2582,2.504347826
2583,5.2173913039999995
2584,1.82278481
2585,1.073025335
2586,3.503649635
2587,2.987551867
2588,2.513089005
2589,2.513089005
2590,2.56227758
2591,3.6641221369999997
2592,2.146050671
2593,2.691588785
2594,8.044692737
2595,8.571428571
2596,4.784053156000001
2597,5.333333333
2598,3.6
2599,4.26035503
2600,4.784053156000001
2601,10.21276596
2602,5.393258427
2603,4.114285714
2604,10.21276596
2605,3.881401617
2606,7.236180905
2607,9.473684211
2608,11.80327869
2609,3.54679803
2610,3.364485981
2611,6.233766234
2612,7.578947368
2613,2.7906976739999996
2614,4.914675768
2615,2.25
2616,1.339534884
2617,2.627737226
2618,1.825095057
2619,2.7118644069999998
2620,2.857142857
2621,1.739130435
2622,2.1851289830000002
2623,2.9090909089999997
2624,1.6143497759999998
2625,4.198250729
2626,3.006263048
2627,3.037974684
2628,1.233933162
2629,2.647058824
2630,0.0
2631,3.881401617
2632,1.350844278
2633,0.0
2634,0.0
2635,1.199000833
2636,1.636363636
2637,1.085154484
2638,1.09008327
2639,4.417177914
2640,3.3103448280000003
2641,9.113924051
2642,8.421052632
2643,4.198250729
2644,6.050420168
2645,6.605504587
2646,5.625
2647,5.161290323
2648,7.272727272999999
2649,2.424242424
2650,8.323699422
2651,9.113924051
2652,7.058823529
2653,9.230769231
2654,4.914675768
2655,8.780487805
2656,8.674698795
2657,6.075949367000001
2658,3.7994722960000002
2659,2.271293375
2660,3.7994722960000002
2661,5.12455516
2662,1.282279608
2663,6.76056338
2664,1.580680571
2665,3.529411765
2666,6.288209607000001
2667,0.0
2668,0.0
2669,1.7433414040000001
2670,6.545454545
2671,1.610738255
2672,0.0
2673,6.233766234
2674,1.2676056340000001
2675,2.530755712
2676,7.955801105
2677,0.0
2678,1.6802800469999999
2679,2.15892054
2680,1.9538670280000001
2681,6.315789474
2682,1.815889029
2683,0.0
2684,1.092564492
2685,1.377990431
2686,0.0
2687,4.2228739
2688,8.888888889
2689,7.058823529
2690,3.512195122
2691,4.528301887
2692,1.518987342
2693,7.236180905
2694,6.575342466
2695,4.403669725
2696,6.050420168
2697,2.2018348619999997
2698,6.889952152999999
2699,4.444444444
2700,4.542586751
2701,6.0
2702,2.065997131
2703,4.376899696000001
2704,3.779527559
2705,3.503649635
2706,2.465753425
2707,6.4
2708,2.311396469
2709,5.255474453
2710,3.538083538
2711,4.022346369
2712,2.553191489
2713,8.275862069
2714,1.7799752780000002
2715,4.0793201130000005
2716,3.0125523010000004
2717,4.311377246
2718,1.5368196369999998
2719,0.0
2720,1.303167421
2721,1.388621022
2722,1.892247043
2723,2.676579926
2724,2.7324478180000003
2725,1.758241758
2726,1.185185185
2727,2.4870466319999998
2728,0.0
2729,0.0
2730,0.0
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,2.8180039139999997
2736,2.333873582
2737,1.651376147
2738,4.376899696000001
2739,7.826086957
2740,5.647058824
2741,10.28571429
2742,4.914675768
2743,3.6
2744,5.78313253
2745,1.8798955609999999
2746,7.058823529
2747,4.417177914
2748,2.404006678
2749,2.11143695
2750,3.469879518
2751,2.627737226
2752,4.7524752480000005
2753,3.6
2754,2.416107383
2755,4.832214765
2756,4.2352941180000006
2757,3.62720403
2758,6.101694915
2759,4.390243902
2760,1.806775408
2761,1.355932203
2762,5.052631579
2763,1.087613293
2764,1.438561439
2765,3.214285714
2766,2.589928058
2767,1.31147541
2768,3.64556962
2769,4.736842105
2770,2.005571031
2771,0.0
2772,1.86770428
2773,3.6363636360000005
2774,2.368421053
2775,1.24137931
2776,3.006263048
2777,2.065997131
2778,0.0
2779,1.5
2780,2.461538462
2781,4.102564103
2782,1.349578257
2783,0.0
2784,3.6363636360000005
2785,4.982698962
2786,1.811320755
2787,3.2359550560000003
2788,3.7209302330000003
2789,4.931506849
2790,2.897384306
2791,6.6359447
2792,5.9016393439999995
2793,3.2071269489999996
2794,4.011142061
2795,4.272997033
2796,4.4582043339999995
2797,3.3103448280000003
2798,1.0337401290000001
2799,6.486486486
2800,9.0
2801,6.605504587
2802,6.315789474
2803,9.411764706
2804,3.1441048030000003
2805,2.5714285709999998
2806,2.627737226
2807,3.62720403
2808,2.513089005
2809,2.8402366860000003
2810,3.044397463
2811,1.8181818180000002
2812,3.769633508
2813,2.885771543
2814,7.346938776
2815,5.017421603
2816,4.285714286
2817,2.060085837
2818,2.594594595
2819,1.698113208
2820,3.096774194
2821,1.592920354
2822,1.288014311
2823,0.0
2824,0.0
2825,3.214285714
2826,1.7977528090000001
2827,1.467889908
2828,3.37236534
2829,1.034482759
2830,4.931506849
2831,3.923705722
2832,2.544169611
2833,2.408026756
2834,2.260596546
2835,3.31797235
2836,3.157894737
2837,1.7061611369999998
2838,1.2732095490000002
2839,6.315789474
2840,3.063829787
2841,1.5078534030000001
2842,4.114285714
2843,8.834355828
2844,4.444444444
2845,5.78313253
2846,3.902439024
2847,7.024390244
2848,3.1718061669999997
2849,2.1524663680000002
2850,5.55984556
2851,8.13559322
2852,4.660194175
2853,6.343612335
2854,6.666666667
2855,2.6716140999999998
2856,4.430769231
2857,1.8628719280000001
2858,2.9508196719999997
2859,2.557726465
2860,2.239502333
2861,1.422924901
2862,9.171974522000001
2863,1.914893617
2864,1.6570771
2865,2.885771543
2866,1.139240506
2867,3.6363636360000005
2868,2.042553191
2869,1.660899654
2870,0.0
2871,0.0
2872,1.180327869
2873,0.0
2874,0.0
2875,1.664739884
2876,1.608938547
2877,5.12455516
2878,3.6641221369999997
2879,2.352941176
2880,5.829959514
2881,5.806451612999999
2882,3.609022556
2883,7.164179104
2884,7.619047619
2885,1.975308642
2886,4.864864865
2887,5.925925926000001
2888,8.520710058999999
2889,5.60311284
2890,3.250564334
2891,2.696629213
2892,4.022346369
2893,5.853658537
2894,7.539267016
2895,5.925925926000001
2896,3.287671233
2897,2.8514851489999997
2898,5.55984556
2899,2.845849802
2900,1.605351171
2901,0.0
2902,1.489141675
2903,1.183237469
2904,2.333873582
2905,1.1960132890000001
2906,1.278863233
2907,2.6815642459999998
2908,0.0
2909,1.8997361480000001
2910,2.0779220780000003
2911,1.7977528090000001
2912,3.280182232
2913,2.225656878
2914,2.491349481
2915,1.32231405
2916,2.6086956519999998
2917,1.555075594
2918,1.25984252
2919,0.0
2920,1.244598099
2921,2.8685258960000004
2922,0.0
2923,6.101694915
2924,0.0
2925,3.192904656
2926,3.388235294
2927,2.171945701
2928,5.829959514
2929,3.75
2930,2.632541133
2931,3.1034482760000004
2932,2.146050671
2933,3.84
2934,2.412060302
2935,1.3980582519999998
2936,4.0
2937,2.31884058
2938,3.5207823960000004
2939,11.61290323
2940,3.2
2941,3.3103448280000003
2942,3.018867925
2943,14.54545455
2944,2.903225806
2945,9.230769231
2946,3.272727273
2947,2.656826568
2948,3.512195122
2949,2.051282051
2950,2.834645669
2951,3.74025974
2952,5.034965035
2953,6.101694915
2954,2.75334608
2955,5.581395349
2956,4.444444444
2957,1.4830072090000002
2958,1.0909090909999999
2959,1.7712177119999999
2960,2.3723229
2961,2.416107383
2962,1.154771451
2963,1.463414634
2964,1.786600496
2965,1.935483871
2966,1.7245508980000002
2967,1.766871166
2968,2.274881517
2969,1.030042918
2970,1.234991424
2971,2.071942446
2972,2.074927954
2973,1.636363636
2974,3.881401617
2975,2.599277978
2976,1.297297297
2977,5.313653137
2978,5.647058824
2979,4.64516129
2980,3.7597911230000003
2981,5.161290323
2982,7.868852459
2983,6.545454545
2984,8.228571429
2985,5.496183206
2986,12.20338983
2987,6.075949367000001
2988,11.33858268
2989,3.37236534
2990,4.161849711
2991,5.070422535
2992,8.323699422
2993,7.164179104
2994,5.60311284
2995,5.669291339
2996,6.457399102999999
2997,3.333333333
2998,3.2951945080000002
2999,5.853658537
3000,4.376899696000001
3001,3.85026738
3002,4.600638978
3003,9.536423841
3004,3.75
3005,1.183237469
3006,3.6180904519999997
3007,3.404255319
3008,3.243243243
3009,4.982698962
3010,2.071942446
3011,3.881401617
3012,6.025104603
3013,2.322580645
3014,2.874251497
3015,1.5110178380000001
3016,2.242990654
3017,3.923705722
3018,3.6363636360000005
3019,3.74025974
3020,2.823529412
3021,4.864864865
3022,8.470588235
3023,8.834355828
3024,3.564356436
3025,7.384615385
3026,4.914675768
3027,7.5
3028,7.236180905
3029,6.990291262
3030,7.619047619
3031,2.613430127
3032,3.2286995519999997
3033,7.024390244
3034,10.21276596
3035,4.311377246
3036,2.504347826
3037,3.5207823960000004
3038,4.472049688999999
3039,5.106382979
3040,5.294117647
3041,2.504347826
3042,6.050420168
3043,9.230769231
3044,4.528301887
3045,4.931506849
3046,3.044397463
3047,4.056338028
3048,4.033613445
3049,4.126074499
3050,5.475285171
3051,4.7524752480000005
3052,3.044397463
3053,1.467889908
3054,3.5555555560000003
3055,4.5
3056,9.290322581
3057,1.575492341
3058,1.160354553
3059,3.74025974
3060,1.9780219780000001
3061,0.0
3062,1.07946027
3063,3.280182232
3064,1.4953271030000002
3065,2.060085837
3066,4.948453608
3067,7.783783784
3068,4.965517241000001
3069,2.774566474
3070,4.736842105
3071,8.275862069
3072,2.785299807
3073,8.470588235
3074,8.834355828
3075,9.411764706
3076,8.13559322
3077,5.161290323
3078,4.2352941180000006
3079,3.110151188
3080,8.834355828
3081,7.024390244
3082,4.337349398
3083,4.832214765
3084,3.083511777
3085,3.902439024
3086,7.659574468
3087,3.006263048
3088,4.600638978
3089,2.3491027730000003
3090,4.514106583
3091,1.486068111
3092,6.260869565
3093,3.9452054789999997
3094,2.461538462
3095,0.0
3096,0.0
3097,1.291479821
3098,0.0
3099,0.0
3100,1.638225256
3101,0.0
3102,0.0
3103,1.734939759
3104,0.0
3105,1.92
3106,0.0
3107,3.090128755
3108,1.077038145
3109,1.728691477
3110,0.0
3111,0.0
3112,0.0
3113,0.0
3114,0.0
3115,0.0
3116,0.0
3117,1.296129613
3118,2.330097087
3119,1.945945946
3120,1.425742574
3121,1.988950276
3122,0.0
3123,3.243243243
3124,3.711340206
3125,5.017421603
3126,5.1428571430000005
3127,3.123644252
3128,3.5555555560000003
3129,6.82464455
3130,4.2352941180000006
3131,3.891891892
3132,5.691699605
3133,1.107692308
3134,3.3103448280000003
3135,1.4754098359999999
3136,6.288209607000001
3137,1.085154484
3138,3.486682809
3139,1.541755889
3140,0.0
3141,2.47848537
3142,6.857142857
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,1.24567474
3148,0.0
3149,0.0
3150,0.0
3151,0.0
3152,0.0
3153,0.0
3154,0.0
3155,0.0
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,2.9090909089999997
3162,1.688159437
3163,1.204013378
3164,3.966942149
3165,2.215384615
3166,4.06779661
3167,3.4449760769999997
3168,2.807017544
3169,3.8605898119999997
3170,4.430769231
3171,3.192904656
3172,2.508710801
3173,3.1441048030000003
3174,2.453151618
3175,4.982698962
3176,4.832214765
3177,1.9834710740000001
3178,6.605504587
3179,3.063829787
3180,5.829959514
3181,2.105263158
3182,2.969072165
3183,1.688159437
3184,3.789473684
3185,1.49068323
3186,1.28342246
3187,1.338289963
3188,18.227848100000003
3189,2.356792144
3190,2.225656878
3191,0.0
3192,0.0
3193,0.0
3194,0.0
3195,0.0
3196,0.0
3197,1.1285266459999999
3198,0.0
3199,0.0
3200,0.0
3201,0.0
3202,0.0
3203,0.0
3204,0.0
3205,0.0
3206,0.0
3207,0.0
3208,0.0
3209,0.0
3210,1.050328228
3211,9.473684211
3212,1.5450643780000002
3213,0.0
3214,1.255448997
3215,2.239502333
3216,4.4582043339999995
3217,1.189099917
3218,2.7906976739999996
