Fecha,PORVL18N4
2018-01-12,1.0321739130434782
2018-01-13,0.8645833333333331
2018-01-14,0.7354166666666666
2018-01-15,0.8283333333333336
2018-01-16,0.8908333333333336
2018-01-17,0.96625
2018-01-18,0.8487499999999998
2018-01-19,0.822916666666667
2018-01-20,0.9254166666666666
2018-01-21,1.0083333333333335
2018-01-22,1.0154166666666666
2018-01-23,1.0416666666666665
2018-01-24,1.0691666666666662
2018-01-25,1.0992307692307688
2018-01-26,1.147083333333333
2018-01-27,1.1733333333333336
2018-01-28,1.1675000000000004
2018-01-29,1.2174999999999998
2018-01-30,1.2108333333333332
2018-01-31,1.2370833333333333
2018-02-01,1.261666666666667
2018-02-02,1.30375
2018-02-03,1.3308333333333333
2018-02-04,1.3470833333333336
2018-02-05,1.37125
2018-02-06,1.3775000000000002
2018-02-07,1.3645833333333337
2018-02-08,1.3549999999999998
2018-02-09,1.3687499999999995
2018-02-10,1.383333333333333
2018-02-11,1.4025
2018-02-12,1.4325
2018-02-13,1.4562499999999998
2018-02-14,1.4491666666666667
2018-02-15,1.4674999999999996
2018-02-16,1.5108333333333335
2018-02-17,1.6954166666666672
2018-02-18,1.7000000000000002
2018-02-19,1.6995833333333337
2018-02-20,1.7000000000000002
2018-02-21,1.6737499999999998
2018-02-22,1.6979166666666672
2018-02-23,1.7000000000000002
2018-02-24,1.7000000000000002
2018-02-25,1.6845833333333333
2018-02-26,1.6783333333333337
2018-02-27,1.670416666666667
2018-02-28,1.6700000000000002
2018-03-01,1.6587500000000002
2018-03-02,1.6537499999999998
2018-03-03,1.654583333333333
2018-03-04,1.6450000000000002
2018-03-05,1.647916666666667
2018-03-06,1.6483333333333334
2018-03-07,1.6483333333333334
2018-03-08,1.6499999999999997
2018-03-09,1.6483333333333334
2018-03-10,1.6545833333333329
2018-03-11,1.6583333333333332
2018-03-12,1.6587499999999997
2018-03-13,1.6512499999999999
2018-03-14,1.6520833333333327
2018-03-15,1.6533333333333327
2018-03-16,1.6579166666666663
2018-03-17,1.66375
2018-03-18,1.6458333333333328
2018-03-19,1.6529166666666661
2018-03-20,1.6537499999999998
2018-03-21,1.6629166666666666
2018-03-22,1.6604166666666667
2018-03-23,1.6570833333333328
2018-03-24,1.6558333333333328
2018-03-25,1.6579166666666663
2018-03-26,1.6508333333333336
2018-03-27,1.6458333333333337
2018-03-28,1.6458333333333337
2018-03-29,1.6470833333333335
2018-03-30,1.6450000000000005
2018-03-31,1.6445833333333335
2018-04-01,1.6325
2018-04-02,1.6375000000000004
2018-04-03,1.6291666666666667
2018-04-04,
2018-04-05,1.6888888888888884
2018-04-06,1.7000000000000002
2018-04-07,1.7000000000000002
2018-04-08,1.7000000000000004
2018-04-09,1.7000000000000002
2018-04-10,1.7000000000000002
2018-04-11,1.7000000000000002
2018-04-12,1.7000000000000002
2018-04-13,1.7
2018-04-14,1.7000000000000002
2018-04-15,1.7000000000000002
2018-04-16,1.6976000000000004
2018-04-17,1.7000000000000002
2018-04-18,1.7000000000000002
2018-04-19,1.7000000000000002
2018-04-20,1.7000000000000002
2018-04-21,1.7000000000000002
2018-04-22,1.7000000000000002
2018-04-23,1.7000000000000002
2018-04-24,1.7000000000000002
2018-04-25,1.7000000000000002
2018-04-26,1.7000000000000002
2018-04-27,1.7000000000000002
2018-04-28,1.7000000000000002
2018-04-29,1.6841666666666664
2018-04-30,1.604166666666667
2018-05-01,1.4200000000000002
2018-05-02,1.2825
2018-05-03,1.0887499999999997
2018-05-04,1.0487499999999994
2018-05-05,1.1208333333333331
2018-05-06,1.1766666666666665
2018-05-07,1.1516666666666666
2018-05-08,1.0875000000000001
2018-05-09,1.1104166666666664
2018-05-10,1.1024999999999998
2018-05-11,0.9258333333333333
2018-05-12,1.0591666666666668
2018-05-13,1.1216666666666668
2018-05-14,1.176842105263158
2018-05-15,1.2311111111111108
2018-05-16,1.2516666666666674
2018-05-17,1.2904166666666665
2018-05-18,1.307142857142857
2018-05-19,1.3323529411764705
2018-05-20,1.14
2018-05-21,1.1500000000000001
2018-05-22,1.184583333333333
2018-05-23,1.2021052631578948
2018-05-24,1.187083333333333
2018-05-25,1.1946153846153842
2018-05-26,1.2354166666666666
2018-05-27,1.27125
2018-05-28,1.2995833333333329
2018-05-29,1.325833333333333
2018-05-30,1.3508333333333338
2018-05-31,1.3749999999999998
2018-06-01,1.3787499999999995
2018-06-02,1.4054166666666668
2018-06-03,1.417083333333334
2018-06-04,1.4287500000000002
2018-06-05,1.4391666666666663
2018-06-06,1.4483333333333333
2018-06-07,1.465
2018-06-08,1.4729166666666664
2018-06-09,1.4729166666666667
2018-06-10,1.4754166666666666
2018-06-11,1.36
2018-06-12,1.143333333333333
2018-06-13,1.1916666666666664
2018-06-14,1.1033333333333335
2018-06-15,0.9704166666666668
2018-06-16,1.1029166666666665
2018-06-17,1.1779166666666665
2018-06-18,1.1666666666666665
2018-06-19,1.0004166666666665
2018-06-20,1.0675000000000001
2018-06-21,0.9745833333333335
2018-06-22,1.0945833333333337
2018-06-23,1.1458333333333337
2018-06-24,1.2024999999999995
2018-06-25,1.2275000000000003
2018-06-26,1.2454166666666673
2018-06-27,1.2417391304347825
2018-06-28,1.225
2018-06-29,1.1404166666666666
2018-06-30,1.0445833333333334
2018-07-01,1.101666666666667
