Fecha,PORVL14N1
2018-07-08,1.2041666666666664
2018-07-09,1.2558333333333338
2018-07-10,0.7004166666666669
2018-07-11,0.6791666666666668
2018-07-12,0.9620833333333335
2018-07-13,1.0925
2018-07-14,1.1416666666666666
2018-07-15,1.1654166666666665
2018-07-16,1.02125
2018-07-17,1.1266666666666667
2018-07-18,1.1979166666666667
2018-07-19,1.2420833333333334
2018-07-20,1.26625
2018-07-21,1.2955555555555553
2018-07-22,1.3012500000000002
2018-07-23,1.3314285714285714
2018-07-24,1.3999999999999997
2018-07-25,1.4075
2018-07-26,1.4229166666666668
2018-07-27,1.4304166666666667
2018-07-28,1.4354166666666668
2018-07-29,1.33625
2018-07-30,1.184583333333333
2018-07-31,0.8737500000000001
2018-08-01,0.8795833333333335
2018-08-02,0.7191666666666666
2018-08-03,0.894705882352941
